case_id,case_roles,scene,target_canonical_vehicle_id,canonical_vehicle_id,is_target_identity,sar_frame_index,sar_time_sec,sar_gray_path,sar_gray_sha256,optical_left_frame,optical_right_frame,optical_interpolation_ratio,optical_visibility_state,optical_lifecycle_state,state_transition_reason,active_for_shell,bbox_source_status,optical_depth_median_proxy,optical_depth_mad_proxy,target_sar_reference_dependency,identity_owner,optical_bbox_x1,optical_bbox_y1,optical_bbox_x2,optical_bbox_y2,optical_center_x_px,optical_center_y_px,optical_width_px,optical_height_px,predicted_theta_deg,theta_half_width_deg,predicted_radius_px,radial_half_width_px,predicted_radius_from_optical_height_px,predicted_radius_from_depth_proxy_px,predicted_center_x_px,predicted_center_y_px,unsigned_axis_center_deg,unsigned_axis_half_width_deg,response_length_min_px,response_length_max_px,response_width_min_px,response_width_max_px,mapping_status,active_identity_count_in_scene
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,300,6.000000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000300.png,88cd78172efc0c714340b50286021a74f70f2fce0304b607fae2db952f9635dc,144,144,0.0,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,10.021142959594727,0.08459615707397461,false,P1E_OPTICAL_CANONICAL_THREAD,305.919,228.849,445.817,385.283,375.868,307.06600000000003,139.89800000000002,156.43400000000003,-6.39813641888243,8.0,282.41794791442334,282.41794791442334,-433.1969159782043,458.7963022004975,1122.5283015006078,1049.941079782314,-6.39813641888243,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV002,true,300,6.000000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000300.png,88cd78172efc0c714340b50286021a74f70f2fce0304b607fae2db952f9635dc,144,144,0.0,outside,ABSENT,PRE_ENTRY_OPTICAL_LIFECYCLE,false,NEAREST_OPTICAL_BBOX_RESEARCH_PROXY,9.271214008331299,0.5345144271850586,false,P1E_OPTICAL_CANONICAL_THREAD,0.175,325.217,97.681,410.929,48.928,368.073,97.506,85.71199999999999,-37.53677316000797,12.8,370.12425114483756,276.2090318093471,303.5331998923448,436.71530239733033,928.4942169375582,1037.1053610525028,-37.53677316000797,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,301,6.020000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000301.png,bcfdcee786bd84f38526accb6bc65ef7f0e9b52d6efe8a542296e661671da063,144,145,0.48,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,10.019474506378174,0.0888824462890625,false,P1E_OPTICAL_CANONICAL_THREAD,316.0974,227.77524,453.18692,384.7238,384.64216,306.24951999999996,137.08952,156.94856,-5.562462041478277,8.0,282.39338484409234,282.39338484409234,-438.5572260432805,458.7471760598355,1126.6273706656045,1049.5363720311261,-5.562462041478277,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV002,true,301,6.020000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000301.png,bcfdcee786bd84f38526accb6bc65ef7f0e9b52d6efe8a542296e661671da063,144,145,0.48,partial_visible,ABSENT,PRE_ENTRY_OPTICAL_LIFECYCLE,false,NEAREST_OPTICAL_BBOX_RESEARCH_PROXY,9.271214008331299,0.5345144271850586,false,P1E_OPTICAL_CANONICAL_THREAD,0.175,325.217,97.681,410.929,48.928,368.073,97.506,85.71199999999999,-37.53677316000797,12.8,370.12425114483756,276.2090318093471,303.5331998923448,436.71530239733033,928.4942169375582,1037.1053610525028,-37.53677316000797,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,302,6.040000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000302.png,3e68263b30b7336c8c0234984801f90fcc8d34b8d066bbb9b5805d432d9d3d29,144,145,0.96,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,10.025786399841309,0.10095787048339844,false,P1E_OPTICAL_CANONICAL_THREAD,326.2758,226.70148,460.55684,384.16459999999995,393.41632000000004,305.43304,134.28104000000002,157.46311999999995,-4.726787664074116,8.0,282.4863089258219,282.4863089258219,-443.91753610835667,458.93302422329464,1130.7218681249776,1049.074435784343,-4.726787664074116,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV002,true,302,6.040000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000302.png,3e68263b30b7336c8c0234984801f90fcc8d34b8d066bbb9b5805d432d9d3d29,144,145,0.96,partial_visible,ABSENT,PRE_ENTRY_OPTICAL_LIFECYCLE,false,NEAREST_OPTICAL_BBOX_RESEARCH_PROXY,9.271214008331299,0.5345144271850586,false,P1E_OPTICAL_CANONICAL_THREAD,0.175,325.217,97.681,410.929,48.928,368.073,97.506,85.71199999999999,-37.53677316000797,12.8,370.12425114483756,276.2090318093471,303.5331998923448,436.71530239733033,928.4942169375582,1037.1053610525028,-37.53677316000797,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,1
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,303,6.060000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000303.png,56a3f2b2cd7b4ba0c24772e0505eb21938125ffcd9784e0f97841ee15c994ac2,145,146,0.44,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,9.076037883758545,0.09009218215942383,false,P1E_OPTICAL_CANONICAL_THREAD,336.52108,225.95024,467.52063999999996,383.89712,402.02085999999997,304.92368,130.99955999999997,157.94687999999996,-3.90726834742739,8.0,268.50405316589234,268.50405316589234,-448.9569942805456,430.9685127034355,1135.7036362935164,1062.72004621168,-3.90726834742739,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,2
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV002,true,303,6.060000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000303.png,56a3f2b2cd7b4ba0c24772e0505eb21938125ffcd9784e0f97841ee15c994ac2,145,146,0.44,partial_visible,ENTERING_PROVISIONAL,OPTICAL_ENTRY_WITH_VALID_TIME_MAP,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,8.74655532836914,0.22960615158081055,false,P1E_OPTICAL_CANONICAL_THREAD,0.20052,325.18092,95.87304,410.47272,48.03678,367.82682,95.67252,85.29179999999997,-37.62165532748954,11.2,364.5888622288577,227.80508719664905,307.91053643102896,421.2671880266864,931.4387082066646,1041.8241182913384,-37.62165532748954,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,2
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,304,6.080000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000304.png,739e30e76220d4d7f31f94ad7e9623a8d80185c2b4bb9c019bf8f9fa70540c8d,145,146,0.92,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,9.07165813446045,0.09913349151611328,false,P1E_OPTICAL_CANONICAL_THREAD,346.77244,225.22832,474.44751999999994,383.65616,410.60997999999995,304.44223999999997,127.67507999999992,158.42784,-3.0892176726676936,8.0,268.43957422877025,268.43957422877025,-453.967284098836,430.83955482919134,1139.5335496699754,1062.5505142199067,-3.0892176726676936,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,2
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV002,true,304,6.080000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000304.png,739e30e76220d4d7f31f94ad7e9623a8d80185c2b4bb9c019bf8f9fa70540c8d,145,146,0.92,partial_visible,ENTERING_PROVISIONAL,OPTICAL_ENTRY_WITH_VALID_TIME_MAP,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,8.750235080718994,0.20949029922485352,false,P1E_OPTICAL_CANONICAL_THREAD,0.22836,325.14156,93.90072,409.97496,47.06454,367.55826,93.67236000000001,84.83339999999998,-37.71425405565126,11.2,367.0306738800909,224.53823679474945,312.6858126550476,421.3755351051342,929.4785786976945,1040.2525410042886,-37.71425405565126,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,2
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,305,6.100000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000305.png,e01d8ec0d632c5cfb9928c84998c99ab3f8514d3be45eaaf37483d5c80ada3ca,146,147,0.4,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,9.804068565368652,0.043320655822753906,false,P1E_OPTICAL_CANONICAL_THREAD,356.90059999999994,224.41879999999998,483.4576,383.176,420.17909999999995,303.7974,126.55700000000007,158.7572,-2.177829186669527,8.0,279.2221654018911,279.2221654018911,-457.3983158988858,452.40473717543307,1143.389240029721,1051.5795179120819,-2.177829186669527,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,2
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV002,true,305,6.100000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000305.png,e01d8ec0d632c5cfb9928c84998c99ab3f8514d3be45eaaf37483d5c80ada3ca,146,147,0.4,partial_visible,ENTERING_PROVISIONAL,OPTICAL_ENTRY_WITH_VALID_TIME_MAP,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,9.087628364562988,0.10054731369018555,false,P1E_OPTICAL_CANONICAL_THREAD,0.2862,323.7402,103.5832,409.27160000000003,51.9347,366.5059,103.29700000000001,85.53140000000002,-37.25040704056849,11.2,368.36217147864465,236.5820889434389,305.4145587188232,431.30978423846614,931.0305091153344,1037.3845578570333,-37.25040704056849,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,2
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,306,6.120000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000306.png,857f571ebc2ee8e40f6e50a1e85efeace1800c74a5cf50d9f48b2b8a2110b844,146,147,0.88,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,9.801675796508789,0.0451817512512207,false,P1E_OPTICAL_CANONICAL_THREAD,367.00412,223.59176,492.88432,382.648,429.94422,303.11988,125.8802,159.05624000000003,-1.2477731384236677,8.0,279.1869389123452,279.1869389123452,-460.5134960952878,452.3342841963413,1147.9204173449853,1051.4792635184795,-1.2477731384236677,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,2
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV002,true,306,6.120000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000306.png,857f571ebc2ee8e40f6e50a1e85efeace1800c74a5cf50d9f48b2b8a2110b844,146,147,0.88,partial_visible,ENTERING_PROVISIONAL,OPTICAL_ENTRY_WITH_VALID_TIME_MAP,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,9.078577041625977,0.12745237350463867,false,P1E_OPTICAL_CANONICAL_THREAD,0.35003999999999996,322.06644000000006,115.59664,408.52711999999997,57.97334,365.29678,115.24659999999999,86.46067999999991,-36.67527087683683,11.2,363.388637364465,243.17192513916766,295.73399875055156,431.04327597837846,936.9555830737445,1039.1501366499815,-36.67527087683683,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,2
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,307,6.140000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000307.png,44c5cb5c1dca2940701b86cc93084f91988f31546659fe68df8fa5c0cd65c318,147,148,0.36,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,9.806884288787842,0.0832514762878418,false,P1E_OPTICAL_CANONICAL_THREAD,377.37404,223.04012,503.01699999999994,382.14700000000005,440.19552,302.59356,125.64295999999996,159.10688000000005,-0.2714120115370804,8.0,279.263618654336,279.263618654336,-461.041026610088,452.4876436803229,1152.6771239057414,1051.3395146055323,-0.2714120115370804,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,2
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV002,true,307,6.140000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000307.png,44c5cb5c1dca2940701b86cc93084f91988f31546659fe68df8fa5c0cd65c318,147,148,0.36,partial_visible,ACTIVE_WEAK_OR_OCCLUDED,OPTICAL_PARTIAL_VISIBLE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,8.697005271911621,0.09604167938232422,false,P1E_OPTICAL_CANONICAL_THREAD,0.3768,321.0324,128.33764,407.98928,64.35722,364.51084000000003,127.96083999999999,86.95688000000001,-36.06725313560316,11.2,355.18658992512303,238.9257273264059,290.56494974889654,419.8082301013495,944.8894140283263,1043.49326636733,-36.06725313560316,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,2
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,308,6.160000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000308.png,1ff174c9109cf39a7f2e55cd4a810ccf46a97810a2e9b78fcbe21ff53005713f,147,148,0.84,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,9.81437063217163,0.08926057815551758,false,P1E_OPTICAL_CANONICAL_THREAD,387.83276,222.58028,513.385,381.655,450.60888,302.11764,125.55223999999998,159.07471999999999,0.7203841415630805,8.0,279.37383305965096,279.37383305965096,-460.70600723102007,452.70807249095276,1157.5124956522852,1051.248248667143,0.7203841415630805,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,2
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV002,true,308,6.160000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000308.png,1ff174c9109cf39a7f2e55cd4a810ccf46a97810a2e9b78fcbe21ff53005713f,147,148,0.84,partial_visible,ACTIVE_WEAK_OR_OCCLUDED,OPTICAL_PARTIAL_VISIBLE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,8.692137241363525,0.1089024543762207,false,P1E_OPTICAL_CANONICAL_THREAD,0.3912,320.2116,141.32116,407.52031999999997,70.85618,363.86596,140.92996,87.30872,-35.448274868535485,11.2,353.2823164751747,241.39104131437117,286.89973773611587,419.6648952142335,949.1076473355847,1042.8022950861032,-35.448274868535485,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,2
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,GM_RM017,GM_RM017:PV002,GM_RM017:PV001,false,309,6.180000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000309.png,54f3da14337cace2cebd1bec21c09573e4aa42c8dbe9ff78f1c4b7c28c7287dd,148,149,0.32,full_visible,ACTIVE_CONFIRMED,OPTICAL_IDENTITY_ACTIVE,true,DIRECT_INTERPOLATED_OPTICAL_BBOX,9.865812301635742,0.07569026947021484,false,P1E_OPTICAL_CANONICAL_THREAD,398.47324000000003,221.94219999999996,524.4109199999999,381.52043999999995,461.44208,301.73132,125.93767999999989,159.57824,1.752166974939115,8.0,280.13116046473243,280.13116046473243,-465.9513106435811,454.2227273011157,1162.565378994602,1050.5998190250646,1.752166974939115,35.0,60.0,300.0,18.0,150.0,INDEPENDENT_PV004_SAME_SCENE_PROXY,2
