scene,canonical_vehicle_id,benchmark_role,vehicle_research_role,sar_frame_index,optical_frame_index,sar_gt_id,gt_quality_status,gt_inside_imaging_valid_mask,identity_link_status,multi_vehicle_competition,optical_visibility_state,optical_vehicle_full_visibility,sar_image_readable,mapping_anchor_eligible,s1l_structure_frame_eligible,s1l_temporal_eligible,segment_id,exclusion_reason,temporal_exclusion_reason,belongs_to_preselected_12,notes
GM_RM011,GM_RM011:PV001,development,structure_development,5,2,GM_RM011|000005|GM_RM011|000005.png|000002.png|1|O1:car:0.96,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV002,development,structure_development,5,2,GM_RM011|000005|GM_RM011|000005.png|000002.png|2|O2:car:0.81,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV002-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,6,3,GM_RM011|000006|GM_RM011|000006.png|000003.png|1|O1:car:0.96,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV002,development,structure_development,6,3,GM_RM011|000006|GM_RM011|000006.png|000003.png|2|O2:car:0.86,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV002-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,7,3,GM_RM011|000007|GM_RM011|000007.png|000003.png|1|O1:car:0.96,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV002,development,structure_development,7,3,GM_RM011|000007|GM_RM011|000007.png|000003.png|2|O2:car:0.86,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV002-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,8,4,GM_RM011|000008|GM_RM011|000008.png|000004.png|1|O1:car:0.86,usable,true,linked_detection_overlap_moderate,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,9,4,GM_RM011|000009|GM_RM011|000009.png|000004.png|1|O1:car:0.86,usable,true,linked_detection_overlap_moderate,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,10,5,GM_RM011|000010|GM_RM011|000010.png|000005.png|1|O1:car:0.84,gold,true,linked_detection_overlap_high,false,full_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,11,5,GM_RM011|000011|GM_RM011|000011.png|000005.png|1|O1:car:0.84,gold,true,linked_detection_overlap_high,false,full_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,12,6,GM_RM011|000012|GM_RM011|000012.png|000006.png|1|O1:car:0.21,usable,true,linked_detection_overlap_moderate,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,12,6,GM_RM011|000012|GM_RM011|000012.png|000006.png|2|O2:car:0.76,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,13,6,GM_RM011|000013|GM_RM011|000013.png|000006.png|1|O1:car:0.21,usable,true,linked_detection_overlap_moderate,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,13,6,GM_RM011|000013|GM_RM011|000013.png|000006.png|2|O2:car:0.76,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,14,7,GM_RM011|000014|GM_RM011|000014.png|000007.png|1|O1:car:0.76,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,14,7,GM_RM011|000014|GM_RM011|000014.png|000007.png|2|O2:car:0.31,usable,true,linked_detection_overlap_moderate,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,15,7,GM_RM011|000015|GM_RM011|000015.png|000007.png|1|O1:car:0.76,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,15,7,GM_RM011|000015|GM_RM011|000015.png|000007.png|2|O2:car:0.31,usable,true,linked_detection_overlap_moderate,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,16,8,GM_RM011|000016|GM_RM011|000016.png|000008.png|1|O1:car:0.36,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,16,8,GM_RM011|000016|GM_RM011|000016.png|000008.png|2|O2:car:0.72,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,17,8,GM_RM011|000017|gm_rm011_00013,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,17,8,GM_RM011|000017|GM_RM011|000017.png|000008.png|1|O1:car:0.36,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,17,8,GM_RM011|000017|GM_RM011|000017.png|000008.png|2|O2:car:0.72,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,18,9,GM_RM011|000018|GM_RM011|000018.png|000009.png|1|O1:car:0.66,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,18,9,GM_RM011|000018|GM_RM011|000018.png|000009.png|2|O2:car:0.51,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,19,9,GM_RM011|000019|gm_rm011_00014,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,19,9,GM_RM011|000019|GM_RM011|000019.png|000009.png|1|O1:car:0.66,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,19,9,GM_RM011|000019|GM_RM011|000019.png|000009.png|2|O2:car:0.51,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,20,10,GM_RM011|000020|GM_RM011|000020.png|000010.png|1|O1:car:0.65,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,20,10,GM_RM011|000020|GM_RM011|000020.png|000010.png|2|O2:car:0.45,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,21,10,GM_RM011|000021|gm_rm011_00015,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,21,10,GM_RM011|000021|GM_RM011|000021.png|000010.png|1|O1:car:0.65,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,21,10,GM_RM011|000021|GM_RM011|000021.png|000010.png|2|O2:car:0.45,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,22,11,GM_RM011|000022|GM_RM011|000022.png|000011.png|1|O1:car:0.47,usable,true,linked_detection_overlap_moderate,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,22,11,GM_RM011|000022|GM_RM011|000022.png|000011.png|2|O2:car:0.65,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,23,11,GM_RM011|000023|gm_rm011_00016,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,23,11,GM_RM011|000023|GM_RM011|000023.png|000011.png|1|O1:car:0.47,usable,true,linked_detection_overlap_moderate,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,23,11,GM_RM011|000023|GM_RM011|000023.png|000011.png|2|O2:car:0.65,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,24,12,GM_RM011|000024|GM_RM011|000024.png|000012.png|1|O1:car:0.63,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,24,12,GM_RM011|000024|GM_RM011|000024.png|000012.png|2|O2:car:0.39,usable,true,linked_detection_overlap_moderate,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,25,12,GM_RM011|000025|gm_rm011_00017,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,25,12,GM_RM011|000025|GM_RM011|000025.png|000012.png|1|O1:car:0.63,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,25,12,GM_RM011|000025|GM_RM011|000025.png|000012.png|2|O2:car:0.39,usable,true,linked_detection_overlap_moderate,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,26,12,GM_RM011|000026|GM_RM011|000026.png|000012.png|1|O1:car:0.63,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,26,12,GM_RM011|000026|GM_RM011|000026.png|000012.png|2|O2:car:0.39,usable,true,linked_detection_overlap_moderate,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,27,13,GM_RM011|000027|gm_rm011_00018,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,27,13,GM_RM011|000027|GM_RM011|000027.png|000013.png|1|O1:car:0.63,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,28,13,GM_RM011|000028|GM_RM011|000028.png|000013.png|1|O1:car:0.63,usable,true,linked_detection_overlap_high,false,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,29,14,GM_RM011|000029|gm_rm011_00019,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,29,14,GM_RM011|000029|GM_RM011|000029.png|000014.png|1|O1:car:0.69,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,30,14,GM_RM011|000030|GM_RM011|000030.png|000014.png|1|O1:car:0.69,usable,true,linked_detection_overlap_high,false,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,31,15,GM_RM011|000031|gm_rm011_00020,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,31,15,GM_RM011|000031|GM_RM011|000031.png|000015.png|1|O1:car:0.56,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,32,15,GM_RM011|000032|GM_RM011|000032.png|000015.png|1|O1:car:0.56,usable,true,linked_detection_overlap_high,false,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,33,16,GM_RM011|000033|GM_RM011|000033.png|000016.png|1|O1:car:0.88,usable,true,linked_detection_overlap_high,false,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,34,16,GM_RM011|000034|GM_RM011|000034.png|000016.png|1|O1:car:0.88,usable,true,linked_detection_overlap_high,false,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,35,17,GM_RM011|000035|gm_rm011_00021,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,35,17,GM_RM011|000035|GM_RM011|000035.png|000017.png|1|O1:car:0.88,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,36,17,GM_RM011|000036|GM_RM011|000036.png|000017.png|1|O1:car:0.88,usable,true,linked_detection_overlap_high,false,partial_visible,false,true,false,true,true,S0MV-GM_RM011-PV001-SEG01,,,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV001,development,structure_development,58,28,GM_RM011|000058|gm_rm011_00031,diagnostic_only,true,linked_detection_overlap_high,true,partial_visible,false,true,false,false,false,S0MV-GM_RM011-PV001-SEG02,gt_quality_diagnostic_only,structure_frame_not_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV003,heldout_validation,diagnostic_only,58,28,GM_RM011|000058|frameadd_gm_rm011_000028_000058_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV003-SEG01,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV003,heldout_validation,diagnostic_only,73,35,GM_RM011|000073|gm_rm011_00041,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV003-SEG02,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV005,development,structure_development,244,117,GM_RM011|000244|gm_rm011_00098,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV005-SEG01,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV006,development,structure_development,244,117,GM_RM011|000244|frameadd_gm_rm011_000117_000244_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV006-SEG01,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV007,development,structure_development,244,117,GM_RM011|000244|frameadd_gm_rm011_000117_000244_02,usable,true,linked_detection_overlap_moderate,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV007-SEG01,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV007,development,structure_development,256,123,GM_RM011|000256|gm_rm011_00110,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV007-SEG02,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV005,development,structure_development,256,123,GM_RM011|000256|frameadd_gm_rm011_000123_000256_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV005-SEG02,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV006,development,structure_development,256,123,GM_RM011|000256|frameadd_gm_rm011_000123_000256_02,usable,true,linked_detection_overlap_high,true,full_visible,false,true,false,true,false,S0MV-GM_RM011-PV006-SEG02,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV005,development,structure_development,260,125,GM_RM011|000260|gm_rm011_00114,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV005-SEG02,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV007,development,structure_development,260,125,GM_RM011|000260|frameadd_gm_rm011_000125_000260_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV007-SEG02,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV006,development,structure_development,260,125,GM_RM011|000260|frameadd_gm_rm011_000125_000260_02,usable,true,linked_detection_overlap_high,true,full_visible,false,true,false,true,false,S0MV-GM_RM011-PV006-SEG02,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV008,heldout_validation,structure_heldout_validation,281,135,GM_RM011|000281|gm_rm011_00126,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV008-SEG01,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV007,development,structure_development,281,135,GM_RM011|000281|frameadd_gm_rm011_000135_000281_01,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV007-SEG02,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
GM_RM011,GM_RM011:PV006,development,structure_development,281,135,GM_RM011|000281|frameadd_gm_rm011_000135_000281_02,usable,true,linked_detection_overlap_high,true,partial_visible,false,true,false,true,false,S0MV-GM_RM011-PV006-SEG02,,segment_not_temporally_eligible,false,"optical full visibility and mapping eligibility are descriptive, not S1-L structure hard gates"
