record_type,road_control_id,reference_sar_frame,current_sar_frame,optical_empty_confirmation,world_registration_status,world_registration_method,registration_landmarks,registration_translation_px,registration_uncertainty_px,frame_registration_uncertainty_px,road_definition_uncertainty_px,landmark_residual_median_px,landmark_residual_p90_px,landmark_loo_translation_radius_px,vehicle_posthoc_validation_max_px,vehicle_posthoc_cross_axis_max_px,road_axis_deg,virtual_box_center,virtual_box_L/W,v_points_to_fan_origin_check,near_sign_dot_to_origin,radius/theta,radius_px,theta_deg,valid_patch_ratio,peak_v,peak_v_over_half_width,near_minus_far_raw,near_minus_far_sigma4,near_minus_far_sigma10,near_minus_far_sigma20,u_coverage_range,u_span_px,length_termination_status,registration_sensitivity_peak_range,registration_sensitivity_can_enter_vehicle_interval,cross_frame_consistency,physical_interpretation,evidence_limit
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC1,361,371,optical 195/200/205/210: PV004 remains the rightmost trailing sedan while the immediately preceding roadside slot is exposed and vehicle-free,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[67.500,-1.500]",10.247,9.658,3.423,3.722,5.925,2.550,9.658,2.741,-2.639,"[830.651,811.471]","[162.681,74.774]",PASS,0.872252,"[611.596,-31.917]",611.596,-31.917,1.000000,-66.500,-1.778693,-3.141529,-0.051023,-0.025853,0.035695,"[-51.5,-31.5]",21.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[-1.778693,-1.511220]",NO,base target-range 0/14; raw near>far 0/14; median peak -1.672; coherent uncertainty perturbation at most 0/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC1,361,377,optical 195/200/205/210: PV004 remains the rightmost trailing sedan while the immediately preceding roadside slot is exposed and vehicle-free,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[105.000,-1.000]",11.708,11.196,3.423,2.118,4.330,2.000,11.196,6.073,-2.639,"[868.151,811.971]","[162.681,74.774]",PASS,0.897081,"[592.187,-28.862]",592.187,-28.862,1.000000,-61.500,-1.644957,-2.438896,-0.013664,-0.026340,-0.052942,"[-64.5,-34.5]",31.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[-1.805440,-1.350737]",NO,base target-range 0/14; raw near>far 0/14; median peak -1.672; coherent uncertainty perturbation at most 0/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC1,361,378,optical 195/200/205/210: PV004 remains the rightmost trailing sedan while the immediately preceding roadside slot is exposed and vehicle-free,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[111.000,-1.500]",8.979,8.301,3.423,5.308,7.053,2.062,8.301,4.378,-2.639,"[874.151,811.471]","[162.681,74.774]",PASS,0.901160,"[589.755,-28.328]",589.755,-28.328,1.000000,-64.500,-1.725199,-2.516846,-0.019486,-0.045860,0.000560,"[-54.5,-20.5]",35.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[-1.805440,-1.484473]",NO,base target-range 0/14; raw near>far 0/14; median peak -1.672; coherent uncertainty perturbation at most 0/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC1,361,379,optical 195/200/205/210: PV004 remains the rightmost trailing sedan while the immediately preceding roadside slot is exposed and vehicle-free,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[116.500,-2.000]",11.166,10.628,3.423,4.746,10.628,1.500,7.541,6.799,-2.639,"[879.651,810.971]","[162.681,74.774]",PASS,0.904873,"[587.607,-27.833]",587.607,-27.833,1.000000,-64.500,-1.725199,-2.562817,-0.031987,-0.106922,-0.110246,"[-52.5,-19.5]",34.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[-1.805440,-1.404231]",NO,base target-range 0/14; raw near>far 0/14; median peak -1.672; coherent uncertainty perturbation at most 0/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC2,361,341,optical 200/205/210: the second roadside slot left of PV004 is visible without PV002/PV003; road surface is empty,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[-128.500,0.000]",16.541,15.815,4.846,2.309,10.505,0.500,15.815,2.009,-2.639,"[472.512,747.523]","[162.681,74.774]",PASS,0.684407,"[896.886,-49.450]",896.886,-49.450,0.989780,3.500,0.093615,-1.060303,0.025809,-0.127841,-0.447378,"[5.5,21.5]",17.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[0.093615,2.153155]",NO,base target-range 0/14; raw near>far 0/14; median peak -0.227; coherent uncertainty perturbation at most 2/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC2,361,342,optical 200/205/210: the second roadside slot left of PV004 is visible without PV002/PV003; road surface is empty,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[-121.500,1.000]",14.664,13.840,4.846,3.809,13.840,0.500,9.665,3.312,-2.639,"[479.512,748.523]","[162.681,74.774]",PASS,0.687503,"[890.925,-49.206]",890.925,-49.206,0.991377,100.500,2.688100,-1.513702,-0.174463,-0.474817,-0.871244,"[17.5,35.5]",19.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[-1.698451,2.688100]",NO,base target-range 0/14; raw near>far 0/14; median peak -0.227; coherent uncertainty perturbation at most 2/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC2,361,343,optical 200/205/210: the second roadside slot left of PV004 is visible without PV002/PV003; road surface is empty,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[-114.500,0.000]",17.103,16.402,4.846,1.781,5.212,0.500,16.402,2.629,-2.639,"[486.512,747.523]","[162.681,74.774]",PASS,0.691858,"[886.295,-48.862]",886.295,-48.862,0.993970,-63.500,-1.698451,-0.621891,0.024306,-0.016281,-0.193821,"[46.5,108.5]",63.000,CROSSES_ONE_VIRTUAL_END,"[-1.698451,0.628561]",NO,base target-range 0/14; raw near>far 0/14; median peak -0.227; coherent uncertainty perturbation at most 2/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC2,361,347,optical 200/205/210: the second roadside slot left of PV004 is visible without PV002/PV003; road surface is empty,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[-89.500,-1.000]",15.828,15.068,4.846,2.422,6.460,0.500,15.068,3.297,-2.639,"[511.512,746.523]","[162.681,74.774]",PASS,0.706025,"[868.295,-47.726]",868.295,-47.726,0.998947,-20.500,-0.548319,-0.649681,-0.138445,-0.256067,-0.409951,"[18.5,37.5]",20.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[-0.949528,-0.120363]",NO,base target-range 0/14; raw near>far 0/14; median peak -0.227; coherent uncertainty perturbation at most 2/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC2,361,348,optical 200/205/210: the second roadside slot left of PV004 is visible without PV002/PV003; road surface is empty,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[-82.000,-0.500]",19.990,19.394,4.846,3.511,19.394,0.500,8.783,2.615,-2.639,"[519.012,747.023]","[162.681,74.774]",PASS,0.709854,"[862.422,-47.416]",862.422,-47.416,0.999595,38.500,1.029770,-0.492317,-0.053480,-0.131964,-0.233268,"[72.5,84.5]",13.000,CROSSES_ONE_VIRTUAL_END,"[0.494824,1.564715]",YES_ISOLATED_FRAME_ONLY,base target-range 0/14; raw near>far 0/14; median peak -0.227; coherent uncertainty perturbation at most 2/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC2,361,349,optical 200/205/210: the second roadside slot left of PV004 is visible without PV002/PV003; road surface is empty,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[-75.000,0.000]",12.639,11.673,4.846,2.288,11.673,1.000,11.664,6.400,-2.639,"[526.012,747.523]","[162.681,74.774]",PASS,0.713435,"[856.941,-47.124]",856.941,-47.124,0.999873,85.500,2.286891,-0.613731,-0.037496,-0.271913,-0.464741,"[6.5,33.5]",28.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[1.939177,2.634606]",NO,base target-range 0/14; raw near>far 0/14; median peak -0.227; coherent uncertainty perturbation at most 2/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC2,361,360,optical 200/205/210: the second roadside slot left of PV004 is visible without PV002/PV003; road surface is empty,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[-6.000,0.000]",6.858,4.853,4.846,0.000,0.000,0.000,4.853,4.606,-2.639,"[595.012,747.523]","[162.681,74.774]",PASS,0.752957,"[807.741,-43.792]",807.741,-43.792,1.000000,-24.500,-0.655308,-1.040707,-0.013831,-0.248103,-0.572188,"[13.5,61.5]",49.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[-0.842539,-0.468077]",NO,base target-range 0/14; raw near>far 0/14; median peak -0.227; coherent uncertainty perturbation at most 2/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC2,361,361,optical 200/205/210: the second roadside slot left of PV004 is visible without PV002/PV003; road surface is empty,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[0.000,0.000]",5.243,2.000,4.846,0.000,0.000,0.000,0.000,0.000,-2.639,"[601.012,747.523]","[162.681,74.774]",PASS,0.756493,"[803.601,-43.483]",803.601,-43.483,1.000000,5.500,0.147110,-0.712177,-0.058297,-0.192541,-0.354442,"[-65.5,-56.5]",10.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[0.013374,0.280846]",NO,base target-range 0/14; raw near>far 0/14; median peak -0.227; coherent uncertainty perturbation at most 2/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC2,361,362,optical 200/205/210: the second roadside slot left of PV004 is visible without PV002/PV003; road surface is empty,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[6.000,0.000]",7.778,6.083,4.846,0.000,0.000,0.000,6.083,3.453,-2.639,"[607.012,747.523]","[162.681,74.774]",PASS,0.760043,"[799.484,-43.171]",799.484,-43.171,1.000000,92.500,2.474122,-0.443558,0.069164,-0.051201,-0.231877,"[4.5,22.5]",19.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[2.260144,2.688100]",NO,base target-range 0/14; raw near>far 0/14; median peak -0.227; coherent uncertainty perturbation at most 2/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC2,361,370,optical 200/205/210: the second roadside slot left of PV004 is visible without PV002/PV003; road surface is empty,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[62.000,-1.000]",7.684,5.963,4.846,3.217,4.562,2.000,5.963,3.905,-2.639,"[663.012,746.523]","[162.681,74.774]",PASS,0.794284,"[763.030,-40.051]",763.030,-40.051,1.000000,-28.500,-0.762297,-1.756344,-0.029501,-0.364015,-0.833216,"[7.5,51.5]",45.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[-0.976275,-0.575066]",NO,base target-range 0/14; raw near>far 0/14; median peak -0.227; coherent uncertainty perturbation at most 2/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC2,361,371,optical 200/205/210: the second roadside slot left of PV004 is visible without PV002/PV003; road surface is empty,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[67.500,-1.500]",10.806,9.658,4.846,3.722,5.925,2.550,9.658,2.741,-2.639,"[668.512,746.023]","[162.681,74.774]",PASS,0.797894,"[759.887,-39.709]",759.887,-39.709,1.000000,-31.500,-0.842539,-1.201874,-0.042716,-0.368079,-0.632740,"[27.5,57.5]",31.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[-1.056517,-0.548319]",NO,base target-range 0/14; raw near>far 0/14; median peak -0.227; coherent uncertainty perturbation at most 2/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC2,361,377,optical 200/205/210: the second roadside slot left of PV004 is visible without PV002/PV003; road surface is empty,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[105.000,-1.000]",12.200,11.196,4.846,2.118,4.330,2.000,11.196,6.073,-2.639,"[706.012,746.523]","[162.681,74.774]",PASS,0.820657,"[736.097,-37.488]",736.097,-37.488,1.000000,-63.500,-1.698451,-0.516457,0.024069,0.045683,0.003942,"[15.5,56.5]",42.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[-1.698451,2.688100]",NO,base target-range 0/14; raw near>far 0/14; median peak -0.227; coherent uncertainty perturbation at most 2/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC2,361,378,optical 200/205/210: the second roadside slot left of PV004 is visible without PV002/PV003; road surface is empty,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[111.000,-1.500]",9.612,8.301,4.846,5.308,7.053,2.062,8.301,4.378,-2.639,"[712.012,746.023]","[162.681,74.774]",PASS,0.824587,"[732.860,-37.092]",732.860,-37.092,1.000000,30.500,0.815792,-0.770485,0.002620,0.013530,-0.074362,"[63.5,80.5]",18.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[-0.494824,0.949528]",YES_ISOLATED_FRAME_ONLY,base target-range 0/14; raw near>far 0/14; median peak -0.227; coherent uncertainty perturbation at most 2/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
WORLD_REGISTERED_EMPTY_ROAD_COUNTERFACTUAL,RC2,361,379,optical 200/205/210: the second roadside slot left of PV004 is visible without PV002/PV003; road surface is empty,WORLD_REGISTERED_ROAD_CONTROL,SAR361 six manually declared non-collinear static landmarks; sequential fixed-reference-template local tracking through every SAR frame; componentwise median 2D translation; no vehicle-seeded search; vehicle GT only posthoc validation,L1_UPPER_LEFT_ARC_CROSS;L2_UPPER_LEFT_SHORT_RETURN;L3_UPPER_MID_ARC;L4_RIGHT_VERTICAL_POLE;L5_LOWER_CROSS;L6_LOWER_DIAGONAL,"[116.500,-2.000]",11.681,10.628,4.846,4.746,10.628,1.500,7.541,6.799,-2.639,"[717.512,745.523]","[162.681,74.774]",PASS,0.828204,"[729.957,-36.724]",729.957,-36.724,1.000000,-53.500,-1.430979,-1.088455,-0.055486,-0.144171,-0.284255,"[32.5,48.5]",17.000,ENDS_INSIDE_VIRTUAL_LENGTH,"[-1.751946,-0.601813]",NO,base target-range 0/14; raw near>far 0/14; median peak -0.227; coherent uncertainty perturbation at most 2/14 target-range frames,ROAD_RESPONSE_PRESENT_WITHOUT_REPLICATED_VEHICLE_BOX_NEAR_SIDE_LOCK; supports VEHICLE_NEIGHBORHOOD_SPECIFIC_CONTRAST,GM17 only; optical supplies empty-road semantics but not SAR pixels; reference road locus is manual research geometry extrapolated beyond PV004; registration uncertainty is explicit; does not separate vehicle body from vehicle-ground interaction and is not runtime input
