scene,canonical_vehicle_id,benchmark_role,optical_frame_index,optical_time_sec,sar_frame_index,sar_time_sec,sar_gt_available,sar_gt_id,sar_gt_bbox,optical_visibility_state,optical_full_vehicle_visible,optical_reference_bbox,mapping_basis,identity_link_evidence,identity_link_status,identity_link_confidence,source_optical_bbox,source_optical_bbox_best_canonical_iou,multi_vehicle_competition,thread_quality_status,notes
GM_RM011,GM_RM011:PV001,development,2,0.083333333,5,0.100000000,true,GM_RM011|000005|GM_RM011|000005.png|000002.png|1|O1:car:0.96,"[1151.642,1246.802,131.942,63.440,1.000]",partial_visible,false,"[3.295,279.753,519.276,596.977]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.745; assignment=partial_vehicle_observation; observation_role=usable_auxiliary_observation; source=YOLO11l,linked_detection_overlap_high,high,"[2.379,278.506,729.620,599.001]",0.744997,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV002,development,2,0.083333333,5,0.100000000,true,GM_RM011|000005|GM_RM011|000005.png|000002.png|2|O2:car:0.81,"[1295.522,1150.115,78.740,147.827,-29.000]",partial_visible,false,"[744.735,338.461,799.704,484.250]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.972; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[744.312,339.301,799.566,486.081]",0.972038,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,3,0.125000000,6,0.120000000,true,GM_RM011|000006|GM_RM011|000006.png|000003.png|1|O1:car:0.96,"[1152.642,1247.802,133.942,63.440,1.000]",partial_visible,false,"[2.344,242.918,525.607,597.111]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.740; assignment=partial_vehicle_observation; observation_role=usable_auxiliary_observation; source=YOLO11l,linked_detection_overlap_high,high,"[2.805,242.181,751.431,599.055]",0.740064,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV002,development,3,0.125000000,6,0.120000000,true,GM_RM011|000006|GM_RM011|000006.png|000003.png|2|O2:car:0.86,"[1296.522,1147.115,78.740,147.827,-29.000]",partial_visible,false,"[735.832,299.045,799.700,434.540]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.963; assignment=duplicate_observation_same_vehicle; observation_role=usable_auxiliary_observation; source=YOLO11l,linked_detection_overlap_high,high,"[735.185,299.241,799.566,441.095]",0.962521,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,3,0.125000000,7,0.140000000,true,GM_RM011|000007|GM_RM011|000007.png|000003.png|1|O1:car:0.96,"[1152.642,1246.802,135.942,65.440,1.000]",partial_visible,false,"[2.344,242.918,525.607,597.111]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.740; assignment=partial_vehicle_observation; observation_role=usable_auxiliary_observation; source=YOLO11l,linked_detection_overlap_high,high,"[2.805,242.181,751.431,599.055]",0.740064,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV002,development,3,0.125000000,7,0.140000000,true,GM_RM011|000007|GM_RM011|000007.png|000003.png|2|O2:car:0.86,"[1293.522,1144.115,78.740,147.827,-36.000]",partial_visible,false,"[735.832,299.045,799.700,434.540]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.963; assignment=duplicate_observation_same_vehicle; observation_role=usable_auxiliary_observation; source=YOLO11l,linked_detection_overlap_high,high,"[735.185,299.241,799.566,441.095]",0.962521,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,4,0.166666667,8,0.160000000,true,GM_RM011|000008|GM_RM011|000008.png|000004.png|1|O1:car:0.86,"[1152.642,1244.802,137.942,67.440,1.000]",partial_visible,false,"[3.366,199.798,559.398,594.920]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.687; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_moderate,moderate,"[1.075,196.465,797.939,597.951]",0.686716,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,4,0.166666667,9,0.180000000,true,GM_RM011|000009|GM_RM011|000009.png|000004.png|1|O1:car:0.86,"[1152.642,1244.802,137.942,67.440,1.000]",partial_visible,false,"[3.366,199.798,559.398,594.920]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.687; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_moderate,moderate,"[1.075,196.465,797.939,597.951]",0.686716,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,5,0.208333333,10,0.200000000,true,GM_RM011|000010|GM_RM011|000010.png|000005.png|1|O1:car:0.84,"[1149.642,1243.802,129.942,63.440,-8.000]",full_visible,true,"[7.923,233.077,580.078,595.423]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.709; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[1.084,231.464,799.100,597.989]",0.708796,false,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,5,0.208333333,11,0.220000000,true,GM_RM011|000011|GM_RM011|000011.png|000005.png|1|O1:car:0.84,"[1148.642,1245.802,129.942,63.440,-8.000]",full_visible,true,"[7.923,233.077,580.078,595.423]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.709; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[1.084,231.464,799.100,597.989]",0.708796,false,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,6,0.250000000,12,0.240000000,true,GM_RM011|000012|GM_RM011|000012.png|000006.png|1|O1:car:0.21,"[1149.642,1246.802,129.942,63.440,-12.000]",partial_visible,false,"[14.002,265.071,602.215,597.379]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.443; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_moderate,moderate,"[0.649,264.724,800.000,440.207]",0.442660,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,6,0.250000000,12,0.240000000,true,GM_RM011|000012|GM_RM011|000012.png|000006.png|2|O2:car:0.76,"[1152.377,1243.565,128.333,62.847,351.000]",partial_visible,false,"[14.002,265.071,602.215,597.379]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.735; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[1.403,266.243,798.902,597.899]",0.734500,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,6,0.250000000,13,0.260000000,true,GM_RM011|000013|GM_RM011|000013.png|000006.png|1|O1:car:0.21,"[1151.642,1241.802,127.942,68.440,352.000]",partial_visible,false,"[14.002,265.071,602.215,597.379]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.443; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_moderate,moderate,"[0.649,264.724,800.000,440.207]",0.442660,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,6,0.250000000,13,0.260000000,true,GM_RM011|000013|GM_RM011|000013.png|000006.png|2|O2:car:0.76,"[1152.377,1246.565,135.333,64.847,-12.000]",partial_visible,false,"[14.002,265.071,602.215,597.379]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.735; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[1.403,266.243,798.902,597.899]",0.734500,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,7,0.291666667,14,0.280000000,true,GM_RM011|000014|GM_RM011|000014.png|000007.png|1|O1:car:0.76,"[1151.642,1247.802,127.942,63.440,-12.000]",partial_visible,false,"[3.265,308.796,581.527,598.024]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.722; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[1.082,309.415,799.023,596.914]",0.721549,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,7,0.291666667,14,0.280000000,true,GM_RM011|000014|GM_RM011|000014.png|000007.png|2|O2:car:0.31,"[1152.377,1247.565,135.333,64.847,-12.000]",partial_visible,false,"[3.265,308.796,581.527,598.024]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.603; assignment=duplicate_observation_same_vehicle; observation_role=usable_auxiliary_observation; source=YOLO11l,linked_detection_overlap_moderate,moderate,"[1.330,308.204,800.000,470.240]",0.603041,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,7,0.291666667,15,0.300000000,true,GM_RM011|000015|GM_RM011|000015.png|000007.png|1|O1:car:0.76,"[1151.642,1247.802,127.942,63.440,-12.000]",partial_visible,false,"[3.265,308.796,581.527,598.024]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.722; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[1.082,309.415,799.023,596.914]",0.721549,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,7,0.291666667,15,0.300000000,true,GM_RM011|000015|GM_RM011|000015.png|000007.png|2|O2:car:0.31,"[1152.377,1247.565,135.333,64.847,-12.000]",partial_visible,false,"[3.265,308.796,581.527,598.024]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.603; assignment=duplicate_observation_same_vehicle; observation_role=usable_auxiliary_observation; source=YOLO11l,linked_detection_overlap_moderate,moderate,"[1.330,308.204,800.000,470.240]",0.603041,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,8,0.333333333,16,0.320000000,true,GM_RM011|000016|GM_RM011|000016.png|000008.png|1|O1:car:0.36,"[1155.642,1249.802,127.942,63.440,-10.000]",partial_visible,false,"[9.065,309.388,604.393,597.619]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.738; assignment=duplicate_observation_same_vehicle; observation_role=usable_auxiliary_observation; source=YOLO11l,linked_detection_overlap_high,high,"[0.794,312.093,800.000,481.792]",0.738023,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,8,0.333333333,16,0.320000000,true,GM_RM011|000016|GM_RM011|000016.png|000008.png|2|O2:car:0.72,"[1155.377,1248.565,135.333,64.847,-10.000]",partial_visible,false,"[9.065,309.388,604.393,597.619]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.741; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[1.401,311.927,798.629,597.385]",0.741369,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,8,0.333333333,17,0.340000000,true,GM_RM011|000017|gm_rm011_00013,"[1154.280,1243.984,130.160,67.327,172.000]",partial_visible,false,"[9.065,309.388,604.393,597.619]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.741; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[0.649,309.982,798.792,599.109]",0.740911,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,8,0.333333333,17,0.340000000,true,GM_RM011|000017|GM_RM011|000017.png|000008.png|1|O1:car:0.36,"[1156.642,1249.802,127.942,63.440,-10.000]",partial_visible,false,"[9.065,309.388,604.393,597.619]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.738; assignment=duplicate_observation_same_vehicle; observation_role=usable_auxiliary_observation; source=YOLO11l,linked_detection_overlap_high,high,"[0.794,312.093,800.000,481.792]",0.738023,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,8,0.333333333,17,0.340000000,true,GM_RM011|000017|GM_RM011|000017.png|000008.png|2|O2:car:0.72,"[1156.377,1248.565,135.333,64.847,-10.000]",partial_visible,false,"[9.065,309.388,604.393,597.619]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.741; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[1.401,311.927,798.629,597.385]",0.741369,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,9,0.375000000,18,0.360000000,true,GM_RM011|000018|GM_RM011|000018.png|000009.png|1|O1:car:0.66,"[1163.642,1248.802,129.942,65.440,-6.000]",partial_visible,false,"[8.623,306.670,603.278,597.894]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.760; assignment=duplicate_observation_same_vehicle; observation_role=usable_auxiliary_observation; source=YOLO26l,linked_detection_overlap_high,high,"[1.184,308.528,798.413,597.374]",0.759577,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,9,0.375000000,18,0.360000000,true,GM_RM011|000018|GM_RM011|000018.png|000009.png|2|O2:car:0.51,"[1166.377,1248.565,135.333,64.847,-7.000]",partial_visible,false,"[8.623,306.670,603.278,597.894]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.714; assignment=duplicate_observation_same_vehicle; observation_role=usable_auxiliary_observation; source=YOLO11l,linked_detection_overlap_high,high,"[1.400,308.409,800.000,486.387]",0.713860,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,9,0.375000000,19,0.380000000,true,GM_RM011|000019|gm_rm011_00014,"[1161.080,1251.033,132.080,66.600,170.000]",partial_visible,false,"[8.623,306.670,603.278,597.894]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.759; assignment=duplicate_observation_same_vehicle; observation_role=usable_auxiliary_observation; source=YOLO26l,linked_detection_overlap_high,high,"[2.865,307.883,798.782,599.174]",0.758605,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,9,0.375000000,19,0.380000000,true,GM_RM011|000019|GM_RM011|000019.png|000009.png|1|O1:car:0.66,"[1166.642,1249.802,129.942,65.440,-5.000]",partial_visible,false,"[8.623,306.670,603.278,597.894]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.760; assignment=duplicate_observation_same_vehicle; observation_role=usable_auxiliary_observation; source=YOLO26l,linked_detection_overlap_high,high,"[1.184,308.528,798.413,597.374]",0.759577,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,9,0.375000000,19,0.380000000,true,GM_RM011|000019|GM_RM011|000019.png|000009.png|2|O2:car:0.51,"[1166.377,1249.565,135.333,64.847,-7.000]",partial_visible,false,"[8.623,306.670,603.278,597.894]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.714; assignment=duplicate_observation_same_vehicle; observation_role=usable_auxiliary_observation; source=YOLO11l,linked_detection_overlap_high,high,"[1.400,308.409,800.000,486.387]",0.713860,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,10,0.416666667,20,0.400000000,true,GM_RM011|000020|GM_RM011|000020.png|000010.png|1|O1:car:0.65,"[1167.642,1249.802,129.942,65.440,-5.000]",partial_visible,false,"[39.757,289.333,650.536,597.693]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.757; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[1.026,286.252,798.221,597.097]",0.757451,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,10,0.416666667,20,0.400000000,true,GM_RM011|000020|GM_RM011|000020.png|000010.png|2|O2:car:0.45,"[1166.377,1249.565,135.333,64.847,-7.000]",partial_visible,false,"[39.757,289.333,650.536,597.693]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.731; assignment=duplicate_observation_same_vehicle; observation_role=usable_auxiliary_observation; source=YOLO11l,linked_detection_overlap_high,high,"[2.330,288.756,799.637,497.318]",0.731367,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,10,0.416666667,21,0.420000000,true,GM_RM011|000021|gm_rm011_00015,"[1172.653,1248.180,131.080,70.520,173.000]",partial_visible,false,"[39.757,289.333,650.536,597.693]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.744; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[1.401,281.423,799.477,598.720]",0.743758,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,10,0.416666667,21,0.420000000,true,GM_RM011|000021|GM_RM011|000021.png|000010.png|1|O1:car:0.65,"[1169.642,1249.802,129.942,65.440,-5.000]",partial_visible,false,"[39.757,289.333,650.536,597.693]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.757; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[1.026,286.252,798.221,597.097]",0.757451,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,10,0.416666667,21,0.420000000,true,GM_RM011|000021|GM_RM011|000021.png|000010.png|2|O2:car:0.45,"[1167.377,1249.565,135.333,64.847,-7.000]",partial_visible,false,"[39.757,289.333,650.536,597.693]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.731; assignment=duplicate_observation_same_vehicle; observation_role=usable_auxiliary_observation; source=YOLO11l,linked_detection_overlap_high,high,"[2.330,288.756,799.637,497.318]",0.731367,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,11,0.458333333,22,0.440000000,true,GM_RM011|000022|GM_RM011|000022.png|000011.png|1|O1:car:0.47,"[1170.642,1249.802,129.942,65.440,-5.000]",partial_visible,false,"[67.034,239.828,675.419,598.705]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.556; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_moderate,moderate,"[1.035,242.639,798.185,484.022]",0.556474,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,11,0.458333333,22,0.440000000,true,GM_RM011|000022|GM_RM011|000022.png|000011.png|2|O2:car:0.65,"[1168.377,1250.565,135.333,64.847,-7.000]",partial_visible,false,"[67.034,239.828,675.419,598.705]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.755; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[1.053,242.703,798.703,596.992]",0.755261,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,11,0.458333333,23,0.460000000,true,GM_RM011|000023|gm_rm011_00016,"[1166.638,1250.461,128.305,64.429,173.000]",partial_visible,false,"[67.034,239.828,675.419,598.705]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.756; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_high,high,"[0.000,243.109,798.693,598.246]",0.755664,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
GM_RM011,GM_RM011:PV001,development,11,0.458333333,23,0.460000000,true,GM_RM011|000023|GM_RM011|000023.png|000011.png|1|O1:car:0.47,"[1168.642,1248.802,129.942,65.440,-5.000]",partial_visible,false,"[67.034,239.828,675.419,598.705]",P0 fixed 24/50 common-start operational assumption; P1-E benchmark identity only,P1-E detection overlap=0.556; assignment=correct_vehicle_observation; observation_role=preferred_subject_observation; source=YOLO26l,linked_detection_overlap_moderate,moderate,"[1.035,242.639,798.185,484.022]",0.556474,true,linked,GT absence is not interpreted as no SAR response; no sparse interpolation was performed
