scene,modality,asset_role,frame_index,filename,relative_path,extension,width,height,frame_count,fps,duration_sec,file_size_bytes,content_hash,is_duplicate_content,is_missing_index_neighbor,is_dimension_outlier,source_or_derived,derived_from,is_duplicate_index,index_occurrence_count,notes
GM_RM011,optical,optical_frame,21,000021.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000021.png,.png,800,600,,,,594171,926057d7392a36a3efb17f22a1b68f20e83839daa04606074e4feecf631f4278,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,22,000022.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000022.png,.png,800,600,,,,607625,4924423539522bcfd09bc040e8713398a676c13fc0c0d5aa200c48c8a768aa07,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,23,000023.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000023.png,.png,800,600,,,,578564,fb07f17e5211f72782f4a0effb05ac1c5342e4cdae6b5c01a0af7a683b8f67f2,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,24,000024.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000024.png,.png,800,600,,,,588077,909dfdb7b8dcba9a7def89ca70b83a0c6bfc6ea824346b0e63c8498e83b46447,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,25,000025.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000025.png,.png,800,600,,,,597734,13959d52be246da0b080b5eb800d2ce2dc4659b5735dd969c8fcd6f6dbec746a,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,26,000026.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000026.png,.png,800,600,,,,613016,5ca9f954292da6fc677972969bcf78c05734fbb4d7d220034b6f6c488e7e43c8,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,27,000027.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000027.png,.png,800,600,,,,607248,a8fd21f57040a6938edee3f3f7d6a2417f3f665ec6990e5e5612e8e2c07983e0,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,28,000028.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000028.png,.png,800,600,,,,629955,6169adcfd9d8d1258305901c2210c8c915ca8f687bd79ab60778bf47be08bfa5,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,29,000029.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000029.png,.png,800,600,,,,631805,e633f32d1d4ad99439578a50f8284145d6c8b607350abc3c15f1696d846eff81,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,30,000030.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000030.png,.png,800,600,,,,637251,356d3ec4140ac7b41a36f7f66365ba1a880ee123188cfbd3129ba2fa0aff758d,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,31,000031.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000031.png,.png,800,600,,,,609018,dba5badbad7affc3b25aaa5dc226e93e829d86f80d263e8a2b950ac0e10a954c,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,32,000032.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000032.png,.png,800,600,,,,607663,265ce915a0d51be0fefd993a40e936df649e67936489e5e4204c9a5ee1c5fea1,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,33,000033.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000033.png,.png,800,600,,,,594360,358537cf2ba05c222569154f8701eeabe39f319dcf5ac67dcc4f4948c1964c64,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,34,000034.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000034.png,.png,800,600,,,,612719,bc78cc10885900afcdefbe68ddb4cc64d551e7fa7a55f1052d64875d35f04196,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,35,000035.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000035.png,.png,800,600,,,,616127,4ab88aac172493791a05cd5597135782e7d31e0cb72e96dabc7c5299341f6bdb,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,36,000036.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000036.png,.png,800,600,,,,613157,5cda2f74909ad1a580d820e66dbc430bc9ff8ddf2c9ae9deb0d74ac06e956684,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,37,000037.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000037.png,.png,800,600,,,,626752,87ee6e13767ca9bdfbb27aa0de8b9c1553644ab3138e43fa7b035fa188e9f186,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,38,000038.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000038.png,.png,800,600,,,,636035,100a06fd405ba1ceb36b6cebb41475b10c64a443579e3533bd5da11f11d90860,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,39,000039.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000039.png,.png,800,600,,,,628338,e6f1a4f0e196150e3bd7f5487924a4cae7392b1bd62b2ddda23f698074a942b8,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,40,000040.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000040.png,.png,800,600,,,,629212,cdf76dc9a6208ce095035ed6c89aa41a092b7009cc3e13c9ae2e5ae23ff06c82,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,41,000041.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000041.png,.png,800,600,,,,595230,675e44f0631dc0c68998562ee5c7a74f9e66132ffc4e1984f06916ce9e8b5827,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,42,000042.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000042.png,.png,800,600,,,,594178,1cc3056b53ca0b2f75803b2ef682efbbe237df8c18d4dd177cf89671735bde08,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,43,000043.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000043.png,.png,800,600,,,,571088,8c24a99490cdd4cf11910e16aa5ca2734df5baba6b237113b7894146749ab6ac,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,44,000044.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000044.png,.png,800,600,,,,578079,b9128f8b147fd2ba99b87803028a85348c7cca26efec04026a9a40ee9821f986,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,45,000045.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000045.png,.png,800,600,,,,572235,debc4453c69e365eacc5c9ba6630010fa3f3e8bb022277eaee69d839504fdba4,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,46,000046.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000046.png,.png,800,600,,,,586528,c30f98b9fc46991f00615ad8d06baeb6585a9b039bdf98c92f8c0a2af93b49d2,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,47,000047.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000047.png,.png,800,600,,,,589884,4f14fb0737bf6c9a240bf1bfe57a71e53a364e0fd3300f1ed76b2d42220d9367,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,48,000048.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000048.png,.png,800,600,,,,544071,0debcf228bbee929dc6bb35983f39a62ce185a8069b2873558bc32733ba059f2,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,49,000049.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000049.png,.png,800,600,,,,539070,1c59aa35bc87f4abdf8acda11df7d36b0ec8372bfbe157d54e04a178538ce48c,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,50,000050.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000050.png,.png,800,600,,,,539406,0696e643bc76160fcce4b13dde9dc21538eda2f3854d87fd2290a3e26ada7ed4,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,51,000051.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000051.png,.png,800,600,,,,524725,0b6a2eda5a1b2f4dbfb62a667a4d83d4625fd084267784041c7dc8bf8485aae8,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,52,000052.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000052.png,.png,800,600,,,,528536,0177948e4cca67fc581ee5af44c771d574ff1b0ca555b92b3f7da0ec96029c80,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,53,000053.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000053.png,.png,800,600,,,,525791,6ab0c9fbb198267e70cbb0b7f6eebe414ef28fa3c14d1ebcc6dd140e9e5c3b54,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,54,000054.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000054.png,.png,800,600,,,,519809,4478c086be9da810c496e350a119d17fe78531018848dc42b915e31302f27809,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,55,000055.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000055.png,.png,800,600,,,,526284,b64a8e620c77e0a82e97101c7dca21d5833a0f9c15c2b0aacc1157b21a127c55,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,56,000056.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000056.png,.png,800,600,,,,527122,7305138326e8fdd240cdc5b9a498e3a5397406d3d97957e42ff6f349dba54e11,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,57,000057.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000057.png,.png,800,600,,,,516561,24a1391adb23c4c299c811826f67b86be08465e3719f256c3f72417c3ff18253,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,58,000058.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000058.png,.png,800,600,,,,512800,32098fb3da0b7417560d40cca5e5c159cbc780690f9eaa407e579a518c62beb2,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,59,000059.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000059.png,.png,800,600,,,,509897,552bb72bf1f099a835146c00a3d3a333a633a6b5c375ae1d842f5f1be0d4ea0a,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,60,000060.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000060.png,.png,800,600,,,,516327,358eefe46c7639e3895c63aba7fa75dca1ddae7e362cffbe765f0fc864997fd6,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,61,000061.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000061.png,.png,800,600,,,,519742,f30164c8ba7171986a22e6b19ad88ec01ac4a5f87f6237c5520fa8814e564f49,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,62,000062.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000062.png,.png,800,600,,,,530600,8db8aa3b411748c34f616f2ee3a31de471fb0649e8410ea0e0e5e89cd8af6dc1,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,63,000063.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000063.png,.png,800,600,,,,537873,19d2e4de2528a232961f6db4fd754c4c4c7a0746e9d75f38beec45a2d5655ac6,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,64,000064.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000064.png,.png,800,600,,,,550311,1b1bbf30afd5c89aeeb3a3eaa23b196541ab33c6e2c09bfe5bf88f10170a0e53,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,65,000065.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000065.png,.png,800,600,,,,558395,dc8ed67879951e3641eda3a297f9d06939dc45ba7f8c87e070eafc3e1ef8ef91,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,66,000066.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000066.png,.png,800,600,,,,573665,a0cf98bc1b8aebf26aac1b309b5a7164b73cef48656d335e3e899a6a7f6b2d13,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,67,000067.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000067.png,.png,800,600,,,,584356,f51c82e9286bd8f200d04615c6908cbf05368b4c6a5f4026ffb371c9f593ee38,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,68,000068.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000068.png,.png,800,600,,,,608357,b3796811840e2d283612cbc7d10441a0668784e85b6dcbb5dc079bc44c37137d,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,69,000069.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000069.png,.png,800,600,,,,614637,4dda3d001d81801a7b347e423c9d01665f43c0b6aee13a3fba04628e301b458b,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,70,000070.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000070.png,.png,800,600,,,,636722,13646490ff9f5f134f7b7a8f0522407fba5551002580b33fa6827eda06392126,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,71,000071.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000071.png,.png,800,600,,,,653645,5395c3a69bdeeb53c8e56114178337219b4ec3d07460faaa3bab612519133605,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,72,000072.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000072.png,.png,800,600,,,,661742,560c9bba753f74cb50bffe4d57a094f5f0edd85fa3f3bbde4728bba101cf0724,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,73,000073.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000073.png,.png,800,600,,,,665597,58a92a665bfa4a35e59b5552a8b40e37dec3218efc757d5b1126176d0832ac07,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,74,000074.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000074.png,.png,800,600,,,,670891,d8f89e76083dbf7e43a653722d2dd4c56c94d1f3f304de879ba59c8b291bc608,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,75,000075.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000075.png,.png,800,600,,,,668467,2d9b04353e502ae56a5dce2193a57b59aa7f76bada74b0ba3b4432e3fcc7ce48,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,76,000076.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000076.png,.png,800,600,,,,682189,13103f6d264e44f513745227ee3b2b4ec5a7f7e19d0c4dfc54729a1d3b3dd20a,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,77,000077.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000077.png,.png,800,600,,,,682524,9fe3dbf53eaa704d73268db8d84d396793c667a4c7888ebcd960de9dbce5c365,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,78,000078.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000078.png,.png,800,600,,,,700044,1662f21da8662969044c270359454d84f89178753be6661038a47a3172b44d52,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,79,000079.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000079.png,.png,800,600,,,,702070,0caca799115b3b38660b6a3236435475ae2a75df1bc3434516bc89102fbf23f8,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,80,000080.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000080.png,.png,800,600,,,,707562,f35d319259c87baed57578498628d4e6f6e0e1e4aa0d4190fbb9d721c63a7a96,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
GM_RM011,optical,optical_frame,81,000081.png,D:\profile\research\data\GM_RM011\GM_RM011_frames\000081.png,.png,800,600,,,,718952,1ba11244aa6288d8147bce5a62fa1a94c074d0187b4e71ff29eca1284e81b114,False,False,False,derived_extracted_frame,D:\profile\research\data\mp4\GM_RM011_C.MP4,False,1,image_mode=RGB
