case_id,case_roles,state_mode,scene,canonical_vehicle_id,sar_frame_index,optical_left_frame,optical_lifecycle_state,sar_response_state,state_transition_reason,active_identity_count,maintenance_age_frames,uncertainty_expansion,closure_reason,current_strong_response_area_px,current_weak_response_area_px,sliding_persistent_response_area_px,lifecycle_persistent_response_area_px,intermittent_response_area_px,temporally_maintained_response_area_px,inside_shell_persistent_background_area_px,shell_crossing_background_area_px,identity_ambiguous_overlap_area_px,unresolved_response_area_px,joint_support_area_px,equal_area_axis_strip_area_px,equal_area_center_region_area_px,global_gain_median,global_gain_change,local_background_median,local_background_mad,optical_condition_trend,transport_holdout_and_background_change,target_reference_used_for_inference,candidate_bank_generated,weighted_score_or_ranking_used,forced_component_winner,unique_box_generated
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,305,146,ENTERING_PROVISIONAL,VISIBLE_RESPONSE_ACTIVE,OPTICAL_ENTRY_WITH_VALID_TIME_MAP,2,1,1.4,,1729,13091,404,849,445,80,584,0,0,505,1793,1793,1793,34.0,0.0,38.0,4.0,theta=-37.250;radius=368.362;height=85.531;depth=9.088,holdout=1.4253333965365127;local_median=38.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,306,146,ENTERING_PROVISIONAL,VISIBLE_RESPONSE_ACTIVE,OPTICAL_ENTRY_WITH_VALID_TIME_MAP,2,2,1.4,,1570,14634,649,649,843,119,578,0,0,514,1642,1642,1642,33.0,-1.0,37.0,4.0,theta=-36.675;radius=363.389;height=86.461;depth=9.079,holdout=1.569611338674337;local_median=37.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,307,147,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,2,0,1.4,,2863,15264,1262,1262,726,0,570,0,0,2341,2906,2906,2906,37.0,4.0,40.0,3.0,theta=-36.067;radius=355.187;height=86.957;depth=8.697,holdout=1.4173092755230636;local_median=40.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,308,147,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,2,1,1.4,,2676,15962,1632,1019,957,199,568,0,0,2192,2854,2854,2854,36.0,-1.0,40.0,3.0,theta=-35.448;radius=353.282;height=87.309;depth=8.692,holdout=0.9665223084278676;local_median=40.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,309,148,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,2,2,1.4,,1509,14363,1764,1171,903,637,568,0,0,379,2086,2086,2086,37.0,1.0,41.0,4.0,theta=-34.928;radius=356.354;height=87.435;depth=8.945,holdout=1.4681366944080905;local_median=41.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,310,148,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,2,0,1.4,,1266,14334,1750,859,869,0,566,0,0,710,1790,1790,1790,38.0,1.0,43.0,4.0,theta=-34.456;radius=356.166;height=87.448;depth=8.937,holdout=1.385168577672357;local_median=43.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,311,149,ACTIVE_WEAK_OR_OCCLUDED,TEMPORALLY_MAINTAINED_WEAK_RESPONSE,OPTICAL_PARTIAL_VISIBLE,2,1,1.4,,898,12588,1710,946,799,1010,563,0,0,1168,1834,1834,1834,38.0,0.0,42.0,4.0,theta=-33.907;radius=344.619;height=87.594;depth=8.204,holdout=0.9631172306592787;local_median=42.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,312,149,ACTIVE_WEAK_OR_OCCLUDED,TEMPORALLY_MAINTAINED_WEAK_RESPONSE,OPTICAL_PARTIAL_VISIBLE,2,2,1.4,,712,11514,1507,701,797,881,566,0,0,984,1506,1506,1506,37.0,-1.0,42.0,4.0,theta=-33.304;radius=343.287;height=87.835;depth=8.199,holdout=1.0002675465068034;local_median=42.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,313,150,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,2,0,1.4,,1741,14674,1523,623,763,0,566,0,0,580,2081,2081,2081,40.0,3.0,45.0,4.0,theta=-32.736;radius=343.946;height=88.383;depth=8.438,holdout=0.5485920808048668;local_median=45.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,314,150,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,2,1,1.4,,1812,13347,1458,780,746,345,568,0,0,663,2128,2128,2128,33.0,-7.0,38.0,3.0,theta=-32.204;radius=339.408;height=89.239;depth=8.433,holdout=1.428336886121223;local_median=38.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,315,151,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,2,1.4,,1375,14085,1471,694,719,383,568,0,984,151,1708,1708,1708,36.0,3.0,40.0,4.0,theta=-31.649;radius=337.290;height=89.797;depth=8.486,holdout=0.664924681904054;local_median=40.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,316,151,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,0,1.4,,1637,14103,1521,800,697,0,566,0,1092,256,1939,1939,1939,37.0,1.0,41.0,4.0,theta=-31.064;radius=336.513;height=89.937;depth=8.483,holdout=1.8119454829397799;local_median=41.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,317,152,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,1,1.4,,1835,13876,1592,731,803,327,566,0,485,274,2126,2126,2126,39.0,2.0,44.0,4.0,theta=-30.521;radius=338.698;height=90.398;depth=8.794,holdout=1.7925961878135557;local_median=44.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,318,152,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,2,1.4,,2562,17629,1798,835,788,254,568,0,792,658,2777,2777,2777,44.0,5.0,50.0,4.0,theta=-30.065;radius=333.002;height=91.499;depth=8.797,holdout=1.7803469573514599;local_median=50.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,319,153,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,0,1.4,,1568,15910,1846,753,762,0,567,0,442,190,2037,2037,2037,46.0,2.0,52.0,5.0,theta=-29.455;radius=327.942;height=92.340;depth=8.751,holdout=1.212642178870617;local_median=52.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,320,153,ACTIVE_WEAK_OR_OCCLUDED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_PARTIAL_VISIBLE,3,1,1.4,,1288,15857,1814,815,648,627,555,0,360,63,1805,1805,1805,44.0,-2.0,49.0,5.0,theta=-28.389;radius=327.486;height=92.398;depth=8.741,holdout=1.4143127995694327;local_median=49.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,321,154,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,2,1.0,,823,6459,871,348,329,244,227,0,222,101,1023,1023,1023,44.0,0.0,49.0,5.0,theta=-27.329;radius=324.660;height=92.454;depth=8.568,holdout=1.2138575128850544;local_median=49.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,322,154,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,0,1.0,,984,6641,936,442,339,0,193,0,236,518,1149,1149,1149,41.0,-3.0,47.0,4.0,theta=-26.302;radius=324.254;height=92.495;depth=8.555,holdout=1.8366043515865151;local_median=47.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,323,155,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,1,1.0,,957,7194,824,299,334,180,185,0,361,73,1091,1091,1091,43.0,2.0,48.0,4.0,theta=-25.274;radius=320.978;height=92.590;depth=8.367,holdout=1.6803934610920632;local_median=48.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,324,155,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,2,1.0,,565,4477,836,316,368,279,169,0,176,0,793,793,793,44.0,1.0,51.0,6.0,theta=-24.236;radius=317.186;height=93.280;depth=8.353,holdout=1.773861518383657;local_median=51.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,325,156,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,0,1.0,,599,6948,849,404,380,0,152,0,271,111,1111,1111,1111,47.0,3.0,54.0,5.0,theta=-23.198;radius=315.552;height=93.969;depth=8.486,holdout=1.9776846544609448;local_median=54.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,326,156,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,1,1.0,,855,7197,872,371,374,275,143,0,249,452,1100,1100,1100,41.0,-6.0,47.0,5.0,theta=-22.134;radius=312.453;height=94.546;depth=8.479,holdout=1.628539778829553;local_median=47.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,327,156,ACTIVE_CONFIRMED,TEMPORALLY_MAINTAINED_WEAK_RESPONSE,OPTICAL_IDENTITY_ACTIVE,3,2,1.0,,425,7105,856,389,371,583,130,0,256,41,985,985,985,45.0,4.0,51.0,5.0,theta=-21.071;radius=309.470;height=95.123;depth=8.481,holdout=1.3411284457543617;local_median=51.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,328,157,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,0,1.0,,667,5519,817,326,375,0,123,0,27,16,840,840,840,40.0,-5.0,46.0,6.0,theta=-20.062;radius=304.995;height=95.607;depth=8.348,holdout=1.7479216190324771;local_median=46.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,329,157,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,1,1.0,,563,7824,746,343,354,483,120,0,99,38,1035,1035,1035,37.0,-3.0,42.0,4.0,theta=-19.058;radius=302.468;height=96.083;depth=8.345,holdout=1.5750849655306327;local_median=42.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,330,158,ACTIVE_CONFIRMED,TEMPORALLY_MAINTAINED_WEAK_RESPONSE,OPTICAL_IDENTITY_ACTIVE,3,2,1.0,,355,7665,606,294,382,455,120,0,0,66,771,771,771,33.0,-4.0,38.0,4.0,theta=-18.050;radius=308.602;height=96.554;depth=8.928,holdout=1.585399084291542;local_median=38.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,331,158,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,0,1.0,,1150,8708,709,322,379,0,109,0,129,331,1264,1264,1264,31.0,-2.0,35.0,3.0,theta=-17.042;radius=306.085;height=97.024;depth=8.923,holdout=1.8618891004907032;local_median=35.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,332,159,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,1,1.0,,836,7660,777,265,366,245,110,0,0,260,1068,1068,1068,30.0,-1.0,34.0,3.0,theta=-16.005;radius=302.386;height=97.236;depth=8.747,holdout=1.8795209322757653;local_median=34.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,333,159,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,2,1.0,,1072,9183,809,230,416,220,111,0,66,267,1291,1291,1291,31.0,1.0,35.0,3.0,theta=-14.959;radius=301.575;height=97.364;depth=8.737,holdout=1.549981242842269;local_median=35.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,334,160,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,0,1.0,,1275,8612,906,247,513,0,110,0,163,526,1433,1433,1433,33.0,2.0,38.0,3.0,theta=-13.917;radius=298.325;height=97.664;depth=8.623,holdout=1.4088036046810353;local_median=38.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,335,160,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,1,1.0,,973,9809,967,221,557,265,109,0,0,436,1181,1181,1181,36.0,3.0,40.0,4.0,theta=-12.878;radius=296.159;height=98.052;depth=8.613,holdout=1.9698914508996765;local_median=40.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,336,161,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,2,1.0,,1011,8323,1004,232,508,258,105,0,779,61,1195,1195,1195,34.0,-2.0,40.0,4.0,theta=-11.823;radius=291.071;height=98.316;depth=8.361,holdout=1.677015037438858;local_median=40.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,337,161,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,0,1.0,,1282,7801,1098,216,583,0,96,0,963,71,1428,1428,1428,37.0,3.0,43.0,4.0,theta=-10.757;radius=290.041;height=98.492;depth=8.353,holdout=1.3185109057664073;local_median=43.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,338,162,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,4,1,1.0,,1576,10908,1217,229,595,247,93,0,0,412,1765,1765,1765,39.0,2.0,45.0,4.0,theta=-9.703;radius=300.265;height=98.576;depth=9.077,holdout=1.374225002027174;local_median=45.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,339,162,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,4,2,1.0,,1570,10660,1356,208,573,233,94,0,0,247,1772,1772,1772,45.0,6.0,52.0,5.0,theta=-8.663;radius=300.199;height=98.568;depth=9.070,holdout=0.7515745199946626;local_median=52.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,340,163,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,4,0,1.0,,2081,11738,1476,226,536,0,95,0,0,409,2231,2231,2231,46.0,1.0,54.0,5.0,theta=-7.610;radius=296.115;height=98.723;depth=8.847,holdout=1.846633631422144;local_median=54.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,341,163,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,4,1,1.0,,2066,10499,1580,215,592,233,82,0,0,448,2289,2289,2289,45.0,-1.0,53.0,5.0,theta=-6.539;radius=293.909;height=99.107;depth=8.833,holdout=1.5373956542574132;local_median=53.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,342,164,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,4,2,1.0,,2580,11760,1794,226,663,257,79,0,0,800,2814,2814,2814,45.0,0.0,53.0,5.0,theta=-5.438;radius=293.588;height=99.468;depth=8.939,holdout=1.1350073780285357;local_median=53.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,343,164,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,4,0,1.0,,2573,11180,2010,205,840,0,84,0,0,694,2833,2833,2833,46.0,1.0,53.0,5.0,theta=-4.277;radius=291.781;height=99.785;depth=8.929,holdout=1.0801706535061366;local_median=53.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,344,165,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,1,1.0,,2190,11150,2200,203,802,458,80,0,0,809,2595,2595,2595,45.0,-1.0,51.0,5.0,theta=-3.118;radius=288.335;height=100.052;depth=8.789,holdout=1.5348546017002116;local_median=51.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,345,165,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,2,1.0,,2660,11047,2322,215,794,448,80,0,0,795,3015,3015,3015,46.0,1.0,53.0,5.0,theta=-1.963;radius=287.513;height=100.173;depth=8.776,holdout=1.1404061834110972;local_median=53.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,346,166,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,0,1.0,,2444,10090,2374,197,1006,0,86,0,0,625,2922,2922,2922,46.0,0.0,53.0,5.0,theta=-0.806;radius=285.964;height=100.336;depth=8.729,holdout=1.5099170299164262;local_median=53.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,347,166,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,1,1.0,,2215,10998,2497,213,984,549,85,0,0,489,2668,2668,2668,45.0,-1.0,51.0,5.0,theta=0.358;radius=283.927;height=100.714;depth=8.724,holdout=1.0583778578722487;local_median=51.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,348,167,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,2,1.0,,1284,7109,2324,203,947,773,85,0,0,68,1965,1965,1965,44.0,-1.0,51.0,6.0,theta=1.524;radius=271.758;height=101.088;depth=8.030,holdout=1.3506318754390232;local_median=51.0,false,false,false,false,false
S1D0-DISCOVERY-GM_RM017-PV002,MECHANISM_DISCOVERY,causal,GM_RM017,GM_RM017:PV002,349,167,ACTIVE_CONFIRMED,VISIBLE_RESPONSE_ACTIVE,OPTICAL_IDENTITY_ACTIVE,3,0,1.0,,1547,9608,2177,204,903,0,91,0,0,153,2218,2218,2218,44.0,0.0,50.0,5.0,theta=2.692;radius=269.888;height=101.421;depth=8.021,holdout=1.0834236533361303;local_median=50.0,false,false,false,false,false
