path,relative_path,bytes,sha256,git_external
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_b\coordinate_stacks\PV002_337_341\pv002_337_341_raw_sar_display.npz,arrays\phase_b\coordinate_stacks\PV002_337_341\pv002_337_341_raw_sar_display.npz,6148627,3205c43155aacba8a41805e907a7a5596b7c3d69536725167342db16b28fd1b7,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_b\coordinate_stacks\PV002_337_341\pv002_337_341_world_stabilized_image_stack.npz,arrays\phase_b\coordinate_stacks\PV002_337_341\pv002_337_341_world_stabilized_image_stack.npz,6100965,98c8e0fe3bbed6d9aa5cf8a7efa53a038ec75f91c3f6a69b9fe73553f80b15d5,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_b\coordinate_stacks\PV003_380_384\pv003_380_384_gt_aligned_research_stack.npz,arrays\phase_b\coordinate_stacks\PV003_380_384\pv003_380_384_gt_aligned_research_stack.npz,5745549,a54653d908252f3e697781eb6e6084ac379ceb031313e92816405b9cc08681d7,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_b\coordinate_stacks\PV003_380_384\pv003_380_384_optical_proxy_aligned_stack.npz,arrays\phase_b\coordinate_stacks\PV003_380_384\pv003_380_384_optical_proxy_aligned_stack.npz,5566091,62c08574551b2b8faf2b5fc90e564c61b868bebd918fb90bb9d5d55bef1adc8b,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_b\coordinate_stacks\PV003_380_384\pv003_380_384_raw_sar_display.npz,arrays\phase_b\coordinate_stacks\PV003_380_384\pv003_380_384_raw_sar_display.npz,5859288,1b692d813df31cb230a5089f5591ecf547730c3187476a8493e3519964de55cc,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\arrays\phase_b\coordinate_stacks\PV003_380_384\pv003_380_384_world_stabilized_image_stack.npz,arrays\phase_b\coordinate_stacks\PV003_380_384\pv003_380_384_world_stabilized_image_stack.npz,5774112,30f2b31a7a3946e5e06d706040cba759399d29b951c25ef048787e5434173d27,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\atlas_review\PV002_337_341\pv002_337_341_339_atlas_review.png,evidence_cards\atlas_review\PV002_337_341\pv002_337_341_339_atlas_review.png,680757,5e51b7964435fd3041290568409f1e7d32e7e475635415355d1e22bf7c6718e6,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\atlas_review\PV002_337_341\pv002_337_341_339_atlas_review_point_patches.png,evidence_cards\atlas_review\PV002_337_341\pv002_337_341_339_atlas_review_point_patches.png,97530,fb0935f3ab550690091e52e0a99763ef0498cff4ab1c8ac04306f5c5123695ff,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\atlas_review\PV003_380_384\pv003_380_384_384_atlas_review.png,evidence_cards\atlas_review\PV003_380_384\pv003_380_384_384_atlas_review.png,654071,0d381d782326ceaead7b24c7816ca0b1bad493ba62885279f5da969aa110297b,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\atlas_review\PV003_380_384\pv003_380_384_384_atlas_review_point_patches.png,evidence_cards\atlas_review\PV003_380_384\pv003_380_384_384_atlas_review_point_patches.png,97709,69576841262eaf043b1c4d78aacdd967e1e7fc049a1b735c0234053d6d37e4e3,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\gradient_magnitude_sobel.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\gradient_magnitude_sobel.png,2908824,8e2f2c70e3408cdea01f2098f99b97cd9a493e076d2d401987a573424ecab472,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\highpass_sigma9.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\highpass_sigma9.png,3261075,bf7e6293e4a2fe9d2a4cfec5b3ef89de62949dd310d698eda1fe8d5f12a671b5,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\local_contrast_31.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\local_contrast_31.png,3233499,af2ae5ddf8b33df05cd66977a481257b34e72e232bbb653ba2b40d4cf69c7243,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\local_z_31.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\local_z_31.png,3351860,62c1bbfb0294593a2a2da926955d4f6141635c56868c66d98742402f9f7e8eb6,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\multiscale_laplacian_bright_ridge.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\multiscale_laplacian_bright_ridge.png,2726458,e28d06e54be617658c355dfa8730ef5dfa8d9d4ea3dc4f40ad72e1dd0caab4d9,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\radial_gradient_normal_response.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\radial_gradient_normal_response.png,3255051,dac9caf0032ad55c1441548020724570cc53b52780a3fa10567b040e21f02d51,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\raw_display_intensity.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\raw_display_intensity.png,2457525,87556201b21679a1918429f4d975b80a21cd3b21af844d610f101afb8e65db9f,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\sobel_x_abs_gradient_component.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\sobel_x_abs_gradient_component.png,3368694,1b73c589a4f11339a922ea6cc4ea2258ff1969611d4c7414fc654026b61fd7ed,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\sobel_y_abs_gradient_component.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\sobel_y_abs_gradient_component.png,3265805,c5c6b2857cae42b8a100ea5ce3c72dc179e8cde8493fa177a3c1ceb418a7c86c,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\structure_tensor_orientation_coherence.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\structure_tensor_orientation_coherence.png,2227662,62f913c31d4c7744db0cf94ff058724e57d765467460487b6e64733c33d23ad7,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\tangential_gradient_normal_response.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\tangential_gradient_normal_response.png,3426939,ea5fb4420200857a7ca05fa3bf614431dc28a9f95af097db64f284e41b9138b9,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_adjacent_negative_change.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_adjacent_negative_change.png,1864467,20c54b826059d18aaafd984f979492b34dfda5215aafa2667c440e21853a23f7,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_adjacent_positive_change.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_adjacent_positive_change.png,2807983,72c33952acf0bf80abf703c87ba0ee778a4a6ef2361feeeb27b78e6add3818db,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_gradient_persistence.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_gradient_persistence.png,3208439,e06a5c8c29f6c0ccf322f4a161ebda035b2b647a4c4d65c531e718e102798a36,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_high_intensity_pixel_frequency.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_high_intensity_pixel_frequency.png,2701004,5d381b5e727d4972cf7cdb9dabee3b1b2ce529b41e83f3eae04dd9944114475a,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_legacy_per_pixel_rank_frequency.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_legacy_per_pixel_rank_frequency.png,1365419,f98559e6edce58a2e37943bd29e2288af5a51ccf3311c2ae99e4d2576cf7fb40,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_mad.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_mad.png,2797162,71369a7f090ebc7422691570226d74585685a74a2085955572109b283cddb2a9,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_max.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_max.png,2285393,e59ea3021df3ab6639777437ec3ba7bd749db4b9b797b2aaf9ee4acf839568b1,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_median.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_median.png,2318967,3c78c671e7bedbc745d36781289b800670ead86b9fa1776cbf5736d0c2b38294,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_min.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w2_min.png,2598867,8e6df27001bd4ffc511e7de81b2fe55e8ec0b7d70bf099da4cd5a62212449e24,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_gradient_persistence.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_gradient_persistence.png,3208320,009e54f0c70565d61a761eec12d2a507abd83c05b70405be1ef841f4d471cb9a,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_high_intensity_pixel_frequency.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_high_intensity_pixel_frequency.png,2700958,e0693ccf1443aaa305eb9d9821f40b440b6a8253905b321a5f03f34cd5352e7b,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_legacy_per_pixel_rank_frequency.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_legacy_per_pixel_rank_frequency.png,1365388,015d2bfe054046cf3fa28fc631bc4829949ecbe26ef7d84c96e1f85c6453d7cc,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_mad.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_mad.png,2797091,42322a0849ad27716a5494f03437e47ed045a61700a13dfb1ba3b30688a234a2,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_max.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_max.png,2285322,d5fbab8755cb3f2473cbaf3f72577a3ab4fae948e46e894f69e642292e449110,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_median.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_median.png,2318910,61d4496d9c85adb41c9420a4615fd77ee957856d73801757695db30e803178fb,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_min.png,evidence_cards\channels\PV002_337_341\GT_ALIGNED_RESEARCH_STACK\temporal_w4_min.png,2598825,0e54558de201852214dbb91abfd3f21614bb96c28a04702428cb181fca13874f,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\gradient_magnitude_sobel.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\gradient_magnitude_sobel.png,3233807,1459a03b983f1e789b3e93794e91933fe5dd64fca29a4200dd0fe1443e5390c9,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\highpass_sigma9.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\highpass_sigma9.png,3200533,db5d97e9d368b8b325473f74bc2c691b0d71d8b16e0c903a765d5328144af19e,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\local_contrast_31.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\local_contrast_31.png,3169223,da11c63c22e682ea055d1107204fd5de55589d379cb352f5c269b80fbca122a0,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\local_z_31.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\local_z_31.png,3316130,e494e998a59dfdeb77890e375864281b9e44b533630acbd03740ba5633121b91,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\multiscale_laplacian_bright_ridge.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\multiscale_laplacian_bright_ridge.png,2688748,37c644757dafd8b4c7b3742c4f525d77f4af2b08634ec0f1940e2e311d04e9ae,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\radial_gradient_normal_response.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\radial_gradient_normal_response.png,3277333,4213ee521894d297f074c0d2b66ec0d1383bc5d26ed2724e2650e009dae48247,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\raw_display_intensity.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\raw_display_intensity.png,2378830,a260604fc1779c4e92e3feef7bb855637f8f818a6e56cc0aca1bae49578b4aea,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\sobel_x_abs_gradient_component.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\sobel_x_abs_gradient_component.png,3343846,65b4df14a09077db40d2c5f320988bdc523b186b704b2f30646a2b578df059cc,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\sobel_y_abs_gradient_component.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\sobel_y_abs_gradient_component.png,3248560,6e7d348c18b5f3cda032a78f76c2b0f8734c4da383c2f811baf8645290294236,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\structure_tensor_orientation_coherence.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\structure_tensor_orientation_coherence.png,2272559,549db2bd3259e2dc2b56ff0318f73406f16f7e66b790fe96c4a6f3dae1a64042,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\tangential_gradient_normal_response.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\tangential_gradient_normal_response.png,3406143,fd9db53950bc98cd85ec85d34acb2270de382b5ac648a9370ecab08e23910a17,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_adjacent_negative_change.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_adjacent_negative_change.png,1282178,bcecdd9417f1b10e58e8c461f11277907b7b4ebab7ee14f0101090fe5ae169b7,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_adjacent_positive_change.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_adjacent_positive_change.png,2836740,0aa545875f0be436fde3c44a38e61ed2ea04bef97bbf7de2026c9c1ffd842efc,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_gradient_persistence.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_gradient_persistence.png,3071068,f5d2edbfbfe63e429a1985162478d9b8181c99809bc755d36a92e9b8d6a911c7,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_high_intensity_pixel_frequency.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_high_intensity_pixel_frequency.png,2698603,0614ed2dfe92bd591d6026a84699e7e9896989a0543f943832fc1e8ebd100e57,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_legacy_per_pixel_rank_frequency.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_legacy_per_pixel_rank_frequency.png,1391786,31bbba85d2ec75a5e5e2e8e8a37e2c6c82cd90eda7dce4ce19e7ca91ee922719,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_mad.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_mad.png,2784957,7395ae794fc02bd8594702d30abcf0a50ec6dfb3cc3e03d95cb1202980aba14f,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_max.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_max.png,2301013,7edef33f3d4dd5fed2257a891099202acbc6daf8d77c91e5fcec0c752c5b1882,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_median.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_median.png,2304695,ed4c223eb9c536bc4dc8a6ff0dd3bb5800d895bb901d6d00facec23d17c863c1,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_min.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w2_min.png,3091411,9e67934ae135cba89350272d8f37ad73d8fc6a9f7deaf37cc7a70b3cdc3183de,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_gradient_persistence.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_gradient_persistence.png,3071082,dea338561e9d6f01cceeefd2ad4a6a181f7c3faed7ee81ed778f581bd7215095,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_high_intensity_pixel_frequency.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_high_intensity_pixel_frequency.png,2698689,5b564fc1388f8f20a979276648024526aaf08c8a684639255c76323213385a70,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_legacy_per_pixel_rank_frequency.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_legacy_per_pixel_rank_frequency.png,1391880,1a5fc9180d28c43067f2d47a5beaf917fce99ea447fb2ad8a3b42aa418ae6d96,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_mad.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_mad.png,2784981,e0f9dc2657a7a038f29d1e365909852261731993c605cd421c4b4cdc81a4dbb5,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_max.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_max.png,2300970,7996b0c6cf95bd97743e98303c475b0d88abff18bf187d8e81776efc6d8b2ecf,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_median.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_median.png,2304798,38c727d641f65c3a22ee5b28bed70bc13e3164240706313058ee50488d1c389a,true
D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_min.png,evidence_cards\channels\PV002_337_341\OPTICAL_PROXY_ALIGNED_STACK\temporal_w4_min.png,3091523,c559a32ac10488dacaebb583971f95ad5a335fde9bb72b4afdf3ba0b3aee53d4,true
