phase_row_id,scene,canonical_vehicle_id,split_role,optical_frame,lifecycle_state,visibility_state,center_u_px,center_v_px,bbox_width_px,bbox_height_px,bbox_area_px2,effective_scale_px,aspect_ratio,touch_left,touch_right,touch_top,touch_bottom,boundary_margin_px,delta_u_from_previous,delta_scale_from_previous,thread_direction,relative_phase_q,optical_observation_phase,limiting_state,optical_posture_description,phase_source,target_sar_gt_used_for_phase
G1P00021,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,20,active_visible,partial_visible,523.995000,415.864000,544.442000,364.592000,198499.197664,445.532488,1.493291,false,true,false,true,1.840000,1.292000,31.767960,INCREASING_U,0.535806,BROADSIDE_CANDIDATE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00022,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,21,active_visible,partial_visible,542.560500,378.124000,510.145000,431.568000,220162.257360,469.214511,1.182073,false,true,false,true,2.367000,18.565500,23.682023,INCREASING_U,0.573418,BROADSIDE_CANDIDATE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00023,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,22,active_visible,partial_visible,560.862000,380.754000,474.748000,426.100000,202290.122800,449.766743,1.114170,false,true,false,true,1.764000,18.301500,-19.447768,INCREASING_U,0.610496,BROADSIDE_CANDIDATE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00024,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,23,active_visible,partial_visible,585.634500,427.160500,425.657000,339.943000,144699.117551,380.393372,1.252142,false,true,false,true,1.537000,24.772500,-69.373371,INCREASING_U,0.660682,BROADSIDE_CANDIDATE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00025,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,24,active_visible,partial_visible,604.569000,481.916500,387.990000,228.115000,88506.338850,297.500149,1.700853,false,true,false,true,1.436000,18.934500,-82.893223,INCREASING_U,0.699042,POST_BROADSIDE,TRUNCATION_LIMITED,SIDE_DOMINANT_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00026,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,25,active_visible,partial_visible,620.435500,497.676000,355.881000,196.284000,69853.746204,264.298593,1.813092,false,true,false,true,1.624000,15.866500,-33.201556,INCREASING_U,0.731186,POST_BROADSIDE,TRUNCATION_LIMITED,SIDE_DOMINANT_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00027,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,26,active_visible,partial_visible,634.823500,495.902500,327.713000,199.147000,65263.060811,255.466359,1.645583,false,true,false,true,1.320000,14.388000,-8.832233,INCREASING_U,0.760335,POST_BROADSIDE,TRUNCATION_LIMITED,SIDE_DOMINANT_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00028,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,27,active_visible,partial_visible,646.200000,486.772000,305.030000,217.060000,66209.811800,257.312673,1.405280,false,true,false,true,1.285000,11.376500,1.846314,INCREASING_U,0.783383,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00029,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,28,active_visible,partial_visible,659.774000,474.867000,278.592000,242.250000,67488.912000,259.786281,1.150019,false,true,false,true,0.930000,13.574000,2.473608,INCREASING_U,0.810882,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00030,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,29,active_visible,partial_visible,673.909000,472.153500,250.192000,245.801000,61497.443792,247.986781,1.017864,false,true,false,true,0.995000,14.135000,-11.799500,INCREASING_U,0.839518,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00031,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,30,active_visible,partial_visible,691.908500,485.684000,214.487000,218.722000,46913.025614,216.594150,0.980638,false,true,false,true,0.848000,17.999500,-31.392632,INCREASING_U,0.875984,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00032,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,31,active_visible,partial_visible,710.498000,502.496500,177.652000,184.613000,32796.868676,181.099058,0.962294,false,true,false,true,0.676000,18.589500,-35.495092,INCREASING_U,0.913644,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00033,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,32,active_visible,partial_visible,729.961500,515.692500,138.743000,159.373000,22111.888139,148.700666,0.870555,false,true,false,true,0.667000,19.463500,-32.398391,INCREASING_U,0.953076,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00034,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,33,active_visible,partial_visible,749.181500,518.895000,100.587000,153.594000,15449.559678,124.296258,0.654889,false,true,false,true,0.525000,19.220000,-24.404409,INCREASING_U,0.992014,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00035,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,34,active_visible,partial_visible,764.950000,520.374000,69.496000,153.378000,10659.157488,103.243196,0.453103,false,true,false,true,0.302000,15.768500,-21.053062,INCREASING_U,1.000000,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00036,GM_RM011,GM_RM011:PV001,DEVELOPMENT_TRUNCATION_REFERENCE,35,exiting,partial_visible,782.771500,520.519000,34.107000,149.808000,5109.501456,71.480777,0.227671,false,true,false,true,0.175000,17.821500,-31.762419,INCREASING_U,1.000000,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00037,GM_RM011,GM_RM011:PV002,ADDITIONAL_STRESS_HELDOUT,0,entering,partial_visible,755.830500,412.861500,87.729000,188.573000,16543.320717,128.620841,0.465226,false,true,false,false,0.305000,0.000000,0.000000,INCREASING_U,0.000000,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00038,GM_RM011,GM_RM011:PV002,ADDITIONAL_STRESS_HELDOUT,1,active_visible,partial_visible,767.662000,419.353000,64.078000,164.426000,10536.089228,102.645454,0.389707,false,true,false,false,0.299000,11.831500,-25.975387,INCREASING_U,0.696903,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00039,GM_RM011,GM_RM011:PV002,ADDITIONAL_STRESS_HELDOUT,2,active_visible,partial_visible,772.219500,411.355500,54.969000,145.789000,8013.875541,89.520252,0.377045,false,true,false,false,0.296000,4.557500,-13.125202,INCREASING_U,1.000000,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00040,GM_RM011,GM_RM011:PV002,ADDITIONAL_STRESS_HELDOUT,3,active_visible,partial_visible,767.766000,366.792500,63.868000,135.495000,8653.794660,93.025774,0.471368,false,true,false,false,0.300000,-4.453500,3.505522,INCREASING_U,0.704561,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00041,GM_RM011,GM_RM011:PV002,ADDITIONAL_STRESS_HELDOUT,4,exiting,partial_visible,770.015000,337.518000,59.396000,151.890000,9021.658440,94.982411,0.391046,false,true,false,false,0.287000,2.249000,1.956637,INCREASING_U,0.870150,POST_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00042,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,110,entering,partial_visible,109.433000,430.167500,217.908000,289.817000,63153.442836,251.303488,0.751881,true,false,false,false,0.479000,0.000000,0.000000,INCREASING_U,0.000000,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00043,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,111,active_visible,partial_visible,124.993500,439.464000,248.839000,303.282000,75468.389598,274.715106,0.820487,true,false,false,false,0.574000,15.560500,23.411619,INCREASING_U,0.012799,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00044,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,112,active_visible,partial_visible,138.376000,438.865500,275.338000,308.797000,85023.548386,291.587977,0.891647,true,false,false,true,0.707000,13.382500,16.872871,INCREASING_U,0.034815,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00045,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,113,active_visible,partial_visible,151.813500,438.507500,302.299000,309.463000,93550.355437,305.860026,0.976850,true,false,false,true,0.664000,13.437500,14.272049,INCREASING_U,0.056921,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00046,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,114,active_visible,partial_visible,171.663500,440.698500,341.867000,306.125000,104654.035375,323.502759,1.116756,true,false,false,true,0.730000,19.850000,17.642734,INCREASING_U,0.089576,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00047,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,115,active_visible,partial_visible,24.501500,313.526000,48.683000,46.606000,2268.919898,47.633181,1.044565,true,false,false,false,0.160000,-147.162000,-275.869579,INCREASING_U,0.000000,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00048,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,116,active_visible,partial_visible,180.611500,440.709000,359.417000,306.340000,110103.803780,331.818932,1.173262,true,false,false,true,0.903000,156.110000,284.185752,INCREASING_U,0.104296,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00049,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,117,active_visible,partial_visible,190.246500,437.320000,378.969000,312.800000,118541.503200,344.298567,1.211538,true,false,false,true,0.762000,9.635000,12.479635,INCREASING_U,0.120146,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00050,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,118,active_visible,partial_visible,201.130000,446.160000,400.690000,294.880000,118155.467200,343.737498,1.358824,true,false,false,true,0.785000,10.883500,-0.561069,INCREASING_U,0.138051,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00051,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,119,active_visible,partial_visible,211.408000,443.271000,421.384000,300.320000,126550.042880,355.738728,1.403117,true,false,false,true,0.716000,10.278000,12.001231,INCREASING_U,0.154959,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00052,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,120,active_visible,partial_visible,221.365000,436.106500,441.232000,315.325000,139131.480400,373.003325,1.399293,true,false,false,true,0.749000,9.957000,17.264597,INCREASING_U,0.171339,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00053,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,121,active_visible,partial_visible,240.093500,431.653000,478.191000,324.488000,155167.241208,393.912733,1.473679,true,false,false,true,0.998000,18.728500,20.909408,INCREASING_U,0.202149,PRE_BROADSIDE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00054,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,122,active_visible,full_visible,284.104500,439.736500,495.879000,309.023000,153238.016217,391.456276,1.604667,false,false,false,true,5.752000,44.011000,-2.456457,INCREASING_U,0.274551,PRE_BROADSIDE,TRUNCATION_LIMITED,SIDE_DOMINANT_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00055,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,123,active_visible,full_visible,331.847000,441.834500,494.664000,304.645000,150696.914280,388.197004,1.623739,false,false,false,true,5.843000,47.742500,-3.259272,INCREASING_U,0.353092,BROADSIDE_CANDIDATE,TRUNCATION_LIMITED,SIDE_DOMINANT_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00056,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,124,active_visible,full_visible,378.729500,444.325500,479.783000,303.003000,145375.688349,381.281639,1.583427,false,false,false,true,4.173000,46.882500,-6.915365,INCREASING_U,0.430218,BROADSIDE_CANDIDATE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00057,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,125,active_visible,full_visible,437.429000,446.044000,476.966000,298.916000,142572.768856,377.588094,1.595652,false,false,false,true,4.498000,58.699500,-3.693545,INCREASING_U,0.526784,BROADSIDE_CANDIDATE,TRUNCATION_LIMITED,OBLIQUE_OR_PARTIAL_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00058,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,126,active_visible,full_visible,517.701500,443.877500,519.119000,300.433000,155960.478527,394.918319,1.727903,false,false,false,true,5.906000,80.272500,17.330225,INCREASING_U,0.658839,BROADSIDE_CANDIDATE,TRUNCATION_LIMITED,SIDE_DOMINANT_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
G1P00059,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,127,active_visible,partial_visible,552.680500,444.448000,493.649000,299.492000,147843.926308,384.504781,1.648288,false,true,false,true,0.495000,34.979000,-10.413538,INCREASING_U,0.716383,POST_BROADSIDE,TRUNCATION_LIMITED,SIDE_DOMINANT_CANDIDATE,OPTICAL_ONLY_CENTER_SCALE_VISIBILITY_AND_THREAD_ORDER,false
