forward_case_id,scene,canonical_vehicle_id,split_role,optical_frame,sar_frame,optical_observation_phase,limiting_state,center_u_px,center_v_px,bbox_width_px,bbox_height_px,effective_scale_px,aspect_ratio,azimuth_min_deg,azimuth_max_deg,radius_min_px,radius_max_px,heading_min_deg,heading_max_deg,long_axis_min_px,long_axis_max_px,short_axis_min_px,short_axis_max_px,joint_feasible_area_px2,old_wide_azimuth_area_px2,area_reduction_fraction,temporal_direction_constraint,competing_interpretation,coupled_state,remaining_unknown,target_gt_access_status,forward_evidence_case_id,forward_evidence_path
G1F0001,GM_RM017,GM_RM017:PV002,HELDOUT_WITHIN_SCENE,154,321,PRE_BROADSIDE,CORE_VISIBLE,154.305000,361.454500,259.462000,92.447000,154.875703,2.806603,-30.131968,-23.428700,316.516566,438.475406,-13.000000,9.000000,133.706000,202.666000,58.277000,96.716000,5386.288011,619972.118398,0.991312,INCREASING_U,approach/departure phase ambiguity; time-link uncertainty; neighbor vehicle; scene-specific geometry,COUPLED_GEOMETRY_PLAUSIBLE,exact response boundary and target ownership unknown,TARGET_SAR_GT_NOT_ACCESSED,G1F0002,docs/reviews/assets/20260718_rsa2_g1_coupled_geometry/F_GM_RM017_PV002_G1F0002.png
G1F0012,GM_RM019,GM_RM019:PV004,HELDOUT_CROSS_SCENE,183,382,POST_BROADSIDE,TRUNCATION_LIMITED,778.612000,494.503000,42.336000,148.478000,79.284075,0.285133,7.726986,47.726986,0.000000,1332.700000,-90.000000,90.000000,133.706000,202.666000,58.277000,96.716000,619972.118398,619972.118398,0.000000,INCREASING_U,approach/departure phase ambiguity; time-link uncertainty; neighbor vehicle; scene-specific geometry,TRUNCATION_LIMITED,radial interval intentionally unbounded because optical scale semantics are truncated or outside development aspect support,TARGET_SAR_GT_NOT_ACCESSED,G1F0011,docs/reviews/assets/20260718_rsa2_g1_coupled_geometry/F_GM_RM019_PV004_G1F0011.png
G1F0013,GM_RM011,GM_RM011:PV002,ADDITIONAL_STRESS_HELDOUT,0,0,PRE_BROADSIDE,TRUNCATION_LIMITED,755.830500,412.861500,87.729000,188.573000,128.620841,0.465226,5.733254,45.733254,0.000000,1332.700000,-90.000000,90.000000,133.706000,202.666000,58.277000,96.716000,619972.118398,619972.118398,0.000000,INCREASING_U,approach/departure phase ambiguity; time-link uncertainty; neighbor vehicle; scene-specific geometry,TRUNCATION_LIMITED,radial interval intentionally unbounded because optical scale semantics are truncated or outside development aspect support,TARGET_SAR_GT_NOT_ACCESSED,G1F0014,docs/reviews/assets/20260718_rsa2_g1_coupled_geometry/F_GM_RM011_PV002_G1F0014.png
G1F0014,GM_RM011,GM_RM011:PV002,ADDITIONAL_STRESS_HELDOUT,2,5,POST_BROADSIDE,TRUNCATION_LIMITED,772.219500,411.355500,54.969000,145.789000,89.520252,0.377045,7.167543,47.167543,0.000000,1332.700000,-90.000000,90.000000,133.706000,202.666000,58.277000,96.716000,619972.118398,619972.118398,0.000000,INCREASING_U,approach/departure phase ambiguity; time-link uncertainty; neighbor vehicle; scene-specific geometry,TRUNCATION_LIMITED,radial interval intentionally unbounded because optical scale semantics are truncated or outside development aspect support,TARGET_SAR_GT_NOT_ACCESSED,G1F0014,docs/reviews/assets/20260718_rsa2_g1_coupled_geometry/F_GM_RM011_PV002_G1F0014.png
G1F0015,GM_RM011,GM_RM011:PV002,ADDITIONAL_STRESS_HELDOUT,4,9,POST_BROADSIDE,TRUNCATION_LIMITED,770.015000,337.518000,59.396000,151.890000,94.982411,0.391046,6.974616,46.974616,0.000000,1332.700000,-90.000000,90.000000,133.706000,202.666000,58.277000,96.716000,619972.118398,619972.118398,0.000000,INCREASING_U,approach/departure phase ambiguity; time-link uncertainty; neighbor vehicle; scene-specific geometry,TRUNCATION_LIMITED,radial interval intentionally unbounded because optical scale semantics are truncated or outside development aspect support,TARGET_SAR_GT_NOT_ACCESSED,G1F0014,docs/reviews/assets/20260718_rsa2_g1_coupled_geometry/F_GM_RM011_PV002_G1F0014.png
G1F0016,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,110,230,PRE_BROADSIDE,TRUNCATION_LIMITED,109.433000,430.167500,217.908000,289.817000,251.303488,0.751881,-50.836482,-10.836482,0.000000,1332.700000,-90.000000,90.000000,133.706000,202.666000,58.277000,96.716000,619972.118398,619972.118398,0.000000,INCREASING_U,approach/departure phase ambiguity; time-link uncertainty; neighbor vehicle; scene-specific geometry,TRUNCATION_LIMITED,radial interval intentionally unbounded because optical scale semantics are truncated or outside development aspect support,TARGET_SAR_GT_NOT_ACCESSED,G1F0017,docs/reviews/assets/20260718_rsa2_g1_coupled_geometry/F_GM_RM011_PV006_G1F0017.png
G1F0017,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,125,261,BROADSIDE_CANDIDATE,TRUNCATION_LIMITED,437.429000,446.044000,476.966000,298.916000,377.588094,1.595652,-22.131781,17.868219,0.000000,1332.700000,-90.000000,90.000000,133.706000,202.666000,58.277000,96.716000,619972.118398,619972.118398,0.000000,INCREASING_U,approach/departure phase ambiguity; time-link uncertainty; neighbor vehicle; scene-specific geometry,TRUNCATION_LIMITED,radial interval intentionally unbounded because optical scale semantics are truncated or outside development aspect support,TARGET_SAR_GT_NOT_ACCESSED,G1F0017,docs/reviews/assets/20260718_rsa2_g1_coupled_geometry/F_GM_RM011_PV006_G1F0017.png
G1F0018,GM_RM011,GM_RM011:PV006,ADDITIONAL_STRESS_HELDOUT,140,292,POST_BROADSIDE,TRUNCATION_LIMITED,749.803000,345.623500,99.814000,111.611000,105.547811,0.894303,5.205754,45.205754,0.000000,1332.700000,-90.000000,90.000000,133.706000,202.666000,58.277000,96.716000,619972.118398,619972.118398,0.000000,INCREASING_U,approach/departure phase ambiguity; time-link uncertainty; neighbor vehicle; scene-specific geometry,TRUNCATION_LIMITED,radial interval intentionally unbounded because optical scale semantics are truncated or outside development aspect support,TARGET_SAR_GT_NOT_ACCESSED,G1F0017,docs/reviews/assets/20260718_rsa2_g1_coupled_geometry/F_GM_RM011_PV006_G1F0017.png
G1F0019,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,116,242,PRE_BROADSIDE,TRUNCATION_LIMITED,33.907000,314.000000,67.408000,62.530000,64.923203,1.078011,-57.446170,-17.446170,0.000000,1332.700000,-90.000000,90.000000,133.706000,202.666000,58.277000,96.716000,619972.118398,619972.118398,0.000000,INCREASING_U,approach/departure phase ambiguity; time-link uncertainty; neighbor vehicle; scene-specific geometry,TRUNCATION_LIMITED,radial interval intentionally unbounded because optical scale semantics are truncated or outside development aspect support,TARGET_SAR_GT_NOT_ACCESSED,G1F0020,docs/reviews/assets/20260718_rsa2_g1_coupled_geometry/F_GM_RM011_PV007_G1F0020.png
G1F0020,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,134,280,BROADSIDE_CANDIDATE,TRUNCATION_LIMITED,318.499000,438.533500,542.528000,319.949000,416.630881,1.695670,-32.539988,7.460012,0.000000,1332.700000,-20.000000,20.000000,133.706000,202.666000,58.277000,96.716000,619972.118398,619972.118398,0.000000,INCREASING_U,approach/departure phase ambiguity; time-link uncertainty; neighbor vehicle; scene-specific geometry,TRUNCATION_LIMITED,radial interval intentionally unbounded because optical scale semantics are truncated or outside development aspect support,TARGET_SAR_GT_NOT_ACCESSED,G1F0020,docs/reviews/assets/20260718_rsa2_g1_coupled_geometry/F_GM_RM011_PV007_G1F0020.png
G1F0021,GM_RM011,GM_RM011:PV007,ADDITIONAL_STRESS_HELDOUT,151,315,POST_BROADSIDE,TRUNCATION_LIMITED,744.646500,383.087000,109.879000,225.318000,157.345850,0.487662,4.754481,44.754481,0.000000,1332.700000,-90.000000,90.000000,133.706000,202.666000,58.277000,96.716000,619972.118398,619972.118398,0.000000,INCREASING_U,approach/departure phase ambiguity; time-link uncertainty; neighbor vehicle; scene-specific geometry,TRUNCATION_LIMITED,radial interval intentionally unbounded because optical scale semantics are truncated or outside development aspect support,TARGET_SAR_GT_NOT_ACCESSED,G1F0020,docs/reviews/assets/20260718_rsa2_g1_coupled_geometry/F_GM_RM011_PV007_G1F0020.png
G1F0022,GM_RM011,GM_RM011:PV010,ADDITIONAL_STRESS_HELDOUT,211,440,PRE_BROADSIDE,TRUNCATION_LIMITED,56.226500,490.457000,111.307000,210.026000,152.896579,0.529968,-55.492870,-15.492870,0.000000,1332.700000,-90.000000,90.000000,133.706000,202.666000,58.277000,96.716000,619972.118398,619972.118398,0.000000,INCREASING_U,approach/departure phase ambiguity; time-link uncertainty; neighbor vehicle; scene-specific geometry,TRUNCATION_LIMITED,radial interval intentionally unbounded because optical scale semantics are truncated or outside development aspect support,TARGET_SAR_GT_NOT_ACCESSED,G1F0023,docs/reviews/assets/20260718_rsa2_g1_coupled_geometry/F_GM_RM011_PV010_G1F0023.png
G1F0023,GM_RM011,GM_RM011:PV010,ADDITIONAL_STRESS_HELDOUT,228,475,PRE_BROADSIDE,TRUNCATION_LIMITED,292.044000,433.901000,572.748000,328.122000,433.510345,1.745534,-34.855208,5.144792,0.000000,1332.700000,-20.000000,20.000000,133.706000,202.666000,58.277000,96.716000,619972.118398,619972.118398,0.000000,INCREASING_U,approach/departure phase ambiguity; time-link uncertainty; neighbor vehicle; scene-specific geometry,TRUNCATION_LIMITED,radial interval intentionally unbounded because optical scale semantics are truncated or outside development aspect support,TARGET_SAR_GT_NOT_ACCESSED,G1F0023,docs/reviews/assets/20260718_rsa2_g1_coupled_geometry/F_GM_RM011_PV010_G1F0023.png
G1F0024,GM_RM011,GM_RM011:PV010,ADDITIONAL_STRESS_HELDOUT,245,511,POST_BROADSIDE,TRUNCATION_LIMITED,768.404500,490.687500,62.409000,201.961000,112.268357,0.309015,6.833672,46.833672,0.000000,1332.700000,-90.000000,90.000000,133.706000,202.666000,58.277000,96.716000,619972.118398,619972.118398,0.000000,INCREASING_U,approach/departure phase ambiguity; time-link uncertainty; neighbor vehicle; scene-specific geometry,TRUNCATION_LIMITED,radial interval intentionally unbounded because optical scale semantics are truncated or outside development aspect support,TARGET_SAR_GT_NOT_ACCESSED,G1F0023,docs/reviews/assets/20260718_rsa2_g1_coupled_geometry/F_GM_RM011_PV010_G1F0023.png
