window_id,window_role,scene,canonical_vehicle_id,sar_frame_index,reference_row_count,reference_available,optical_shell_area_px,optical_shell_target_coverage,optical_shell_precision,optical_shell_other_vehicle_overlap_px,independent_support_area_px,independent_target_intersection_px,independent_target_coverage,independent_precision,independent_other_vehicle_overlap_px,joint_support_area_px,joint_target_intersection_px,joint_target_coverage,joint_precision,joint_other_vehicle_overlap_px,joint_shell_contraction_fraction,joint_background_area_reduction_px,weak_maintained_area_px,weak_maintained_target_intersection_px,background_excluded_area_px,mixed_or_unresolved_area_px,per_frame_response_state,sar_only_support_area_px,sar_only_target_coverage,sar_only_precision,target_reference_used_for_inference,evaluation_only
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,342,1,true,46743,0.805634748,0.205549494,1737,1103,1103,0.092487003,1.000000000,0,1371,1370,0.114875063,0.999270605,0,0.970669405,37134,265,265,0,0,PERSISTENT_VISIBLE_RESPONSE,438,0.017440885,0.474885845,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,343,1,true,46664,0.794395347,0.225377164,1268,1132,1115,0.084220863,0.984982332,0,1398,1381,0.104313015,0.987839771,0,0.970041145,36130,272,272,0,0,PERSISTENT_VISIBLE_RESPONSE,460,0.016844173,0.484782609,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,344,1,true,46609,0.833847270,0.197258040,1342,1080,1063,0.096408489,0.984259259,0,1391,1365,0.123798295,0.981308411,0,0.970155978,37389,301,298,0,0,PERSISTENT_VISIBLE_RESPONSE,470,0.020859786,0.489361702,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,345,1,true,46580,0.779784724,0.227071705,1384,1169,1168,0.086110292,0.999144568,0,1395,1394,0.102772044,0.999283154,0,0.970051524,36002,228,228,0,0,PERSISTENT_VISIBLE_RESPONSE,496,0.017841345,0.487903226,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,346,1,true,46301,0.776459784,0.219131336,1229,820,812,0.062141272,0.990243902,0,1188,1180,0.090303819,0.993265993,0,0.974341807,36147,360,360,0,0,PERSISTENT_VISIBLE_RESPONSE,498,0.018672993,0.489959839,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,347,1,true,44811,0.747687327,0.216442391,1028,1151,1131,0.087187789,0.982623805,0,1392,1372,0.105766266,0.985632184,0,0.968936199,35092,236,236,0,0,PERSISTENT_VISIBLE_RESPONSE,503,0.018809744,0.485089463,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,348,1,true,43513,0.778817187,0.225771608,1001,1095,1095,0.086808308,1.000000000,0,1293,1293,0.102505153,1.000000000,0,0.970284742,33689,211,211,0,0,PERSISTENT_VISIBLE_RESPONSE,514,0.020215633,0.496108949,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,349,1,true,44067,0.699685063,0.211745751,1351,1037,1033,0.077459508,0.996142719,0,1284,1280,0.095980804,0.996884735,0,0.970862550,34732,255,255,0,0,PERSISTENT_VISIBLE_RESPONSE,532,0.019871026,0.498120301,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,350,1,true,44614,0.693652604,0.204532210,1209,1009,990,0.075256556,0.981169475,0,1282,1263,0.096009122,0.985179407,0,0.971264625,35470,266,266,0,0,PERSISTENT_VISIBLE_RESPONSE,553,0.020828582,0.495479204,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,351,1,true,45296,0.701581325,0.205691452,440,1025,1006,0.075753012,0.981463415,0,1289,1270,0.095632530,0.985259891,0,0.971542741,35960,260,260,0,0,PERSISTENT_VISIBLE_RESPONSE,578,0.020858434,0.479238754,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,352,1,true,45966,0.713731391,0.196079711,1455,1613,1521,0.120446627,0.942963422,0,1762,1670,0.132245803,0.947786606,0,0.961667319,36861,149,149,0,0,PERSISTENT_VISIBLE_RESPONSE,593,0.021935382,0.467116358,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,353,1,true,45612,0.720297624,0.197382268,434,1651,1548,0.123849908,0.937613568,0,1792,1689,0.135130810,0.942522321,0,0.960712093,36506,140,140,0,0,PERSISTENT_VISIBLE_RESPONSE,600,0.022161773,0.461666667,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,354,1,true,45162,0.704897234,0.184535672,333,1593,1383,0.116975387,0.868173258,0,1753,1543,0.130508331,0.880205362,0,0.961184181,36618,148,148,0,0,PERSISTENT_VISIBLE_RESPONSE,600,0.023428910,0.461666667,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,355,1,true,44409,0.695631678,0.199374001,196,1143,1123,0.088230673,0.982502187,0,1373,1353,0.106301069,0.985433358,0,0.969082844,35535,229,229,0,0,PERSISTENT_VISIBLE_RESPONSE,600,0.021763042,0.461666667,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,356,1,true,43583,0.682503155,0.210953812,603,1504,1381,0.102516517,0.918218085,0,1641,1518,0.112686512,0.925045704,0,0.962347704,34266,139,139,0,0,PERSISTENT_VISIBLE_RESPONSE,600,0.020562690,0.461666667,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,357,1,true,41675,0.695134889,0.220107978,182,1188,1177,0.089193695,0.990740741,0,1406,1395,0.105713853,0.992176387,0,0.966262747,32491,214,214,0,0,PERSISTENT_VISIBLE_RESPONSE,601,0.020991209,0.460898502,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,358,1,true,39457,0.705031993,0.226195605,692,1476,1450,0.114543013,0.982384824,0,1602,1585,0.125207362,0.989388265,0,0.959398839,30515,132,132,0,0,PERSISTENT_VISIBLE_RESPONSE,601,0.021881665,0.460898502,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,359,1,true,39526,0.649584488,0.201715327,286,1765,1662,0.135408180,0.941643059,0,1833,1743,0.142007496,0.950900164,0,0.953625462,31463,80,80,0,0,PERSISTENT_VISIBLE_RESPONSE,601,0.022568030,0.460898502,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,360,1,true,40740,0.712816150,0.226215022,355,1597,1542,0.119266765,0.965560426,0,1708,1653,0.127852115,0.967798595,0,0.958075601,31469,101,101,0,0,PERSISTENT_VISIBLE_RESPONSE,601,0.021424704,0.460898502,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,361,1,true,41314,0.627828746,0.198770393,397,1649,1594,0.121865443,0.966646452,0,1704,1649,0.126070336,0.967723005,0,0.958754901,33047,59,59,0,0,PERSISTENT_VISIBLE_RESPONSE,601,0.021177370,0.460898502,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,362,1,true,41420,0.715633944,0.223346210,5,1723,1646,0.127330394,0.955310505,0,1775,1713,0.132513344,0.965070423,0,0.957146306,32107,67,67,0,0,PERSISTENT_VISIBLE_RESPONSE,599,0.021428019,0.462437396,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,363,1,true,41449,0.622528503,0.208135299,263,1529,1449,0.104560543,0.947678221,0,1644,1564,0.112858998,0.951338200,0,0.960336799,32742,114,114,0,0,PERSISTENT_VISIBLE_RESPONSE,601,0.019988454,0.460898502,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,364,1,true,41430,0.609592861,0.211054791,911,2089,1945,0.135596765,0.931067496,0,2127,1983,0.138245956,0.932299013,0,0.948660391,32542,38,38,0,0,PERSISTENT_VISIBLE_RESPONSE,601,0.019311210,0.460898502,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,365,1,true,41229,0.689425982,0.193722865,219,2343,2073,0.178938282,0.884763124,0,2349,2081,0.179628830,0.885908897,0,0.943025540,32974,17,17,0,0,PERSISTENT_VISIBLE_RESPONSE,601,0.023910229,0.460898502,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,366,1,true,40804,0.597427529,0.228801098,979,1740,1731,0.110769821,0.994827586,0,1836,1827,0.116913035,0.995098039,0,0.955004411,31459,97,97,0,0,PERSISTENT_VISIBLE_RESPONSE,601,0.017725731,0.460898502,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,367,1,true,40653,0.659117624,0.206897400,205,1705,1689,0.132356398,0.990615836,0,1793,1777,0.139252410,0.991076408,0,0.955895014,32226,97,97,0,0,PERSISTENT_VISIBLE_RESPONSE,601,0.021706763,0.460898502,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,368,1,true,41068,0.623508188,0.218807831,476,1738,1702,0.118096031,0.979286536,0,1823,1787,0.123993894,0.980252331,0,0.955610207,32046,85,85,0,0,PERSISTENT_VISIBLE_RESPONSE,589,0.018526228,0.453310696,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,369,1,true,41225,0.667937743,0.208198908,18,2162,1935,0.150583658,0.895004625,0,2171,1944,0.151284047,0.895439889,0,0.947337780,32415,17,17,0,0,PERSISTENT_VISIBLE_RESPONSE,590,0.020778210,0.452542373,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,370,1,true,40603,0.649407049,0.191512942,351,1736,1645,0.137380992,0.947580645,0,1850,1759,0.146901620,0.950810811,0,0.954436864,32736,107,107,0,0,PERSISTENT_VISIBLE_RESPONSE,598,0.022966427,0.459866221,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,371,1,true,40131,0.737402667,0.205302634,49,2300,2021,0.180882485,0.878695652,0,2345,2066,0.184910051,0.881023454,0,0.941566370,31613,45,45,0,0,PERSISTENT_VISIBLE_RESPONSE,597,0.024523405,0.458961474,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,372,1,true,40345,0.628436587,0.207931590,1391,2040,1813,0.135815417,0.888725490,0,2093,1879,0.140759607,0.897754419,0,0.948122444,31742,66,66,0,0,PERSISTENT_VISIBLE_RESPONSE,598,0.020525882,0.458193980,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,373,1,true,40494,0.634793388,0.189682422,0,1731,1525,0.126033058,0.880993645,0,1876,1670,0.138016529,0.890191898,0,0.953672149,32607,137,137,0,0,PERSISTENT_VISIBLE_RESPONSE,598,0.022644628,0.458193980,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,374,1,true,39964,0.618024133,0.205059554,0,2190,1733,0.130693816,0.791324201,0,2293,1836,0.138461538,0.800697776,0,0.942623361,31312,103,103,0,0,PERSISTENT_VISIBLE_RESPONSE,598,0.020663650,0.458193980,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,375,1,true,39434,0.656599190,0.205634731,434,2653,1977,0.160080972,0.745194120,0,2666,2018,0.163400810,0.756939235,0,0.932393366,30677,47,47,0,0,PERSISTENT_VISIBLE_RESPONSE,598,0.022186235,0.458193980,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,376,1,true,38637,0.653666912,0.206926004,238,2002,1804,0.147494072,0.901098901,0,2075,1877,0.153462513,0.904578313,0,0.946295002,30444,73,73,0,0,PERSISTENT_VISIBLE_RESPONSE,590,0.021829777,0.452542373,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,377,1,true,37840,0.633568989,0.210782241,0,1215,1168,0.092779411,0.961316872,0,1424,1377,0.109381206,0.966994382,0,0.962367865,29817,204,204,0,0,PERSISTENT_VISIBLE_RESPONSE,595,0.021685599,0.458823529,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,378,1,true,39833,0.673125910,0.185750508,0,1350,1244,0.113173217,0.921481481,0,1552,1446,0.131550218,0.931701031,0,0.961037331,32328,184,184,0,0,PERSISTENT_VISIBLE_RESPONSE,593,0.024654294,0.456998314,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,379,1,true,42090,0.626802074,0.209693514,0,1730,1468,0.104253959,0.848554913,0,1841,1589,0.112847099,0.863117871,0,0.956260394,33012,121,121,0,0,PERSISTENT_VISIBLE_RESPONSE,586,0.019529863,0.469283276,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,380,1,true,41582,0.691093482,0.203212929,0,1348,1261,0.103132412,0.935459941,0,1519,1448,0.118426433,0.953258723,0,0.963469771,33061,184,184,0,0,PERSISTENT_VISIBLE_RESPONSE,585,0.022409422,0.468376068,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,381,1,true,40196,0.679582348,0.207259429,0,1378,1258,0.102618484,0.912917271,0,1548,1442,0.117627865,0.931524548,0,0.961488705,31759,185,185,0,0,PERSISTENT_VISIBLE_RESPONSE,586,0.022432499,0.469283276,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,382,1,true,39136,0.743919229,0.207098324,0,1420,1243,0.114089032,0.875352113,0,1606,1429,0.131161083,0.889788294,0,0.958963614,30854,186,186,0,0,PERSISTENT_VISIBLE_RESPONSE,572,0.024414869,0.465034965,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,383,1,true,38135,0.629819551,0.254438180,0,1530,1472,0.095547189,0.962091503,0,1658,1600,0.103855641,0.965018094,0,0.956522879,28374,127,127,0,0,PERSISTENT_VISIBLE_RESPONSE,570,0.017266000,0.466666667,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,384,1,true,37636,0.758318007,0.241019237,0,1128,1068,0.089282729,0.946808511,0,1384,1324,0.110683832,0.956647399,0,0.963226698,28505,258,258,0,0,PERSISTENT_VISIBLE_RESPONSE,555,0.022069888,0.475675676,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,385,1,true,37373,0.655038470,0.234634629,0,1154,1108,0.082766863,0.960138648,0,1384,1338,0.099947710,0.966763006,0,0.962967918,28558,235,235,0,0,PERSISTENT_VISIBLE_RESPONSE,558,0.019795324,0.474910394,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,386,1,true,37932,0.659469555,0.232705895,0,1449,1208,0.090250280,0.833678399,0,1609,1368,0.102203960,0.850217526,0,0.957581989,28864,160,160,0,0,PERSISTENT_VISIBLE_RESPONSE,511,0.018453493,0.483365949,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,387,1,true,39109,0.683548189,0.227773658,0,1311,1101,0.084484346,0.839816934,0,1521,1317,0.101058932,0.865877712,0,0.961108696,29997,215,215,0,0,PERSISTENT_VISIBLE_RESPONSE,520,0.019030080,0.476923077,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,388,1,true,39936,0.623774585,0.253330329,0,1215,1083,0.066773537,0.891358025,0,1414,1297,0.079967939,0.917256011,0,0.964593349,29702,214,214,0,0,PERSISTENT_VISIBLE_RESPONSE,501,0.014982428,0.485029940,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,389,1,true,40403,0.664802847,0.226592085,0,1238,1097,0.079660155,0.886106624,0,1414,1286,0.093384649,0.909476662,0,0.965002599,31120,201,201,0,0,PERSISTENT_VISIBLE_RESPONSE,500,0.017500545,0.482000000,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,390,1,true,40726,0.702523615,0.244708540,0,843,756,0.053291978,0.896797153,0,1317,1230,0.086705202,0.933940774,0,0.967661936,30673,432,432,0,0,PERSISTENT_VISIBLE_RESPONSE,477,0.016001692,0.475890985,false,true
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,391,1,true,40836,0.735830698,0.222230385,0,1564,1292,0.104759588,0.826086957,0,1668,1410,0.114327414,0.845323741,0,0.959153688,31503,116,116,0,0,PERSISTENT_VISIBLE_RESPONSE,466,0.018162653,0.480686695,false,true
