case_id,scene,canonical_vehicle_id,sar_frame_index,optical_lifecycle_state,review_coordinate_system,region_id,review_category,region_bbox_xyxy,review_basis,review_status,reviewer,review_artifact_path,review_artifact_sha256,inference_freeze_manifest_sha256_before_review,causal_npz_sha256_before_review,bidirectional_npz_sha256_before_review,contains_target_reference,used_to_change_inference_rules
S1D0-DISCOVERY-GM_RM017-PV002,GM_RM017,GM_RM017:PV002,359,ACTIVE_CONFIRMED,stabilized_roi_xy,D359_BG_01,CLEAR_BACKGROUND,"[390,575,450,640]",low-texture upper shell patch,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-DISCOVERY-GM_RM017-PV002\visible_response_reference_review_sar_000359.png,9920a2d144a0d18a655ce6951345b8bcfa1ba5ec21de996d4cbe746ae6fa2067,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,06f253b8ef4d87963191c1f20594a05ff6424374592f5aa977767174a9e5e6b1,1854282e6a0bdadd8c4ef09d74637c957647bf3b8a487529720f03f448115062,false,false
S1D0-DISCOVERY-GM_RM017-PV002,GM_RM017,GM_RM017:PV002,359,ACTIVE_CONFIRMED,stabilized_roi_xy,D359_MIX_01,MIXED_OR_UNRESOLVED,"[430,680,500,780]",adjacent diagonal and clustered returns are mixed with background,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-DISCOVERY-GM_RM017-PV002\visible_response_reference_review_sar_000359.png,9920a2d144a0d18a655ce6951345b8bcfa1ba5ec21de996d4cbe746ae6fa2067,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,06f253b8ef4d87963191c1f20594a05ff6424374592f5aa977767174a9e5e6b1,1854282e6a0bdadd8c4ef09d74637c957647bf3b8a487529720f03f448115062,false,false
S1D0-DISCOVERY-GM_RM017-PV002,GM_RM017,GM_RM017:PV002,387,EXITING,stabilized_roi_xy,D387_MAIN_01,VISIBLE_MAIN_RESPONSE,"[570,320,670,375]",strong upper diagonal response within the exit shell,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-DISCOVERY-GM_RM017-PV002\visible_response_reference_review_sar_000387.png,477806833d1dda7992fc734434e597dd9c3026c975137a263b9543ca519e50b6,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,06f253b8ef4d87963191c1f20594a05ff6424374592f5aa977767174a9e5e6b1,1854282e6a0bdadd8c4ef09d74637c957647bf3b8a487529720f03f448115062,false,false
S1D0-DISCOVERY-GM_RM017-PV002,GM_RM017,GM_RM017:PV002,387,EXITING,stabilized_roi_xy,D387_INT_01,VISIBLE_INTERMITTENT_RESPONSE,"[415,620,505,680]",weaker lower curved response,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-DISCOVERY-GM_RM017-PV002\visible_response_reference_review_sar_000387.png,477806833d1dda7992fc734434e597dd9c3026c975137a263b9543ca519e50b6,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,06f253b8ef4d87963191c1f20594a05ff6424374592f5aa977767174a9e5e6b1,1854282e6a0bdadd8c4ef09d74637c957647bf3b8a487529720f03f448115062,false,false
S1D0-DISCOVERY-GM_RM017-PV002,GM_RM017,GM_RM017:PV002,387,EXITING,stabilized_roi_xy,D387_BG_01,CLEAR_BACKGROUND,"[600,430,700,520]",low-response interior patch of the enlarged shell,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-DISCOVERY-GM_RM017-PV002\visible_response_reference_review_sar_000387.png,477806833d1dda7992fc734434e597dd9c3026c975137a263b9543ca519e50b6,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,06f253b8ef4d87963191c1f20594a05ff6424374592f5aa977767174a9e5e6b1,1854282e6a0bdadd8c4ef09d74637c957647bf3b8a487529720f03f448115062,false,false
S1D0-DISCOVERY-GM_RM017-PV002,GM_RM017,GM_RM017:PV002,387,EXITING,stabilized_roi_xy,D387_MIX_01,MIXED_OR_UNRESOLVED,"[345,700,460,760]",multiple bright fragments and arc background are mixed,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-DISCOVERY-GM_RM017-PV002\visible_response_reference_review_sar_000387.png,477806833d1dda7992fc734434e597dd9c3026c975137a263b9543ca519e50b6,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,06f253b8ef4d87963191c1f20594a05ff6424374592f5aa977767174a9e5e6b1,1854282e6a0bdadd8c4ef09d74637c957647bf3b8a487529720f03f448115062,false,false
S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003,GM_RM019,GM_RM019:PV003,205,ENTERING_PROVISIONAL,stabilized_roi_xy,R205_MIX_01,MIXED_OR_UNRESOLVED,"[330,790,560,900]",bright arc family cannot be assigned to the identity,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003\visible_response_reference_review_sar_000205.png,b959e9c72e02317ad73ee726d9669fca2f9d1f37725c7542c8845cd88b6d7b14,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,0e1a1111ccde319dda478446963227e7c6eed6fe46a9f3647123ed91214447f5,7c336709e9fb103417ebdc72f331a3c9f638e65d0fa7378bab2f50951808c551,false,false
S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003,GM_RM019,GM_RM019:PV003,205,ENTERING_PROVISIONAL,stabilized_roi_xy,R205_MIX_02,MIXED_OR_UNRESOLVED,"[410,1010,700,1190]",near-sensor bright cluster is persistent and target-unresolved,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003\visible_response_reference_review_sar_000205.png,b959e9c72e02317ad73ee726d9669fca2f9d1f37725c7542c8845cd88b6d7b14,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,0e1a1111ccde319dda478446963227e7c6eed6fe46a9f3647123ed91214447f5,7c336709e9fb103417ebdc72f331a3c9f638e65d0fa7378bab2f50951808c551,false,false
S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003,GM_RM019,GM_RM019:PV003,205,ENTERING_PROVISIONAL,stabilized_roi_xy,R205_BG_01,CLEAR_BACKGROUND,"[560,900,650,980]",low-texture patch between major unresolved structures,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003\visible_response_reference_review_sar_000205.png,b959e9c72e02317ad73ee726d9669fca2f9d1f37725c7542c8845cd88b6d7b14,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,0e1a1111ccde319dda478446963227e7c6eed6fe46a9f3647123ed91214447f5,7c336709e9fb103417ebdc72f331a3c9f638e65d0fa7378bab2f50951808c551,false,false
S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003,GM_RM019,GM_RM019:PV003,236,ACTIVE_WEAK_OR_OCCLUDED,stabilized_roi_xy,R236_MIX_01,MIXED_OR_UNRESOLVED,"[300,780,620,900]",multiple arc returns remain target-unresolved,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003\visible_response_reference_review_sar_000236.png,cbd04ade7b150eb463c2e60296a1147cfaab2a1b14cf0b47866a739b9f987292,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,0e1a1111ccde319dda478446963227e7c6eed6fe46a9f3647123ed91214447f5,7c336709e9fb103417ebdc72f331a3c9f638e65d0fa7378bab2f50951808c551,false,false
S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003,GM_RM019,GM_RM019:PV003,236,ACTIVE_WEAK_OR_OCCLUDED,stabilized_roi_xy,R236_MIX_02,MIXED_OR_UNRESOLVED,"[430,1030,640,1180]",large bright cluster remains inseparable from persistent background,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003\visible_response_reference_review_sar_000236.png,cbd04ade7b150eb463c2e60296a1147cfaab2a1b14cf0b47866a739b9f987292,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,0e1a1111ccde319dda478446963227e7c6eed6fe46a9f3647123ed91214447f5,7c336709e9fb103417ebdc72f331a3c9f638e65d0fa7378bab2f50951808c551,false,false
S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003,GM_RM019,GM_RM019:PV003,236,ACTIVE_WEAK_OR_OCCLUDED,stabilized_roi_xy,R236_BG_01,CLEAR_BACKGROUND,"[450,920,580,1000]",low-response region between unresolved structures,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003\visible_response_reference_review_sar_000236.png,cbd04ade7b150eb463c2e60296a1147cfaab2a1b14cf0b47866a739b9f987292,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,0e1a1111ccde319dda478446963227e7c6eed6fe46a9f3647123ed91214447f5,7c336709e9fb103417ebdc72f331a3c9f638e65d0fa7378bab2f50951808c551,false,false
S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003,GM_RM019,GM_RM019:PV003,267,ACTIVE_WEAK_OR_OCCLUDED,stabilized_roi_xy,R267_MIX_01,MIXED_OR_UNRESOLVED,"[460,790,760,920]",arc-like returns cannot be assigned to the target identity,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003\visible_response_reference_review_sar_000267.png,36a067eda124cae587da7370d02bdd3b38ecd5190df7c8da410852ce8d82b6b9,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,0e1a1111ccde319dda478446963227e7c6eed6fe46a9f3647123ed91214447f5,7c336709e9fb103417ebdc72f331a3c9f638e65d0fa7378bab2f50951808c551,false,false
S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003,GM_RM019,GM_RM019:PV003,267,ACTIVE_WEAK_OR_OCCLUDED,stabilized_roi_xy,R267_MIX_02,MIXED_OR_UNRESOLVED,"[470,1030,650,1200]",persistent near-sensor cluster remains target-unresolved,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003\visible_response_reference_review_sar_000267.png,36a067eda124cae587da7370d02bdd3b38ecd5190df7c8da410852ce8d82b6b9,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,0e1a1111ccde319dda478446963227e7c6eed6fe46a9f3647123ed91214447f5,7c336709e9fb103417ebdc72f331a3c9f638e65d0fa7378bab2f50951808c551,false,false
S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003,GM_RM019,GM_RM019:PV003,267,ACTIVE_WEAK_OR_OCCLUDED,stabilized_roi_xy,R267_BG_01,CLEAR_BACKGROUND,"[580,940,700,1020]",low-texture shell region away from the main unresolved clusters,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003\visible_response_reference_review_sar_000267.png,36a067eda124cae587da7370d02bdd3b38ecd5190df7c8da410852ce8d82b6b9,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,0e1a1111ccde319dda478446963227e7c6eed6fe46a9f3647123ed91214447f5,7c336709e9fb103417ebdc72f331a3c9f638e65d0fa7378bab2f50951808c551,false,false
S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003,GM_RM019,GM_RM019:PV003,299,EXITING,stabilized_roi_xy,R299_MIX_01,MIXED_OR_UNRESOLVED,"[500,780,900,930]",strong lower arcs are persistent background candidates and target-unresolved,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003\visible_response_reference_review_sar_000299.png,a0863daf0bb5efd19d091383edcf1d62f30c46f9350482d26be334e5b3039964,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,0e1a1111ccde319dda478446963227e7c6eed6fe46a9f3647123ed91214447f5,7c336709e9fb103417ebdc72f331a3c9f638e65d0fa7378bab2f50951808c551,false,false
S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003,GM_RM019,GM_RM019:PV003,299,EXITING,stabilized_roi_xy,R299_MIX_02,MIXED_OR_UNRESOLVED,"[650,550,900,720]",multiple faint diagonal structures are not identity-separable,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003\visible_response_reference_review_sar_000299.png,a0863daf0bb5efd19d091383edcf1d62f30c46f9350482d26be334e5b3039964,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,0e1a1111ccde319dda478446963227e7c6eed6fe46a9f3647123ed91214447f5,7c336709e9fb103417ebdc72f331a3c9f638e65d0fa7378bab2f50951808c551,false,false
S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003,GM_RM019,GM_RM019:PV003,299,EXITING,stabilized_roi_xy,R299_BG_01,CLEAR_BACKGROUND,"[950,450,1150,600]",low-response interior of the broad exit shell,directly_reviewed_complete,Codex direct image review,D:\profile\research\workspace\output\oty2_s1d0_20260717\visible_response_reference_review\S1D0-REPLAY-ENTRYEXIT-GM_RM019-PV003\visible_response_reference_review_sar_000299.png,a0863daf0bb5efd19d091383edcf1d62f30c46f9350482d26be334e5b3039964,9a8d3a0963bf8bc109e5bdb2921b9257161563996a001afd1705509f697c6038,0e1a1111ccde319dda478446963227e7c6eed6fe46a9f3647123ed91214447f5,7c336709e9fb103417ebdc72f331a3c9f638e65d0fa7378bab2f50951808c551,false,false
