scene,canonical_vehicle_id,frame_index,lifecycle_state,visibility_state,is_vehicle_in_scene,is_vehicle_visible,is_full_vehicle_visible,is_partially_visible,is_fully_occluded,is_visible_but_unboxed,occlusion_source,entry_or_exit_state,reference_bbox_available,reference_bbox_x1,reference_bbox_y1,reference_bbox_x2,reference_bbox_y2,reference_bbox_origin,reference_subject_description,benchmark_evidence,notes
GM_RM011,GM_RM011:PV001,13,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,169.602,253.026,772.916,597.579,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,14,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,216.216,263.124,795.807,597.319,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,15,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,234.055,276.684,796.445,596.129,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,16,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,242.751,288.467,795.159,596.521,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,17,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,201.261,298.040,783.438,597.029,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,18,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,246.353,303.279,795.362,596.939,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,19,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,248.712,284.470,796.694,596.891,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,20,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,251.774,233.568,796.216,598.160,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,21,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,287.488,162.340,797.633,593.908,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,22,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,323.488,167.704,798.236,593.804,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,23,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,372.806,257.189,798.463,597.132,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,24,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,410.574,367.859,798.564,595.974,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,25,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,442.495,399.534,798.376,595.818,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,26,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,470.967,396.329,798.680,595.476,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,27,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,493.685,378.242,798.715,595.302,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,28,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,520.478,353.742,799.070,595.992,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,29,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,548.813,349.253,799.005,595.054,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,30,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,584.665,376.323,799.152,595.045,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,31,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,621.672,410.190,799.324,594.803,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,32,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,660.590,436.006,799.333,595.379,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,33,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,698.888,442.098,799.475,595.692,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,34,active_visible,partial_visible,true,true,false,true,false,false,none,none,true,730.202,443.685,799.698,597.063,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,35,exiting,partial_visible,true,true,false,true,false,false,none,exit,true,765.718,445.615,799.825,595.423,existing_yolo26l_detection,white compact crossover/SUV; dark window band and patterned interior sunshades,Continuous side-to-front camera sweep; distinct from GV002 and overlaps GV003 at frames 20-35.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,36,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,37,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,38,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,39,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,40,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,41,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,42,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,43,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,44,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,45,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,46,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,47,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,48,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,49,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,50,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,51,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,52,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,53,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,54,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,55,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,56,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,57,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,58,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,59,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,60,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,61,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,62,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,63,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,64,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,65,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,66,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,67,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,68,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,69,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,70,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,71,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,72,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,73,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,74,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,75,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,76,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,77,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,78,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,79,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,80,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,81,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,82,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,83,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,84,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,85,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,86,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,87,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,88,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,89,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,90,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,91,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,92,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,93,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,94,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,95,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,96,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,97,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,98,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,99,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,100,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,101,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,102,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,103,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,104,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,105,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,106,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,107,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,108,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,109,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
GM_RM011,GM_RM011:PV001,110,outside_after_exit,outside,false,false,false,false,false,false,none,none,false,,,,,not_applicable_fully_occluded,,Outside visually confirmed lifecycle.,benchmark_only=true;not_runtime_input=true
