scene,frame_index,detector_source,source_detection_id,bbox,confidence,assigned_canonical_vehicle_id,assignment_status,observation_role,vehicle_completeness,subject_purity,overlapping_vehicle_ids,p1c_observation_id,source_tracker_ids,benchmark_evidence,notes
GM_RM011,5,YOLO26l,GM_RM011_000005_001,"[7.923,233.077,580.078,595.423]",0.834187,GM_RM011:PV001,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,GM_RM011:YOLO26l:GM_RM011_000005_001,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,5,YOLO26l,GM_RM011_000005_002,"[761.942,309.292,799.792,399.685]",0.533003,,non_vehicle,exclude_from_vehicle_identity,not_vehicle,non_vehicle,,,,No overlap with any visually confirmed canonical vehicle in this frame; retained as a detector false-positive reference.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,6,YOLO11l,GM_RM011_000006_001,"[0.451,264.351,675.75,348.426]",0.348934,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,6,YOLO26l,GM_RM011_000006_001,"[14.002,265.071,602.215,597.379]",0.817194,GM_RM011:PV001,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,GM_RM011:YOLO26l:GM_RM011_000006_001,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,7,YOLO11l,GM_RM011_000007_001,"[0.451,308.406,674.502,419.936]",0.427763,GM_RM011:PV001,partial_vehicle_observation,usable_auxiliary_observation,partial_visible_subject,single_vehicle,GM_RM011:PV001,,,Detection matches one canonical vehicle but covers only a partial visible subject region.,normalization_action=keep_duplicate_like_context;suppression_reason=;benchmark_only=true
GM_RM011,7,YOLO11l,GM_RM011_000007_002,"[72.797,307.885,755.341,405.336]",0.303865,GM_RM011:PV001,partial_vehicle_observation,usable_auxiliary_observation,partial_visible_subject,single_vehicle,GM_RM011:PV001,,,Detection matches one canonical vehicle but covers only a partial visible subject region.,normalization_action=keep_block_auto_grouping;suppression_reason=;benchmark_only=true
GM_RM011,7,YOLO11l,GM_RM011_000007_003,"[6.048,308.633,564.248,448.442]",0.285792,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_block_auto_grouping;suppression_reason=;benchmark_only=true
GM_RM011,7,YOLO26l,GM_RM011_000007_001,"[3.265,308.796,581.527,598.024]",0.709510,GM_RM011:PV001,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,GM_RM011:YOLO26l:GM_RM011_000007_001,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,8,YOLO11l,GM_RM011_000008_001,"[0.0,312.191,615.904,475.071]",0.404487,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,YOLO11l:botsort:bs_0007;YOLO11l:bytetrack:bt_0007;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,8,YOLO11l,GM_RM011_000008_002,"[15.474,310.96,702.557,424.038]",0.330079,GM_RM011:PV001,partial_vehicle_observation,usable_auxiliary_observation,partial_visible_subject,single_vehicle,GM_RM011:PV001,,,Detection matches one canonical vehicle but covers only a partial visible subject region.,normalization_action=keep_duplicate_like_context;suppression_reason=;benchmark_only=true
GM_RM011,8,YOLO11l,GM_RM011_000008_003,"[98.45,310.514,783.352,403.392]",0.269461,GM_RM011:PV001,partial_vehicle_observation,usable_auxiliary_observation,partial_visible_subject,single_vehicle,GM_RM011:PV001,,,Detection matches one canonical vehicle but covers only a partial visible subject region.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,8,YOLO26l,GM_RM011_000008_001,"[9.065,309.388,604.393,597.619]",0.870576,GM_RM011:PV001,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,GM_RM011:YOLO26l:GM_RM011_000008_001,YOLO11l:botsort:bs_0007;YOLO11l:bytetrack:bt_0007;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,9,YOLO11l,GM_RM011_000009_001,"[1.766,309.455,673.881,460.416]",0.465671,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,YOLO11l:botsort:bs_0007;YOLO11l:bytetrack:bt_0007;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_duplicate_like_context;suppression_reason=;benchmark_only=true
GM_RM011,9,YOLO11l,GM_RM011_000009_002,"[100.163,306.81,778.137,416.015]",0.337485,GM_RM011:PV001,partial_vehicle_observation,usable_auxiliary_observation,partial_visible_subject,single_vehicle,GM_RM011:PV001,,,Detection matches one canonical vehicle but covers only a partial visible subject region.,normalization_action=keep_duplicate_like_context;suppression_reason=;benchmark_only=true
GM_RM011,9,YOLO26l,GM_RM011_000009_001,"[8.623,306.67,603.278,597.894]",0.844331,GM_RM011:PV001,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,GM_RM011:YOLO26l:GM_RM011_000009_001,YOLO11l:botsort:bs_0007;YOLO11l:bytetrack:bt_0007;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_duplicate_like_context;suppression_reason=;benchmark_only=true
GM_RM011,9,YOLO26l,GM_RM011_000009_002,"[171.231,306.07,774.824,595.842]",0.535341,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_block_auto_grouping;suppression_reason=;benchmark_only=true
GM_RM011,9,YOLO26l,GM_RM011_000009_003,"[43.69,306.41,653.047,597.628]",0.272198,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=suppress_duplicate_like_for_tracking;suppression_reason=high_overlap_near_center_duplicate_like;benchmark_only=true
GM_RM011,10,YOLO11l,GM_RM011_000010_001,"[256.137,286.355,797.509,592.863]",0.370875,GM_RM011:PV001,partial_vehicle_observation,usable_auxiliary_observation,partial_visible_subject,single_vehicle,GM_RM011:PV001,,YOLO26l:botsort:bs_0004;YOLO26l:bytetrack:bt_0004,Detection matches one canonical vehicle but covers only a partial visible subject region.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,10,YOLO11l,GM_RM011_000010_002,"[74.187,288.132,751.056,430.77]",0.311844,GM_RM011:PV001,partial_vehicle_observation,usable_auxiliary_observation,partial_visible_subject,single_vehicle,GM_RM011:PV001,,,Detection matches one canonical vehicle but covers only a partial visible subject region.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,10,YOLO11l,GM_RM011_000010_003,"[2.315,289.335,672.049,470.933]",0.305837,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,YOLO11l:botsort:bs_0007;YOLO11l:bytetrack:bt_0007;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,10,YOLO11l,GM_RM011_000010_004,"[156.666,286.084,800.0,392.823]",0.298547,GM_RM011:PV001,partial_vehicle_observation,usable_auxiliary_observation,partial_visible_subject,single_vehicle,GM_RM011:PV001,,,Detection matches one canonical vehicle but covers only a partial visible subject region.,normalization_action=keep_with_partial_full_context;suppression_reason=;benchmark_only=true
GM_RM011,10,YOLO26l,GM_RM011_000010_001,"[194.812,283.987,785.55,596.387]",0.808237,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,YOLO26l:botsort:bs_0004;YOLO26l:bytetrack:bt_0004,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_duplicate_like_context;suppression_reason=;benchmark_only=true
GM_RM011,10,YOLO26l,GM_RM011_000010_002,"[39.757,289.333,650.536,597.693]",0.615023,GM_RM011:PV001,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,GM_RM011:YOLO26l:GM_RM011_000010_002,YOLO11l:botsort:bs_0007;YOLO11l:bytetrack:bt_0007;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_duplicate_like_context;suppression_reason=;benchmark_only=true
GM_RM011,11,YOLO11l,GM_RM011_000011_001,"[156.675,243.116,800.0,367.87]",0.313157,GM_RM011:PV001,partial_vehicle_observation,usable_auxiliary_observation,partial_visible_subject,single_vehicle,GM_RM011:PV001,,YOLO26l:botsort:bs_0004;YOLO26l:bytetrack:bt_0004,Detection matches one canonical vehicle but covers only a partial visible subject region.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,11,YOLO26l,GM_RM011_000011_001,"[220.837,243.67,793.973,596.883]",0.726842,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,YOLO26l:botsort:bs_0004;YOLO26l:bytetrack:bt_0004,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_duplicate_like_context;suppression_reason=;benchmark_only=true
GM_RM011,11,YOLO26l,GM_RM011_000011_002,"[67.034,239.828,675.419,598.705]",0.629845,GM_RM011:PV001,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,GM_RM011:YOLO26l:GM_RM011_000011_002,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_duplicate_like_context;suppression_reason=;benchmark_only=true
GM_RM011,12,YOLO11l,GM_RM011_000012_001,"[257.144,233.539,797.698,592.016]",0.441188,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,12,YOLO26l,GM_RM011_000012_001,"[118.625,236.026,729.059,598.625]",0.662986,GM_RM011:PV001,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,GM_RM011:YOLO26l:GM_RM011_000012_001,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_duplicate_like_context;suppression_reason=;benchmark_only=true
GM_RM011,12,YOLO26l,GM_RM011_000012_002,"[197.496,232.907,785.86,595.526]",0.613236,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=suppress_duplicate_like_for_tracking;suppression_reason=high_overlap_near_center_duplicate_like;benchmark_only=true
GM_RM011,13,YOLO11l,GM_RM011_000013_001,"[271.148,253.068,798.545,592.976]",0.520802,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,YOLO11l:botsort:bs_0015;YOLO11l:bytetrack:bt_0015;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,13,YOLO26l,GM_RM011_000013_001,"[169.602,253.026,772.916,597.579]",0.790670,GM_RM011:PV001,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,GM_RM011:YOLO26l:GM_RM011_000013_001,YOLO11l:botsort:bs_0015;YOLO11l:bytetrack:bt_0015;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_duplicate_like_context;suppression_reason=;benchmark_only=true
GM_RM011,13,YOLO26l,GM_RM011_000013_002,"[219.792,252.564,794.31,597.805]",0.604419,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=suppress_duplicate_like_for_tracking;suppression_reason=high_overlap_near_center_duplicate_like;benchmark_only=true
GM_RM011,13,YOLO26l,GM_RM011_000013_003,"[22.715,253.859,625.388,597.457]",0.490230,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_block_auto_grouping;suppression_reason=;benchmark_only=true
GM_RM011,14,YOLO11l,GM_RM011_000014_001,"[270.433,265.474,798.507,592.307]",0.421348,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,YOLO11l:botsort:bs_0015;YOLO11l:bytetrack:bt_0015;YOLO26l:botsort:bs_0004;YOLO26l:bytetrack:bt_0001,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
GM_RM011,14,YOLO26l,GM_RM011_000014_001,"[216.216,263.124,795.807,597.319]",0.860781,GM_RM011:PV001,correct_vehicle_observation,preferred_subject_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,GM_RM011:YOLO26l:GM_RM011_000014_001,YOLO11l:botsort:bs_0015;YOLO11l:bytetrack:bt_0015;YOLO26l:botsort:bs_0004;YOLO26l:bytetrack:bt_0001,Highest-quality provenance-preserving observation for this canonical vehicle and frame.,normalization_action=keep_duplicate_like_context;suppression_reason=;benchmark_only=true
GM_RM011,14,YOLO26l,GM_RM011_000014_002,"[84.443,273.314,703.473,598.141]",0.859903,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=suppress_duplicate_like_for_tracking;suppression_reason=high_overlap_near_center_duplicate_like;benchmark_only=true
GM_RM011,15,YOLO11l,GM_RM011_000015_001,"[272.057,277.084,798.659,592.913]",0.598326,GM_RM011:PV001,duplicate_observation_same_vehicle,usable_auxiliary_observation,complete_visible_subject,single_vehicle,GM_RM011:PV001,,YOLO11l:botsort:bs_0015;YOLO11l:bytetrack:bt_0015;YOLO26l:botsort:bs_0004;YOLO26l:bytetrack:bt_0001,Additional same-frame observation of the same canonical vehicle; preserved but not preferred.,normalization_action=keep_without_grouping_context;suppression_reason=;benchmark_only=true
