condition_id,window_id,window_role,scene,canonical_vehicle_id,sar_frame_index,sar_time_sec,sar_gray_path,sar_gray_sha256,optical_left_frame,optical_right_frame,optical_interpolation_ratio,optical_left_path,optical_right_path,optical_bbox_x1,optical_bbox_y1,optical_bbox_x2,optical_bbox_y2,optical_center_x_px,optical_center_y_px,optical_bottom_contact_y_px,optical_width_px,optical_height_px,optical_visibility_state,optical_identity_source,optical_depth_left_path,optical_depth_right_path,optical_depth_median_proxy,optical_depth_mad_proxy,depth_generator_lineage,predicted_theta_deg,theta_half_width_deg,predicted_radius_px,radial_half_width_px,predicted_radius_from_optical_height_px,predicted_radius_from_depth_proxy_px,radial_proxy_disagreement_px,radial_interval_lower_px,radial_interval_upper_px,predicted_center_x_px,predicted_center_y_px,unsigned_axis_center_deg,unsigned_axis_half_width_deg,response_length_min_px,response_length_max_px,response_width_min_px,response_width_max_px,theta_delta_from_previous_deg,radius_delta_from_previous_px,depth_delta_from_previous_proxy,time_mapping_status,calibration_id,calibration_vehicle_role,depends_on_target_reference,deployment_availability,uncertainty_status
S1X-DISCOVERY_GM_RM017_PV002_330_350-000340,DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,340,6.800000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000340.png,5da55b5d6f2448fc56a3529b06529fd2e1347ad0e2657a505092a701d04017f1,163,164,0.200000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000163.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000164.png,226.896800000,305.852400000,499.387800000,404.575400000,363.142300000,355.213900000,404.575400000,272.491000000,98.723000000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000163_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000164_depth.npy,8.871900654,0.077027035,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-7.610165995,8.000000000,296.475990406,234.521474349,167.994109686,424.957871127,256.963761441,61.954516057,530.997464756,1114.737014665,1036.735352807,-7.610165995,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,1.053000994,-1.475758776,-0.045317726,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-DISCOVERY_GM_RM017_PV002_330_350-000341,DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,341,6.820000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000341.png,4dd61956e3be673b20d81281ea8b00c00bb0b74befc89e6d684a7d94e178fb32,163,164,0.680000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000163.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000164.png,237.638720000,305.603760000,511.130520000,404.710760000,374.384620000,355.157260000,404.710760000,273.491800000,99.107000000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000163_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000164_depth.npy,8.915356388,0.075236492,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-6.539417483,8.000000000,295.115632689,237.161348023,163.993878294,426.237387084,262.243508790,57.954284666,532.276980712,1120.390245786,1037.404466134,-6.539417483,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,1.070748512,-1.360357718,0.043455734,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-DISCOVERY_GM_RM017_PV002_330_350-000342,DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,342,6.840000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000342.png,8193debe85b8c95eb43ead02c5b72f0dd9f64766337c909dfe8015ae4681976c,164,165,0.160000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000164.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000165.png,248.588640000,305.363600000,523.298840000,404.832040000,385.943740000,355.097820000,404.832040000,274.710200000,99.468440000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000164_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000165_depth.npy,8.920209522,0.075082455,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-5.438496094,8.000000000,293.304471928,239.115405060,160.228660496,426.380283360,266.151622863,54.189066868,532.419876988,1126.201425229,1038.615835200,-5.438496094,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,1.100921388,-1.811160761,0.004853134,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-DISCOVERY_GM_RM017_PV002_330_350-000343,DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,343,6.860000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000343.png,57ab7f0998b172b170753daa4672c9e80a3bdc3767770bd09c5c10a07341cd6f,164,165,0.640000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000164.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000165.png,259.954560000,305.140400000,536.318360000,404.925160000,398.136460000,355.032780000,404.925160000,276.363800000,99.784760000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000164_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000165_depth.npy,8.847857456,0.078201427,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-4.277228954,8.000000000,290.591705081,239.697828822,156.933469887,424.249940274,267.316470387,50.893876259,530.289533903,1132.326970341,1040.817635376,-4.277228954,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,1.161267141,-2.712766847,-0.072352066,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-DISCOVERY_GM_RM017_PV002_330_350-000344,DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,344,6.880000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000344.png,70e97ee099ad21023391da841f210e5b222c7fdfced5e4324cc130cb558c377c,165,166,0.120000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000165.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000166.png,271.311960000,304.844120000,549.312320000,404.896240000,410.312140000,354.870180000,404.896240000,278.000360000,100.052120000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000165_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000166_depth.npy,8.785968037,0.078011284,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-3.117584748,8.000000000,288.287984706,240.179269554,154.148308781,422.427660632,268.279351851,48.108715152,528.467254260,1138.321379229,1042.738674052,-3.117584748,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,1.159644206,-2.303720374,-0.061889420,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-DISCOVERY_GM_RM017_PV002_330_350-000345,DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,345,6.900000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000345.png,e2e3c37156c7fd5fd9fd4fec450e798f67d965e04449cc009e3481d308c47739,165,166,0.600000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000165.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000166.png,282.643800000,304.328600000,562.229600000,404.501200000,422.436700000,354.414900000,404.501200000,279.585800000,100.172600000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000165_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000166_depth.npy,8.755466557,0.067893791,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-1.962809347,8.000000000,287.211403751,240.357761197,152.893236182,421.529571320,268.636335138,46.853642553,527.569164948,1144.162783826,1043.557111876,-1.962809347,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,1.154775401,-1.076580956,-0.030501480,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-DISCOVERY_GM_RM017_PV002_330_350-000346,DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,346,6.920000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000346.png,c8a02d216175eecde6bf93a8d05fe2eda0a8fa8f1e88aab263d85d8e9c92001c,166,167,0.080000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000166.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000167.png,294.011800000,303.718040000,575.145840000,404.054000000,434.578820000,353.886020000,404.054000000,281.134040000,100.335960000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000166_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000167_depth.npy,8.674068279,0.058589401,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-0.806361485,8.000000000,285.162170780,240.010293332,151.191471077,419.132870483,267.941399406,45.151877449,525.172464112,1149.986856224,1045.466069502,-0.806361485,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,1.156447862,-2.049232970,-0.081398277,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-DISCOVERY_GM_RM017_PV002_330_350-000347,DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,347,6.940000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000347.png,d6b0e0ffae5a8b378210a59af926544d6d4bcfc67d4d48e3fa9e26d7550e02a1,166,167,0.560000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000166.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000167.png,305.560600000,302.632280000,588.056880000,403.346000000,446.808740000,352.989140000,403.346000000,282.496280000,100.713720000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000166_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000167_depth.npy,8.338186016,0.053350525,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,0.358448682,8.000000000,278.249677736,237.033027919,147.256243445,409.243112027,261.986868582,41.216649817,515.282705656,1155.740749155,1052.355767440,0.358448682,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,1.164810168,-6.912493044,-0.335882263,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-DISCOVERY_GM_RM017_PV002_330_350-000348,DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,348,6.960000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000348.png,cc6292f913fa29b3b93588410615bc0ba7f2d756c43f88f5963854ac55bc5c03,167,168,0.040000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000167.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000168.png,317.095080000,301.602440000,600.988680000,402.690240000,459.041880000,352.146340000,402.690240000,283.893600000,101.087800000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000167_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000168_depth.npy,8.036458206,0.050200691,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,1.523565532,8.000000000,271.859176418,234.539418682,143.359351364,400.359001473,256.999650108,37.319757736,506.398595101,1161.228219310,1058.836932884,1.523565532,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,1.165116849,-6.390501318,-0.301727810,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-DISCOVERY_GM_RM017_PV002_330_350-000349,DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,349,6.980000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000349.png,18e5d748568145dedf6c44a2692be6fe07e2dccf20106ac517f7809ccdf9b4aa,167,168,0.520000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000167.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000168.png,328.472040000,301.187720000,614.148840000,402.609120000,471.310440000,351.898420000,402.609120000,285.676800000,101.421400000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000167_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000168_depth.npy,8.110429382,0.070030327,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,2.692055876,8.000000000,271.210584088,237.366027374,139.884150343,402.537017834,262.652867492,33.844556714,508.576611463,1166.738205982,1059.688724801,2.692055876,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,1.168490344,-0.648592330,0.073971176,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-DISCOVERY_GM_RM017_PV002_330_350-000350,DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,350,7.000000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000350.png,0aedba982de4ba28e7eb93c947e231ce126e237fe0db142842067a310717bcb6,168,168,0.000000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000168.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000168.png,339.849000000,300.773000000,627.309000000,402.528000000,483.579000000,351.650500000,402.528000000,287.460000000,101.755000000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000168_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000168_depth.npy,8.184400558,0.089859962,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,3.860546220,8.000000000,270.561991758,240.192636066,136.408949321,404.715034196,268.306084875,30.369355693,510.754627824,1172.216471059,1060.651946541,3.860546220,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,1.168490344,-0.648592330,0.073971176,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000338,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,338,6.760000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000338.png,ea225e5d6847b6bf2ee3e78f0987133f77545b5ae15fbdd2c7f20d1b189acc7c,162,163,0.240000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000162.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000163.png,25.594320000,302.314600000,242.605640000,394.616880000,134.099980000,348.465740000,394.616880000,217.011320000,92.302280000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000162_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000163_depth.npy,11.173477936,0.109618187,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-29.424766842,8.000000000,363.803136471,234.962251398,234.880478702,492.725794241,257.845315539,128.840885074,598.765387869,975.270685546,1013.726911428,-29.424766842,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.000000000,0.000000000,0.000000000,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000339,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,339,6.780000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000339.png,8ae582021a307235ed55d78312bfc5c905c930a455726e9f9840c5b39e7b75cd,162,163,0.720000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000162.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000163.png,33.294960000,301.541800000,250.482920000,393.914640000,141.888940000,347.728220000,393.914640000,217.187960000,92.372840000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000162_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000163_depth.npy,11.028822327,0.115420341,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-28.682925537,8.000000000,361.305986484,233.200143929,234.145436184,488.466536785,254.321100601,128.105842555,594.506130414,980.586826610,1013.630147862,-28.682925537,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.741841304,-2.497149987,-0.144655609,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000340,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,340,6.800000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000340.png,5da55b5d6f2448fc56a3529b06529fd2e1347ad0e2657a505092a701d04017f1,163,164,0.200000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000163.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000164.png,40.976000000,301.037600000,258.402000000,393.422600000,149.689000000,347.230100000,393.422600000,217.426000000,92.385000000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000163_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000164_depth.npy,10.950315094,0.111087990,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-27.940027039,8.000000000,360.086861205,232.107692644,234.018762190,486.154960220,252.136198031,127.979168561,592.194553849,985.282344750,1012.485397349,-27.940027039,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.742898498,-1.219125279,-0.078507233,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000341,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,341,6.820000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000341.png,4dd61956e3be673b20d81281ea8b00c00bb0b74befc89e6d684a7d94e178fb32,163,164,0.680000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000163.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000164.png,48.629600000,300.909440000,266.379600000,393.224840000,157.504600000,347.067140000,393.224840000,217.750000000,92.315400000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000163_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000164_depth.npy,10.964415588,0.092567329,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-27.195648471,8.000000000,360.656970516,231.952760015,234.743804130,486.570136902,251.826332773,128.704210501,592.609730531,989.168809199,1009.813265672,-27.195648471,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.744378569,0.570109311,0.014100494,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000342,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,342,6.840000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000342.png,8193debe85b8c95eb43ead02c5b72f0dd9f64766337c909dfe8015ae4681976c,164,165,0.160000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000164.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000165.png,56.469120000,300.807520000,274.483600000,393.172680000,165.476360000,346.990100000,393.172680000,218.014480000,92.365160000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000164_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000165_depth.npy,10.962160873,0.081985054,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-26.436396807,8.000000000,360.364594805,232.178747622,234.225440812,486.503748799,252.278307987,128.185847183,592.543342427,993.564210280,1007.919045238,-26.436396807,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.759251663,-0.292375711,-0.002254715,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000343,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,343,6.860000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000343.png,57ab7f0998b172b170753daa4672c9e80a3bdc3767770bd09c5c10a07341cd6f,164,165,0.640000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000164.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000165.png,64.680480000,300.758080000,282.840400000,393.411720000,173.760440000,347.084900000,393.411720000,218.159920000,92.653640000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000164_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000165_depth.npy,10.927195740,0.087279549,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-25.647398955,8.000000000,358.347249052,233.166575702,231.220266979,485.474231125,254.253964146,125.180673350,591.513824753,998.895966091,1007.558997079,-25.647398955,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.788997852,-2.017345754,-0.034965134,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
S1X-REPLAY_GM_RM017_PV003_338_391-000344,REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,344,6.880000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000344.png,70e97ee099ad21023391da841f210e5b222c7fdfced5e4324cc130cb558c377c,165,166,0.120000000,D:\profile\research\data\GM_RM017\GM_RM017_frames\000165.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000166.png,72.728400000,300.593920000,291.288280000,393.470640000,182.008340000,347.032280000,393.470640000,218.559880000,92.876720000,full_visible,P1E_CANONICAL_OPTICAL_BENCHMARK_NOT_RUNTIME_OUTPUT,D:\profile\research\data\GM_RM017\GM_RM017_depth\000165_depth.npy,D:\profile\research\data\GM_RM017\GM_RM017_depth\000166_depth.npy,10.898883572,0.088481808,UNRESOLVED_DERIVED_OPTICAL_SIDECAR,-24.861846982,8.000000000,356.768493368,233.911704442,228.896382554,484.640604182,255.744221628,122.856788926,590.680197811,1004.003207521,1006.895319610,-24.861846982,35.000000000,60.000000000,300.000000000,18.000000000,150.000000000,0.785551973,-1.578755683,-0.028312168,UNFROZEN_COMMON_START_ASSUMPTION_FPS_CONFIRMED_FROM_SOURCE_MP4_METADATA,OTY2-S1X-independent-calibration-v1,independent_calibration_only_not_discovery_or_replay,false,RESEARCH_PROXY_P1E_AND_SINGLE_VEHICLE_CALIBRATION,EXPLICIT_INTERVAL_NOT_POINT_TRUTH
