window_id,window_role,scene,canonical_vehicle_id,sar_frame_index,optical_left_frame,optical_right_frame,optical_visibility_state,transport_pair_dx_px,transport_pair_dy_px,transport_cumulative_dx_px,transport_cumulative_dy_px,transport_response,transport_method,transport_usable_tile_count,optical_only_condition_shell_area_px,per_frame_independent_support_area_px,joint_temporal_support_area_px,temporally_maintained_weak_area_px,background_excluded_area_px,mixed_or_unresolved_area_px,frame_background_median,frame_background_mad,accepted_local_component_count,background_connected_component_count,per_frame_response_state,target_reference_used_for_inference,candidate_bank_generated,ranking_or_weighted_score_used,unique_box_generated,frozen_npz_path
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,340,163,164,full_visible,6.333538265,-0.101608780,62.329673091,-0.899933773,0.776969030,MULTI_TILE_PHASE_MEDIAN,10,38835,2201,2325,133,0,566,54.000000000,5.000000000,16,5,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\DISCOVERY_GM_RM017_PV002_330_350\frozen_inference_masks.npz
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,341,163,164,full_visible,6.553660282,0.101788832,68.883333373,-0.798144941,0.766183109,MULTI_TILE_PHASE_MEDIAN,10,39088,2147,2258,107,0,563,53.000000000,5.000000000,20,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\DISCOVERY_GM_RM017_PV002_330_350\frozen_inference_masks.npz
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,342,164,165,full_visible,6.460239829,0.040900957,75.343573202,-0.757243985,0.764578542,MULTI_TILE_PHASE_MEDIAN,10,39162,2524,2620,88,0,542,53.000000000,5.000000000,23,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\DISCOVERY_GM_RM017_PV002_330_350\frozen_inference_masks.npz
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,343,164,165,full_visible,6.323066594,0.129170568,81.666639796,-0.628073417,0.777642370,MULTI_TILE_PHASE_MEDIAN,10,38900,3727,3761,35,0,521,53.000000000,4.000000000,33,3,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\DISCOVERY_GM_RM017_PV002_330_350\frozen_inference_masks.npz
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,344,165,166,full_visible,6.005971522,0.374593479,87.672611318,-0.253479937,0.803650458,MULTI_TILE_PHASE_MEDIAN,10,38663,2695,2786,84,0,496,51.000000000,5.000000000,22,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\DISCOVERY_GM_RM017_PV002_330_350\frozen_inference_masks.npz
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,345,165,166,full_visible,6.313724250,-0.157445417,93.986335569,-0.410925354,0.836812397,MULTI_TILE_PHASE_MEDIAN,10,38544,2796,2880,89,0,462,53.000000000,5.000000000,21,2,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\DISCOVERY_GM_RM017_PV002_330_350\frozen_inference_masks.npz
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,346,166,167,full_visible,5.861153730,-0.286658597,99.847489298,-0.697583951,0.769678035,MULTI_TILE_PHASE_MEDIAN,10,38227,2486,2602,115,0,434,53.000000000,5.000000000,18,3,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\DISCOVERY_GM_RM017_PV002_330_350\frozen_inference_masks.npz
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,347,166,167,full_visible,6.520243706,-0.021726236,106.367733004,-0.719310187,0.715821723,MULTI_TILE_PHASE_MEDIAN,10,36834,3032,3081,49,0,415,51.000000000,4.000000000,28,7,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\DISCOVERY_GM_RM017_PV002_330_350\frozen_inference_masks.npz
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,348,167,168,full_visible,6.560962665,-0.007425082,112.928695669,-0.726735269,0.713471849,MULTI_TILE_PHASE_MEDIAN,10,35605,1892,2072,172,0,369,50.000000000,5.000000000,13,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\DISCOVERY_GM_RM017_PV002_330_350\frozen_inference_masks.npz
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,349,167,168,full_visible,6.912509275,0.080103239,119.841204944,-0.646632030,0.710673160,MULTI_TILE_PHASE_MEDIAN,10,35939,1651,2008,359,0,383,50.000000000,5.000000000,12,3,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\DISCOVERY_GM_RM017_PV002_330_350\frozen_inference_masks.npz
DISCOVERY_GM_RM017_PV002_330_350,discovery,GM_RM017,GM_RM017:PV002,350,168,168,full_visible,6.675240027,-0.095719218,126.516444971,-0.742351248,0.734863260,MULTI_TILE_PHASE_MEDIAN,10,36300,2031,2237,212,0,401,49.000000000,4.000000000,24,3,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\DISCOVERY_GM_RM017_PV002_330_350\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,338,162,163,full_visible,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,REFERENCE_FRAME,0,47743,821,1145,315,0,83,45.000000000,5.000000000,9,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,339,162,163,full_visible,6.164324378,0.085847564,6.164324378,0.085847564,0.720313623,MULTI_TILE_PHASE_MEDIAN,10,47061,967,1270,290,0,83,52.000000000,5.000000000,4,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,340,163,164,full_visible,6.333538265,-0.101608780,12.497862643,-0.015761215,0.776969030,MULTI_TILE_PHASE_MEDIAN,10,46676,1127,1375,240,0,85,54.000000000,5.000000000,3,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,341,163,164,full_visible,6.553660282,0.101788832,19.051522925,0.086027616,0.766183109,MULTI_TILE_PHASE_MEDIAN,10,46717,1089,1354,259,0,88,52.000000000,5.000000000,7,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,342,164,165,full_visible,6.460239829,0.040900957,25.511762754,0.126928573,0.764578542,MULTI_TILE_PHASE_MEDIAN,10,46743,1103,1371,265,0,90,53.000000000,5.000000000,2,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,343,164,165,full_visible,6.323066594,0.129170568,31.834829348,0.256099141,0.777642370,MULTI_TILE_PHASE_MEDIAN,10,46664,1132,1398,272,0,98,52.000000000,5.000000000,5,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,344,165,166,full_visible,6.005971522,0.374593479,37.840800870,0.630692620,0.803650458,MULTI_TILE_PHASE_MEDIAN,10,46609,1080,1391,301,0,103,51.000000000,5.000000000,3,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,345,165,166,full_visible,6.313724250,-0.157445417,44.154525121,0.473247203,0.836812397,MULTI_TILE_PHASE_MEDIAN,10,46580,1169,1395,228,0,104,53.000000000,5.000000000,4,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,346,166,167,full_visible,5.861153730,-0.286658597,50.015678850,0.186588606,0.769678035,MULTI_TILE_PHASE_MEDIAN,10,46301,820,1188,360,0,104,53.000000000,6.000000000,6,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,347,166,167,full_visible,6.520243706,-0.021726236,56.535922556,0.164862371,0.715821723,MULTI_TILE_PHASE_MEDIAN,10,44811,1151,1392,236,0,104,51.000000000,5.000000000,3,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,348,167,168,full_visible,6.560962665,-0.007425082,63.096885221,0.157437289,0.713471849,MULTI_TILE_PHASE_MEDIAN,10,43513,1095,1293,211,0,104,50.000000000,5.000000000,4,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,349,167,168,full_visible,6.912509275,0.080103239,70.009394496,0.237540528,0.710673160,MULTI_TILE_PHASE_MEDIAN,10,44067,1037,1284,255,0,104,51.000000000,5.000000000,1,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,350,168,168,full_visible,6.675240027,-0.095719218,76.684634523,0.141821310,0.734863260,MULTI_TILE_PHASE_MEDIAN,10,44614,1009,1282,266,0,104,49.000000000,5.000000000,2,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,351,168,169,full_visible,6.330165513,-0.284943003,83.014800035,-0.143121693,0.747488162,MULTI_TILE_PHASE_MEDIAN,10,45296,1025,1289,260,0,104,50.000000000,5.000000000,2,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,352,168,169,full_visible,6.314706833,-0.162287801,89.329506868,-0.305409494,0.795743562,MULTI_TILE_PHASE_MEDIAN,10,45966,1613,1762,149,0,104,49.000000000,4.000000000,6,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,353,169,170,full_visible,5.794488794,-0.261782749,95.123995662,-0.567192243,0.759042917,MULTI_TILE_PHASE_MEDIAN,9,45612,1651,1792,140,0,104,49.000000000,4.000000000,5,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,354,169,170,full_visible,6.145158298,-0.662850526,101.269153959,-1.230042769,0.636807857,MULTI_TILE_PHASE_MEDIAN,10,45162,1593,1753,148,0,104,48.000000000,4.000000000,8,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,355,170,171,full_visible,5.729480306,-0.187426703,106.998634266,-1.417469472,0.760728706,MULTI_TILE_PHASE_MEDIAN,10,44409,1143,1373,229,0,104,51.000000000,5.000000000,2,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,356,170,171,full_visible,6.167090527,-0.038848377,113.165724792,-1.456317850,0.762609267,MULTI_TILE_PHASE_MEDIAN,10,43583,1504,1641,139,0,104,47.000000000,4.000000000,8,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,357,171,172,full_visible,6.819744734,0.106250900,119.985469526,-1.350066950,0.672653848,MULTI_TILE_PHASE_MEDIAN,10,41675,1188,1406,214,0,104,49.000000000,5.000000000,4,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,358,171,172,full_visible,6.464571717,0.576711289,126.450041243,-0.773355660,0.749902253,MULTI_TILE_PHASE_MEDIAN,10,39457,1476,1602,132,0,75,49.000000000,4.000000000,2,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,359,172,173,full_visible,6.203604046,0.046996158,132.653645289,-0.726359502,0.906552459,MULTI_TILE_PHASE_MEDIAN,10,39526,1765,1833,80,0,99,50.000000000,4.000000000,4,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,360,172,173,full_visible,5.751430436,-0.083673821,138.405075725,-0.810033323,0.805378243,MULTI_TILE_PHASE_MEDIAN,9,40740,1597,1708,101,0,104,46.000000000,4.000000000,4,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,361,173,174,full_visible,6.206609588,0.027849997,144.611685312,-0.782183326,0.745803921,MULTI_TILE_PHASE_MEDIAN,10,41314,1649,1704,59,0,104,43.000000000,4.000000000,3,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,362,173,174,full_visible,6.141200727,-0.100398305,150.752886040,-0.882581631,0.752018439,MULTI_TILE_PHASE_MEDIAN,10,41420,1723,1775,67,0,104,44.000000000,4.000000000,7,2,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,363,174,175,full_visible,6.330331159,-0.127729190,157.083217199,-1.010310821,0.778671392,MULTI_TILE_PHASE_MEDIAN,10,41449,1529,1644,114,0,104,45.000000000,5.000000000,4,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,364,174,175,full_visible,6.679401740,0.138741138,163.762618939,-0.871569682,0.727175331,MULTI_TILE_PHASE_MEDIAN,10,41430,2089,2127,38,0,104,43.000000000,4.000000000,6,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,365,175,176,full_visible,6.684319985,-0.106008277,170.446938924,-0.977577959,0.695055253,MULTI_TILE_PHASE_MEDIAN,10,41229,2343,2349,17,0,104,44.000000000,4.000000000,9,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,366,175,176,full_visible,6.537925519,-0.011155016,176.984864443,-0.988732975,0.763516786,MULTI_TILE_PHASE_MEDIAN,10,40804,1740,1836,97,0,104,44.000000000,5.000000000,2,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,367,176,177,full_visible,7.013696659,0.089610756,183.998561102,-0.899122220,0.671141771,MULTI_TILE_PHASE_MEDIAN,10,40653,1705,1793,97,0,104,44.000000000,5.000000000,3,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,368,176,177,full_visible,6.143774866,-0.003851452,190.142335968,-0.902973671,0.739753764,MULTI_TILE_PHASE_MEDIAN,10,41068,1738,1823,85,0,104,44.000000000,5.000000000,5,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,369,177,178,full_visible,6.129549327,-0.465365257,196.271885294,-1.368338928,0.821725035,MULTI_TILE_PHASE_MEDIAN,10,41225,2162,2171,17,0,104,46.000000000,4.000000000,9,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,370,177,178,full_visible,5.860224984,-0.471674961,202.132110279,-1.840013889,0.662973921,MULTI_TILE_PHASE_MEDIAN,10,40603,1736,1850,107,0,104,46.000000000,5.000000000,4,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,371,178,179,full_visible,6.536104600,-0.092398749,208.668214879,-1.932412637,0.786306668,MULTI_TILE_PHASE_MEDIAN,10,40131,2300,2345,45,0,104,47.000000000,4.000000000,11,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,372,178,179,full_visible,5.953616321,0.084774047,214.621831199,-1.847638591,0.811404901,MULTI_TILE_PHASE_MEDIAN,10,40345,2040,2093,66,0,104,50.000000000,5.000000000,8,0,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
REPLAY_GM_RM017_PV003_338_391,frozen_rule_replay,GM_RM017,GM_RM017:PV003,373,179,180,full_visible,6.391499165,-0.207249801,221.013330364,-2.054888391,0.742186852,MULTI_TILE_PHASE_MEDIAN,10,40494,1731,1876,137,0,104,45.000000000,5.000000000,5,1,PERSISTENT_VISIBLE_RESPONSE,false,false,false,false,D:\profile\research\workspace\output\oty2_s1x_20260717\REPLAY_GM_RM017_PV003_338_391\frozen_inference_masks.npz
