scene,canonical_vehicle_id,benchmark_role,optical_frame_index,sar_frame_index,sar_gt_id,s1l_research_role,selected_for_future_s1l,selection_status,optical_pose_group,sar_theta_center_deg,sar_theta_width_deg,sar_radius_px,gt_valid_mask_fraction,direct_neighbor_gt_competition,mapping_anchor_eligibility,exclusion_or_diagnostic_reason
GM_RM011,GM_RM011:PV001,development,5,11,GM_RM011|000011|GM_RM011|000011.png|000005.png|1|O1:car:0.84,optical_partial_diagnostic,false,candidate_only_s1l_not_started,left_side_dominant,-3.615453,100.726353975,84.967,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,6,12,GM_RM011|000012|GM_RM011|000012.png|000006.png|1|O1:car:0.21,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-2.977043,101.749904600,83.911,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,6,12,GM_RM011|000012|GM_RM011|000012.png|000006.png|2|O2:car:0.76,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-1.068309,98.370076357,87.050,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,6,13,GM_RM011|000013|GM_RM011|000013.png|000006.png|1|O1:car:0.21,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-1.521112,99.281290933,88.829,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,6,13,GM_RM011|000013|GM_RM011|000013.png|000006.png|2|O2:car:0.76,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-1.106438,104.506416386,84.051,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,7,14,GM_RM011|000014|GM_RM011|000014.png|000007.png|1|O1:car:0.76,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-1.631283,102.400342137,82.832,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,7,14,GM_RM011|000014|GM_RM011|000014.png|000007.png|2|O2:car:0.31,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-1.119759,105.614400043,83.051,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,7,15,GM_RM011|000015|GM_RM011|000015.png|000007.png|1|O1:car:0.76,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-1.631283,102.400342137,82.832,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,7,15,GM_RM011|000015|GM_RM011|000015.png|000007.png|2|O2:car:0.31,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-1.119759,105.614400043,83.051,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,8,16,GM_RM011|000016|GM_RM011|000016.png|000008.png|1|O1:car:0.36,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,1.164221,104.538852234,80.815,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,8,16,GM_RM011|000016|GM_RM011|000016.png|000008.png|2|O2:car:0.72,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,0.961649,107.470377856,82.047,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,8,17,GM_RM011|000017|gm_rm011_00013,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,0.185217,100.697418585,86.616,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,8,17,GM_RM011|000017|GM_RM011|000017.png|000008.png|1|O1:car:0.36,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,1.872838,104.456666944,80.841,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,8,17,GM_RM011|000017|GM_RM011|000017.png|000008.png|2|O2:car:0.72,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,1.659706,107.408390041,82.069,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,9,18,GM_RM011|000018|GM_RM011|000018.png|000009.png|1|O1:car:0.66,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,6.722760,105.192560026,82.364,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,9,18,GM_RM011|000018|GM_RM011|000018.png|000009.png|2|O2:car:0.51,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,8.579769,106.036630689,82.963,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,9,19,GM_RM011|000019|gm_rm011_00014,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,5.084879,108.686977616,79.881,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,9,19,GM_RM011|000019|GM_RM011|000019.png|000009.png|1|O1:car:0.66,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,8.892643,105.174618258,81.781,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,9,19,GM_RM011|000019|GM_RM011|000019.png|000009.png|2|O2:car:0.51,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,8.684042,107.186298988,81.975,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,10,20,GM_RM011|000020|GM_RM011|000020.png|000010.png|1|O1:car:0.65,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,9.583482,104.917207145,81.942,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,10,20,GM_RM011|000020|GM_RM011|000020.png|000010.png|2|O2:car:0.45,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,8.684042,107.186298988,81.975,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,10,21,GM_RM011|000021|gm_rm011_00015,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,12.752155,104.399242503,84.504,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,10,21,GM_RM011|000021|GM_RM011|000021.png|000010.png|1|O1:car:0.65,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,10.956576,104.343938837,82.298,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,10,21,GM_RM011|000021|GM_RM011|000021.png|000010.png|2|O2:car:0.45,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,9.373670,106.950936449,82.132,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,11,22,GM_RM011|000022|GM_RM011|000022.png|000011.png|1|O1:car:0.47,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,11.638476,104.027601245,82.494,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,11,22,GM_RM011|000022|GM_RM011|000022.png|000011.png|2|O2:car:0.65,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,10.183655,107.866722568,81.316,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,11,23,GM_RM011|000023|gm_rm011_00016,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,8.961796,104.379268459,81.129,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,11,23,GM_RM011|000023|GM_RM011|000023.png|000011.png|1|O1:car:0.47,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,10.148574,103.491357824,83.098,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,11,23,GM_RM011|000023|GM_RM011|000023.png|000011.png|2|O2:car:0.65,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,10.183655,107.866722568,81.316,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,12,24,GM_RM011|000024|GM_RM011|000024.png|000012.png|1|O1:car:0.63,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,10.956576,104.343938837,82.298,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,12,24,GM_RM011|000024|GM_RM011|000024.png|000012.png|2|O2:car:0.39,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,10.183655,107.866722568,81.316,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,12,25,GM_RM011|000025|gm_rm011_00017,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,12.063179,102.781614776,83.511,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,12,25,GM_RM011|000025|GM_RM011|000025.png|000012.png|1|O1:car:0.63,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,10.956576,104.343938837,82.298,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,12,25,GM_RM011|000025|GM_RM011|000025.png|000012.png|2|O2:car:0.39,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,10.060568,106.696879610,82.300,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,12,26,GM_RM011|000026|GM_RM011|000026.png|000012.png|1|O1:car:0.63,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,10.271520,104.640392926,82.114,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,12,26,GM_RM011|000026|GM_RM011|000026.png|000012.png|2|O2:car:0.39,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,10.060568,103.468084205,82.300,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,13,27,GM_RM011|000027|gm_rm011_00018,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,10.840667,104.347339008,82.875,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,13,27,GM_RM011|000027|GM_RM011|000027.png|000013.png|1|O1:car:0.63,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,10.825814,100.430846580,83.280,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,13,28,GM_RM011|000028|GM_RM011|000028.png|000013.png|1|O1:car:0.63,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,12.838593,98.608532010,83.895,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,14,29,GM_RM011|000029|gm_rm011_00019,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,13.271962,101.080632390,84.622,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,14,29,GM_RM011|000029|GM_RM011|000029.png|000014.png|1|O1:car:0.69,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,12.170986,99.057996538,83.679,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,14,30,GM_RM011|000030|GM_RM011|000030.png|000014.png|1|O1:car:0.69,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,11.364749,98.292197883,84.454,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,15,31,GM_RM011|000031|gm_rm011_00020,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,13.651488,94.936595775,86.321,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,15,31,GM_RM011|000031|GM_RM011|000031.png|000015.png|1|O1:car:0.56,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,12.170986,98.670061436,83.679,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,15,32,GM_RM011|000032|GM_RM011|000032.png|000015.png|1|O1:car:0.56,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,12.838593,98.110774857,83.895,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,16,33,GM_RM011|000033|GM_RM011|000033.png|000016.png|1|O1:car:0.88,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,14.481005,92.137512242,86.548,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,16,34,GM_RM011|000034|GM_RM011|000034.png|000016.png|1|O1:car:0.88,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,15.755396,91.196148893,87.069,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,17,35,GM_RM011|000035|gm_rm011_00021,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,20.397744,91.979652926,86.419,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,17,35,GM_RM011|000035|GM_RM011|000035.png|000017.png|1|O1:car:0.88,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,20.914806,80.328411636,88.638,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,17,36,GM_RM011|000036|GM_RM011|000036.png|000017.png|1|O1:car:0.88,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,23.466685,79.896170314,86.993,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV001,development,28,58,GM_RM011|000058|gm_rm011_00031,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,44.755960,61.889811822,121.357,1.000000000,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable
GM_RM011,GM_RM011:PV003,heldout_validation,28,58,GM_RM011|000058|frameadd_gm_rm011_000028_000058_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-24.805941,61.995998397,141.489,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV003,heldout_validation,35,73,GM_RM011|000073|gm_rm011_00041,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-14.894421,68.815072770,132.284,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV005,development,117,244,GM_RM011|000244|gm_rm011_00098,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,16.985069,52.164295842,133.040,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV006,development,117,244,GM_RM011|000244|frameadd_gm_rm011_000117_000244_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-16.511624,60.097677670,131.392,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV007,development,117,244,GM_RM011|000244|frameadd_gm_rm011_000117_000244_02,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-41.025713,49.383240615,162.359,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV007,development,123,256,GM_RM011|000256|gm_rm011_00110,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-30.032524,51.835055728,142.360,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV005,development,123,256,GM_RM011|000256|frameadd_gm_rm011_000123_000256_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,35.207931,55.973637250,155.592,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV006,development,123,256,GM_RM011|000256|frameadd_gm_rm011_000123_000256_02,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,0.355676,75.820435779,126.456,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV005,development,125,260,GM_RM011|000260|gm_rm011_00114,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,35.897881,54.442025661,162.426,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV007,development,125,260,GM_RM011|000260|frameadd_gm_rm011_000125_000260_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-24.190281,58.802892462,139.672,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV006,development,125,260,GM_RM011|000260|frameadd_gm_rm011_000125_000260_02,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,6.213626,77.415092111,130.179,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV008,heldout_validation,135,281,GM_RM011|000281|gm_rm011_00126,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,-23.472317,46.215700417,169.719,1.000000000,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM011,GM_RM011:PV007,development,135,281,GM_RM011|000281|frameadd_gm_rm011_000135_000281_01,optical_partial_diagnostic,false,candidate_only_s1l_not_started,pose_unstable,2.505939,72.650619231,136.542,1.000000000,true,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
