scene,frame_index,observation_alternative_cluster,detection_id,detector_source,source_detection_id,bbox,confidence,class,normalized_or_raw,image_path,feature_reference,existing_tracker_ids,cluster_size,selected_as_primary,selection_status,audit_notes
GM_RM011,2,GM_RM011:F002:ALT002,GM_RM011:YOLO11l:GM_RM011_000002_002,YOLO11l,GM_RM011_000002_002,"[176.402,278.54,726.892,593.971]",0.375008,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000002.png,,"[""YOLO11l:botsort:bs_0002"",""YOLO11l:bytetrack:bt_0002"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
GM_RM011,2,GM_RM011:F002:ALT002,GM_RM011:YOLO26l:GM_RM011_000002_001,YOLO26l,GM_RM011_000002_001,"[3.295,279.753,519.276,596.977]",0.933461,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000002.png,GM_RM011__frame_2__det_ignored_GM_RM011_000002_001__row_000005,"[""YOLO11l:botsort:bs_0002"",""YOLO11l:bytetrack:bt_0002"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,true,selected,
GM_RM011,3,GM_RM011:F003:ALT001,GM_RM011:YOLO11l:GM_RM011_000003_001,YOLO11l,GM_RM011_000003_001,"[735.242,300.056,799.701,436.991]",0.852833,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000003.png,,"[""YOLO11l:botsort:bs_0001"",""YOLO11l:bytetrack:bt_0001"",""YOLO26l:botsort:bs_0002"",""YOLO26l:bytetrack:bt_0002""]",2,false,retained_unselected,
GM_RM011,3,GM_RM011:F003:ALT001,GM_RM011:YOLO26l:GM_RM011_000003_002,YOLO26l,GM_RM011_000003_002,"[735.832,299.045,799.7,434.54]",0.848637,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000003.png,GM_RM011__frame_3__det_ignored_GM_RM011_000003_002__row_000008,"[""YOLO11l:botsort:bs_0001"",""YOLO11l:bytetrack:bt_0001"",""YOLO26l:botsort:bs_0002"",""YOLO26l:bytetrack:bt_0002""]",2,true,selected,
GM_RM011,3,GM_RM011:F003:ALT002,GM_RM011:YOLO11l:GM_RM011_000003_002,YOLO11l,GM_RM011_000003_002,"[179.195,239.614,745.663,593.12]",0.280512,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000003.png,,"[""YOLO11l:botsort:bs_0002"",""YOLO11l:bytetrack:bt_0002"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
GM_RM011,3,GM_RM011:F003:ALT002,GM_RM011:YOLO26l:GM_RM011_000003_001,YOLO26l,GM_RM011_000003_001,"[2.344,242.918,525.607,597.111]",0.92268,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000003.png,GM_RM011__frame_3__det_ignored_GM_RM011_000003_001__row_000007,"[""YOLO11l:botsort:bs_0002"",""YOLO11l:bytetrack:bt_0002"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,true,selected,
GM_RM011,4,GM_RM011:F004:ALT001,GM_RM011:YOLO11l:GM_RM011_000004_001,YOLO11l,GM_RM011_000004_001,"[740.427,261.288,799.705,414.666]",0.743659,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000004.png,,"[""YOLO11l:botsort:bs_0001"",""YOLO11l:bytetrack:bt_0001"",""YOLO26l:botsort:bs_0002"",""YOLO26l:bytetrack:bt_0002""]",2,false,retained_unselected,
GM_RM011,4,GM_RM011:F004:ALT001,GM_RM011:YOLO26l:GM_RM011_000004_002,YOLO26l,GM_RM011_000004_002,"[740.317,261.573,799.713,413.463]",0.746585,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000004.png,GM_RM011__frame_4__det_ignored_GM_RM011_000004_002__row_000010,"[""YOLO11l:botsort:bs_0001"",""YOLO11l:bytetrack:bt_0001"",""YOLO26l:botsort:bs_0002"",""YOLO26l:bytetrack:bt_0002""]",2,true,selected,
GM_RM011,4,GM_RM011:F004:ALT002,GM_RM011:YOLO11l:GM_RM011_000004_002,YOLO11l,GM_RM011_000004_002,"[257.46,196.775,795.068,594.446]",0.327188,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000004.png,,"[""YOLO11l:botsort:bs_0002"",""YOLO11l:bytetrack:bt_0002""]",1,false,retained_unselected,
GM_RM011,4,GM_RM011:F004:ALT003,GM_RM011:YOLO26l:GM_RM011_000004_001,YOLO26l,GM_RM011_000004_001,"[3.366,199.798,559.398,594.92]",0.889553,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000004.png,GM_RM011__frame_4__det_ignored_GM_RM011_000004_001__row_000009,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",1,true,selected,
GM_RM011,5,GM_RM011:F005:ALT001,GM_RM011:YOLO11l:GM_RM011_000005_001,YOLO11l,GM_RM011_000005_001,"[1.212,231.221,673.658,315.737]",0.276353,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000005.png,,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
GM_RM011,5,GM_RM011:F005:ALT001,GM_RM011:YOLO26l:GM_RM011_000005_001,YOLO26l,GM_RM011_000005_001,"[7.923,233.077,580.078,595.423]",0.834187,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000005.png,GM_RM011__frame_5__det_ignored_GM_RM011_000005_001__row_000011,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,true,selected,
GM_RM011,5,GM_RM011:F005:ALT002,GM_RM011:YOLO26l:GM_RM011_000005_002,YOLO26l,GM_RM011_000005_002,"[761.942,309.292,799.792,399.685]",0.533003,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000005.png,GM_RM011__frame_5__det_ignored_GM_RM011_000005_002__row_000012,[],1,false,retained_unselected,
GM_RM011,6,GM_RM011:F006:ALT001,GM_RM011:YOLO11l:GM_RM011_000006_001,YOLO11l,GM_RM011_000006_001,"[0.451,264.351,675.75,348.426]",0.348934,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000006.png,,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
GM_RM011,6,GM_RM011:F006:ALT001,GM_RM011:YOLO26l:GM_RM011_000006_001,YOLO26l,GM_RM011_000006_001,"[14.002,265.071,602.215,597.379]",0.817194,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000006.png,GM_RM011__frame_6__det_ignored_GM_RM011_000006_001__row_000013,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,true,selected,
GM_RM011,7,GM_RM011:F007:ALT001,GM_RM011:YOLO11l:GM_RM011_000007_001,YOLO11l,GM_RM011_000007_001,"[0.451,308.406,674.502,419.936]",0.427763,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000007.png,,[],1,false,retained_unselected,
GM_RM011,7,GM_RM011:F007:ALT002,GM_RM011:YOLO11l:GM_RM011_000007_002,YOLO11l,GM_RM011_000007_002,"[72.797,307.885,755.341,405.336]",0.303865,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000007.png,,[],1,false,retained_unselected,
GM_RM011,7,GM_RM011:F007:ALT003,GM_RM011:YOLO11l:GM_RM011_000007_003,YOLO11l,GM_RM011_000007_003,"[6.048,308.633,564.248,448.442]",0.285792,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000007.png,,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
GM_RM011,7,GM_RM011:F007:ALT003,GM_RM011:YOLO26l:GM_RM011_000007_001,YOLO26l,GM_RM011_000007_001,"[3.265,308.796,581.527,598.024]",0.70951,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000007.png,GM_RM011__frame_7__det_ignored_GM_RM011_000007_001__row_000014,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,true,selected,
GM_RM011,8,GM_RM011:F008:ALT001,GM_RM011:YOLO11l:GM_RM011_000008_001,YOLO11l,GM_RM011_000008_001,"[0.0,312.191,615.904,475.071]",0.404487,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000008.png,,"[""YOLO11l:botsort:bs_0007"",""YOLO11l:bytetrack:bt_0007"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
GM_RM011,8,GM_RM011:F008:ALT001,GM_RM011:YOLO26l:GM_RM011_000008_001,YOLO26l,GM_RM011_000008_001,"[9.065,309.388,604.393,597.619]",0.870576,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000008.png,GM_RM011__frame_8__det_ignored_GM_RM011_000008_001__row_000015,"[""YOLO11l:botsort:bs_0007"",""YOLO11l:bytetrack:bt_0007"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,true,selected,
GM_RM011,8,GM_RM011:F008:ALT002,GM_RM011:YOLO11l:GM_RM011_000008_002,YOLO11l,GM_RM011_000008_002,"[15.474,310.96,702.557,424.038]",0.330079,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000008.png,,[],1,false,retained_unselected,
GM_RM011,8,GM_RM011:F008:ALT003,GM_RM011:YOLO11l:GM_RM011_000008_003,YOLO11l,GM_RM011_000008_003,"[98.45,310.514,783.352,403.392]",0.269461,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000008.png,,[],1,false,retained_unselected,
GM_RM011,9,GM_RM011:F009:ALT001,GM_RM011:YOLO11l:GM_RM011_000009_001,YOLO11l,GM_RM011_000009_001,"[1.766,309.455,673.881,460.416]",0.465671,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000009.png,,"[""YOLO11l:botsort:bs_0007"",""YOLO11l:bytetrack:bt_0007"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
GM_RM011,9,GM_RM011:F009:ALT001,GM_RM011:YOLO26l:GM_RM011_000009_001,YOLO26l,GM_RM011_000009_001,"[8.623,306.67,603.278,597.894]",0.844331,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000009.png,GM_RM011__frame_9__det_ignored_GM_RM011_000009_001__row_000016,"[""YOLO11l:botsort:bs_0007"",""YOLO11l:bytetrack:bt_0007"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,true,selected,
GM_RM011,9,GM_RM011:F009:ALT002,GM_RM011:YOLO11l:GM_RM011_000009_002,YOLO11l,GM_RM011_000009_002,"[100.163,306.81,778.137,416.015]",0.337485,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000009.png,,[],2,false,retained_unselected,
GM_RM011,9,GM_RM011:F009:ALT002,GM_RM011:YOLO26l:GM_RM011_000009_002,YOLO26l,GM_RM011_000009_002,"[171.231,306.07,774.824,595.842]",0.535341,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000009.png,GM_RM011__frame_9__det_ignored_GM_RM011_000009_002__row_000017,[],2,false,retained_unselected,
GM_RM011,10,GM_RM011:F010:ALT001,GM_RM011:YOLO11l:GM_RM011_000010_001,YOLO11l,GM_RM011_000010_001,"[256.137,286.355,797.509,592.863]",0.370875,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000010.png,,"[""YOLO26l:botsort:bs_0004"",""YOLO26l:bytetrack:bt_0004""]",2,false,retained_unselected,
GM_RM011,10,GM_RM011:F010:ALT001,GM_RM011:YOLO26l:GM_RM011_000010_001,YOLO26l,GM_RM011_000010_001,"[194.812,283.987,785.55,596.387]",0.808237,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000010.png,GM_RM011__frame_10__det_ignored_GM_RM011_000010_001__row_000019,"[""YOLO26l:botsort:bs_0004"",""YOLO26l:bytetrack:bt_0004""]",2,false,retained_unselected,
GM_RM011,10,GM_RM011:F010:ALT002,GM_RM011:YOLO11l:GM_RM011_000010_002,YOLO11l,GM_RM011_000010_002,"[74.187,288.132,751.056,430.77]",0.311844,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000010.png,,[],1,false,retained_unselected,
GM_RM011,10,GM_RM011:F010:ALT003,GM_RM011:YOLO11l:GM_RM011_000010_003,YOLO11l,GM_RM011_000010_003,"[2.315,289.335,672.049,470.933]",0.305837,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000010.png,,"[""YOLO11l:botsort:bs_0007"",""YOLO11l:bytetrack:bt_0007"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
GM_RM011,10,GM_RM011:F010:ALT003,GM_RM011:YOLO26l:GM_RM011_000010_002,YOLO26l,GM_RM011_000010_002,"[39.757,289.333,650.536,597.693]",0.615023,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000010.png,GM_RM011__frame_10__det_ignored_GM_RM011_000010_002__row_000020,"[""YOLO11l:botsort:bs_0007"",""YOLO11l:bytetrack:bt_0007"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,true,selected,
GM_RM011,10,GM_RM011:F010:ALT004,GM_RM011:YOLO11l:GM_RM011_000010_004,YOLO11l,GM_RM011_000010_004,"[156.666,286.084,800.0,392.823]",0.298547,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000010.png,,[],1,false,retained_unselected,
GM_RM011,11,GM_RM011:F011:ALT001,GM_RM011:YOLO11l:GM_RM011_000011_001,YOLO11l,GM_RM011_000011_001,"[156.675,243.116,800.0,367.87]",0.313157,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000011.png,,"[""YOLO26l:botsort:bs_0004"",""YOLO26l:bytetrack:bt_0004""]",2,false,retained_unselected,
GM_RM011,11,GM_RM011:F011:ALT001,GM_RM011:YOLO26l:GM_RM011_000011_001,YOLO26l,GM_RM011_000011_001,"[220.837,243.67,793.973,596.883]",0.726842,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000011.png,GM_RM011__frame_11__det_ignored_GM_RM011_000011_001__row_000021,"[""YOLO26l:botsort:bs_0004"",""YOLO26l:bytetrack:bt_0004""]",2,false,retained_unselected,
GM_RM011,11,GM_RM011:F011:ALT002,GM_RM011:YOLO26l:GM_RM011_000011_002,YOLO26l,GM_RM011_000011_002,"[67.034,239.828,675.419,598.705]",0.629845,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000011.png,GM_RM011__frame_11__det_ignored_GM_RM011_000011_002__row_000022,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",1,true,selected,
GM_RM011,12,GM_RM011:F012:ALT001,GM_RM011:YOLO11l:GM_RM011_000012_001,YOLO11l,GM_RM011_000012_001,"[257.144,233.539,797.698,592.016]",0.441188,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000012.png,,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
GM_RM011,12,GM_RM011:F012:ALT001,GM_RM011:YOLO26l:GM_RM011_000012_001,YOLO26l,GM_RM011_000012_001,"[118.625,236.026,729.059,598.625]",0.662986,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000012.png,GM_RM011__frame_12__det_ignored_GM_RM011_000012_001__row_000023,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,true,selected,
GM_RM011,13,GM_RM011:F013:ALT001,GM_RM011:YOLO11l:GM_RM011_000013_001,YOLO11l,GM_RM011_000013_001,"[271.148,253.068,798.545,592.976]",0.520802,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000013.png,,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
GM_RM011,13,GM_RM011:F013:ALT001,GM_RM011:YOLO26l:GM_RM011_000013_001,YOLO26l,GM_RM011_000013_001,"[169.602,253.026,772.916,597.579]",0.79067,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000013.png,GM_RM011__frame_13__det_ignored_GM_RM011_000013_001__row_000025,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,true,selected,
GM_RM011,13,GM_RM011:F013:ALT002,GM_RM011:YOLO26l:GM_RM011_000013_003,YOLO26l,GM_RM011_000013_003,"[22.715,253.859,625.388,597.457]",0.49023,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000013.png,GM_RM011__frame_13__det_ignored_GM_RM011_000013_003__row_000027,[],1,false,retained_unselected,
GM_RM011,14,GM_RM011:F014:ALT001,GM_RM011:YOLO11l:GM_RM011_000014_001,YOLO11l,GM_RM011_000014_001,"[270.433,265.474,798.507,592.307]",0.421348,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000014.png,,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0004"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
GM_RM011,14,GM_RM011:F014:ALT001,GM_RM011:YOLO26l:GM_RM011_000014_001,YOLO26l,GM_RM011_000014_001,"[216.216,263.124,795.807,597.319]",0.860781,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000014.png,GM_RM011__frame_14__det_ignored_GM_RM011_000014_001__row_000028,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0004"",""YOLO26l:bytetrack:bt_0001""]",2,true,selected,
GM_RM011,15,GM_RM011:F015:ALT001,GM_RM011:YOLO11l:GM_RM011_000015_001,YOLO11l,GM_RM011_000015_001,"[272.057,277.084,798.659,592.913]",0.598326,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000015.png,,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0004"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
GM_RM011,15,GM_RM011:F015:ALT001,GM_RM011:YOLO26l:GM_RM011_000015_001,YOLO26l,GM_RM011_000015_001,"[234.055,276.684,796.445,596.129]",0.817912,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000015.png,GM_RM011__frame_15__det_ignored_GM_RM011_000015_001__row_000030,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0004"",""YOLO26l:bytetrack:bt_0001""]",2,true,selected,
GM_RM011,16,GM_RM011:F016:ALT001,GM_RM011:YOLO11l:GM_RM011_000016_001,YOLO11l,GM_RM011_000016_001,"[270.669,283.125,798.675,591.577]",0.28229,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000016.png,,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0004"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
GM_RM011,16,GM_RM011:F016:ALT001,GM_RM011:YOLO26l:GM_RM011_000016_001,YOLO26l,GM_RM011_000016_001,"[242.751,288.467,795.159,596.521]",0.849294,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000016.png,GM_RM011__frame_16__det_ignored_GM_RM011_000016_001__row_000033,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0004"",""YOLO26l:bytetrack:bt_0001""]",2,true,selected,
GM_RM011,17,GM_RM011:F017:ALT001,GM_RM011:YOLO26l:GM_RM011_000017_001,YOLO26l,GM_RM011_000017_001,"[201.261,298.04,783.438,597.029]",0.742104,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000017.png,GM_RM011__frame_17__det_ignored_GM_RM011_000017_001__row_000034,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0004""]",1,false,retained_unselected,
GM_RM011,18,GM_RM011:F018:ALT001,GM_RM011:YOLO11l:GM_RM011_000018_001,YOLO11l,GM_RM011_000018_001,"[264.229,304.981,798.825,593.025]",0.332733,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000018.png,,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
GM_RM011,18,GM_RM011:F018:ALT001,GM_RM011:YOLO26l:GM_RM011_000018_001,YOLO26l,GM_RM011_000018_001,"[246.353,303.279,795.362,596.939]",0.903605,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000018.png,GM_RM011__frame_18__det_ignored_GM_RM011_000018_001__row_000037,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:bytetrack:bt_0001""]",2,true,selected,
GM_RM011,19,GM_RM011:F019:ALT001,GM_RM011:YOLO11l:GM_RM011_000019_001,YOLO11l,GM_RM011_000019_001,"[0.166,298.249,87.01,580.195]",0.637005,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000019.png,,[],2,false,retained_unselected,
GM_RM011,19,GM_RM011:F019:ALT001,GM_RM011:YOLO26l:GM_RM011_000019_002,YOLO26l,GM_RM011_000019_002,"[0.41,299.277,87.721,579.095]",0.605769,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000019.png,GM_RM011__frame_19__det_ignored_GM_RM011_000019_002__row_000039,[],2,false,retained_unselected,
GM_RM011,19,GM_RM011:F019:ALT002,GM_RM011:YOLO11l:GM_RM011_000019_002,YOLO11l,GM_RM011_000019_002,"[250.627,287.832,797.227,593.273]",0.57213,car,normalized_active,D:\profile\research\data\GM_RM011\GM_RM011_frames\000019.png,,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",2,false,retained_unselected,
