case_id,frame,coordinate_family,channel,normalization,range_low,range_high,skeleton_median,background_median,same_point_values_recorded_in_point_trace,evidence_card
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,window_frozen_valid,-1.9819629526138305,1.7850606799125674,0.523006976,0.498909295,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\local_z_31.png
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,local_target_matched_background,-1.9357026863098143,2.056473731994628,0.481922418,0.459183812,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\local_z_31.png
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,legacy_full_frame,-15.756525344848633,15.2338087463379,0.496602327,0.474253416,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\highpass_sigma9.png
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,valid_fan_per_frame,-16.258096618652345,15.846637535095212,0.494987547,0.473414421,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\highpass_sigma9.png
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,window_frozen_valid,-16.4363761138916,15.371262207031254,0.505215883,0.483441204,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\highpass_sigma9.png
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,local_target_matched_background,-19.166536026000976,24.116783905029287,0.434344739,0.418343186,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\highpass_sigma9.png
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,legacy_full_frame,0.0,64.0,0.312500000,0.328125000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\sobel_x_abs_gradient_component.png
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,valid_fan_per_frame,0.0,66.0,0.303030312,0.318181813,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\sobel_x_abs_gradient_component.png
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,window_frozen_valid,0.0,65.0,0.307692319,0.323076934,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\sobel_x_abs_gradient_component.png
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,local_target_matched_background,1.0,88.0,0.218390808,0.229885057,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\sobel_x_abs_gradient_component.png
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,legacy_full_frame,0.0,76.0,0.276315778,0.276315778,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\sobel_y_abs_gradient_component.png
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,valid_fan_per_frame,0.0,79.0,0.265822798,0.265822798,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\sobel_y_abs_gradient_component.png
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,window_frozen_valid,0.0,76.0,0.276315778,0.276315778,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\sobel_y_abs_gradient_component.png
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,local_target_matched_background,1.0,100.0,0.202020198,0.202020198,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\sobel_y_abs_gradient_component.png
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,legacy_full_frame,0.0,88.10221099853516,0.411130905,0.420120120,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\gradient_magnitude_sobel.png
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,valid_fan_per_frame,0.0,90.87353515625,0.398592860,0.407307923,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\gradient_magnitude_sobel.png
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,window_frozen_valid,0.0,88.76936340332031,0.408041030,0.416962683,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\gradient_magnitude_sobel.png
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,local_target_matched_background,6.0,123.96773529052734,0.256184816,0.262898266,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\gradient_magnitude_sobel.png
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,legacy_full_frame,0.0,11.216519012451172,0.046557151,0.037173890,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\multiscale_laplacian_bright_ridge.png
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,valid_fan_per_frame,0.0,11.744909515380858,0.044462595,0.035501480,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\multiscale_laplacian_bright_ridge.png
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,window_frozen_valid,-0.0,11.078734741210942,0.047136176,0.037636220,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\multiscale_laplacian_bright_ridge.png
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,local_target_matched_background,0.0,15.235933685302733,0.034274839,0.027366992,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\multiscale_laplacian_bright_ridge.png
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,legacy_full_frame,0.0,0.8858808028697968,0.225406200,0.180414289,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\structure_tensor_orientation_coherence.png
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,valid_fan_per_frame,0.0,0.8368196511268613,0.238621339,0.190991655,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\structure_tensor_orientation_coherence.png
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,window_frozen_valid,0.0,0.8351178073883061,0.239107609,0.191380858,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\structure_tensor_orientation_coherence.png
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,local_target_matched_background,0.028986162953078747,0.4388218331336973,0.416500717,0.319248468,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\structure_tensor_orientation_coherence.png
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,legacy_full_frame,0.0,79.8914469909668,0.259084076,0.269790560,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\radial_gradient_normal_response.png
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,valid_fan_per_frame,0.0,82.42640487670893,0.251116157,0.261493355,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\radial_gradient_normal_response.png
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,window_frozen_valid,0.0,79.75764785766603,0.259518743,0.270243168,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\radial_gradient_normal_response.png
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,local_target_matched_background,0.7861365890502929,100.90977645874015,0.198878765,0.207421765,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\radial_gradient_normal_response.png
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,legacy_full_frame,0.0,56.14858840942388,0.357389510,0.366449237,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\tangential_gradient_normal_response.png
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,valid_fan_per_frame,0.0,58.30924560546872,0.344146401,0.352870405,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\tangential_gradient_normal_response.png
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,window_frozen_valid,0.0,57.391887435913084,0.349647284,0.358510733,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\tangential_gradient_normal_response.png
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,local_target_matched_background,0.8021056842803955,87.26041351318356,0.222821996,0.228705645,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\tangential_gradient_normal_response.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_median,legacy_full_frame,0.0,58.0,0.862068951,0.862068951,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_median.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_median,valid_fan_per_frame,0.0,59.0,0.847457647,0.847457647,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_median.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_median,window_frozen_valid,0.0,59.0,0.847457647,0.847457647,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_median.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_median,local_target_matched_background,39.0,79.0,0.275000006,0.275000006,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_median.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_max,legacy_full_frame,0.0,73.0,0.821917832,0.821917832,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_max.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_max,valid_fan_per_frame,0.0,73.0,0.821917832,0.821917832,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_max.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_max,window_frozen_valid,0.0,73.0,0.821917832,0.821917832,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_max.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_max,local_target_matched_background,48.0,112.0,0.187500000,0.187500000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_max.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_min,legacy_full_frame,0.0,47.0,0.829787254,0.829787254,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_min.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_min,valid_fan_per_frame,0.0,48.0,0.812500000,0.812500000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_min.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_min,window_frozen_valid,0.0,48.0,0.812500000,0.812500000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_min.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_min,local_target_matched_background,26.0,60.0,0.382352948,0.382352948,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_min.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_mad,legacy_full_frame,0.0,12.0,0.416666657,0.416666657,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_mad.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_mad,valid_fan_per_frame,0.0,12.0,0.416666657,0.416666657,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_mad.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_mad,window_frozen_valid,0.0,12.0,0.416666657,0.416666657,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_mad.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_mad,local_target_matched_background,1.0,18.0,0.235294119,0.235294119,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_mad.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_gradient_persistence,legacy_full_frame,0.0,24.600000381469727,0.245528445,0.255284548,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_gradient_persistence.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_gradient_persistence,valid_fan_per_frame,0.0,25.799999237060547,0.234108537,0.243410870,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_gradient_persistence.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_gradient_persistence,window_frozen_valid,0.0,25.799999237060547,0.234108537,0.243410870,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_gradient_persistence.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_gradient_persistence,local_target_matched_background,0.0,32.16239990234366,0.187796935,0.195259064,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_gradient_persistence.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_high_intensity_pixel_frequency,legacy_full_frame,0.0,0.800000011920929,0.500000000,0.500000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_high_intensity_pixel_frequency.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_high_intensity_pixel_frequency,valid_fan_per_frame,0.0,0.800000011920929,0.500000000,0.500000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_high_intensity_pixel_frequency.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_high_intensity_pixel_frequency,window_frozen_valid,0.0,0.800000011920929,0.500000000,0.500000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_high_intensity_pixel_frequency.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_high_intensity_pixel_frequency,local_target_matched_background,0.0,1.0,0.400000006,0.400000006,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_high_intensity_pixel_frequency.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_legacy_per_pixel_rank_frequency,legacy_full_frame,0.0,1.0,0.400000006,0.400000006,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_legacy_per_pixel_rank_frequency.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_legacy_per_pixel_rank_frequency,valid_fan_per_frame,0.4000000059604645,1.0,0.000000000,0.000000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_legacy_per_pixel_rank_frequency.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_legacy_per_pixel_rank_frequency,window_frozen_valid,0.4000000059604645,1.0,0.000000000,0.000000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_legacy_per_pixel_rank_frequency.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_legacy_per_pixel_rank_frequency,local_target_matched_background,0.4000000059604645,0.6000000238418579,0.000000000,0.000000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w2_legacy_per_pixel_rank_frequency.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_adjacent_positive_change,legacy_full_frame,0.0,27.0,0.296296299,0.259259254,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_adjacent_positive_change.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_adjacent_positive_change,valid_fan_per_frame,0.0,28.0,0.285714298,0.250000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_adjacent_positive_change.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_adjacent_positive_change,window_frozen_valid,0.0,28.0,0.285714298,0.250000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_adjacent_positive_change.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_adjacent_positive_change,local_target_matched_background,0.0,37.0,0.216216221,0.189189196,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_adjacent_positive_change.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_adjacent_negative_change,legacy_full_frame,0.0,12.0,0.000000000,0.000000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_adjacent_negative_change.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_adjacent_negative_change,valid_fan_per_frame,0.0,13.0,0.000000000,0.000000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_adjacent_negative_change.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_adjacent_negative_change,window_frozen_valid,0.0,13.0,0.000000000,0.000000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_adjacent_negative_change.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_adjacent_negative_change,local_target_matched_background,0.0,18.0,0.000000000,0.000000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_adjacent_negative_change.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w4_median,legacy_full_frame,0.0,58.0,0.862068951,0.862068951,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_median.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w4_median,valid_fan_per_frame,0.0,59.0,0.847457647,0.847457647,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_median.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w4_median,window_frozen_valid,0.0,59.0,0.847457647,0.847457647,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_median.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w4_median,local_target_matched_background,39.0,79.0,0.275000006,0.275000006,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_median.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w4_max,legacy_full_frame,0.0,73.0,0.821917832,0.821917832,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_max.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w4_max,valid_fan_per_frame,0.0,73.0,0.821917832,0.821917832,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_max.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w4_max,window_frozen_valid,0.0,73.0,0.821917832,0.821917832,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_max.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w4_max,local_target_matched_background,48.0,112.0,0.187500000,0.187500000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_max.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w4_min,legacy_full_frame,0.0,47.0,0.829787254,0.829787254,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_min.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w4_min,valid_fan_per_frame,0.0,48.0,0.812500000,0.812500000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_min.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w4_min,window_frozen_valid,0.0,48.0,0.812500000,0.812500000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_min.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w4_min,local_target_matched_background,26.0,60.0,0.382352948,0.382352948,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_min.png
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w4_mad,legacy_full_frame,0.0,12.0,0.416666657,0.416666657,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV002_337_341\RAW_SAR_DISPLAY\temporal_w4_mad.png
