scene,atomic_tracklet_id,frame_start,frame_end,frame_count,assigned_canonical_vehicle_ids,p1c_global_vehicle_ids,source_track_ids,detector_sources,split_reason,primary_fragmentation_cause,secondary_causes,identity_purity_necessity,benchmark_evidence,recommended_future_mechanism,notes
GM_RM011,GM_RM011:AT0038,10,11,2,,,YOLO26l:botsort:bs_0004;YOLO26l:bytetrack:bt_0004,YOLO26l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0038; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0069,13,13,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0069; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0004,13,16,4,,,YOLO11l:botsort:bs_0015;YOLO11l:bytetrack:bt_0015;YOLO26l:botsort:bs_0001;YOLO26l:botsort:bs_0004;YOLO26l:bytetrack:bt_0001,YOLO11l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0004; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0039,14,16,3,GM_RM011:PV001,GM_RM011:GV001,YOLO11l:botsort:bs_0015;YOLO11l:bytetrack:bt_0015;YOLO26l:botsort:bs_0004;YOLO26l:bytetrack:bt_0001,YOLO26l,frame_gap_2,actual_detection_missing,over_fragmentation,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0039; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0034,17,17,1,,,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0004,YOLO26l,frame_gap_3,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0034; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0070,18,18,1,GM_RM011:PV001,GM_RM011:GV001,YOLO11l:botsort:bs_0015;YOLO11l:bytetrack:bt_0015;YOLO26l:bytetrack:bt_0001,YOLO26l,supplement_singleton,detector_source_switch_or_missing_tracker_support,over_fragmentation,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0070; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0005,18,30,13,,,YOLO11l:botsort:bs_0015;YOLO11l:bytetrack:bt_0015;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001;YOLO26l:bytetrack:bt_0004,YOLO11l,GM011_P1A_E003_subject_switch,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0005; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0071,19,19,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0071; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0072,19,19,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0072; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0035,19,30,12,GM_RM011:PV001,GM_RM011:GV001,YOLO11l:botsort:bs_0015;YOLO11l:bytetrack:bt_0015;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001;YOLO26l:bytetrack:bt_0004,YOLO26l,GM011_P1A_E003_subject_switch,subject_switch_protection,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0035; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0007,20,30,11,GM_RM011:PV003,GM_RM011:GV003,YOLO11l:botsort:bs_0016;YOLO11l:bytetrack:bt_0016;YOLO26l:botsort:bs_0009;YOLO26l:botsort:bs_0011;YOLO26l:bytetrack:bt_0009;YOLO26l:bytetrack:bt_0011;YOLO26l:bytetrack:bt_0013,YOLO11l,tracker_seed_start,tracker_local_break,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0007; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0040,20,30,10,,,YOLO11l:botsort:bs_0016;YOLO11l:bytetrack:bt_0016;YOLO26l:botsort:bs_0009;YOLO26l:bytetrack:bt_0009;YOLO26l:bytetrack:bt_0011;YOLO26l:bytetrack:bt_0013,YOLO26l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0040; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0043,29,29,1,,,YOLO11l:botsort:bs_0016;YOLO11l:bytetrack:bt_0016;YOLO26l:botsort:bs_0011;YOLO26l:bytetrack:bt_0013,YOLO26l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0043; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0006,31,35,5,,,YOLO11l:botsort:bs_0015;YOLO11l:bytetrack:bt_0015;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0004,YOLO11l,GM011_P1A_E003_subject_switch,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0006; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0036,31,35,5,GM_RM011:PV001,GM_RM011:GV001,YOLO11l:botsort:bs_0015;YOLO11l:bytetrack:bt_0015;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0004,YOLO26l,GM011_P1A_E003_subject_switch,subject_switch_protection,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0036; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0041,31,58,28,,,YOLO11l:botsort:bs_0016;YOLO11l:botsort:bs_0018;YOLO11l:bytetrack:bt_0016;YOLO11l:bytetrack:bt_0019;YOLO26l:botsort:bs_0009;YOLO26l:botsort:bs_0015;YOLO26l:bytetrack:bt_0013;YOLO26l:bytetrack:bt_0021,YOLO26l,local_overlap_fragment_union,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0041; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0008,31,59,29,GM_RM011:PV003,GM_RM011:GV003,YOLO11l:botsort:bs_0016;YOLO11l:bytetrack:bt_0016;YOLO26l:botsort:bs_0009;YOLO26l:bytetrack:bt_0013,YOLO11l,GM011_P1A_E003_subject_switch,subject_switch_protection,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0008; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0073,37,38,2,,,,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0073; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0074,38,39,2,,,YOLO11l:botsort:bs_0018;YOLO11l:bytetrack:bt_0019,YOLO26l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0074; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0009,39,55,17,GM_RM011:PV004,GM_RM011:GV004,YOLO11l:botsort:bs_0018;YOLO11l:bytetrack:bt_0019;YOLO26l:botsort:bs_0013;YOLO26l:botsort:bs_0015;YOLO26l:bytetrack:bt_0017;YOLO26l:bytetrack:bt_0019;YOLO26l:bytetrack:bt_0021,YOLO11l,tracker_seed_start,tracker_local_break,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0009; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0044,40,45,6,,,YOLO11l:botsort:bs_0018;YOLO11l:bytetrack:bt_0019;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0017;YOLO26l:bytetrack:bt_0019,YOLO26l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0044; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0075,51,51,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0075; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0077,54,54,1,,,YOLO11l:botsort:bs_0016;YOLO11l:bytetrack:bt_0016,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0077; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0042,55,55,1,,,YOLO11l:botsort:bs_0016;YOLO11l:bytetrack:bt_0016;YOLO26l:botsort:bs_0009;YOLO26l:bytetrack:bt_0013,YOLO26l,frame_gap_3,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0042; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0078,60,60,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0078; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0079,76,76,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0079; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0080,87,87,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0080; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0081,87,87,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0081; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0010,88,127,40,,,YOLO11l:botsort:bs_0021;YOLO11l:bytetrack:bt_0023;YOLO26l:botsort:bs_0019;YOLO26l:bytetrack:bt_0025,YOLO11l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0010; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0046,88,130,43,GM_RM011:PV005,GM_RM011:GV005,YOLO11l:botsort:bs_0021;YOLO11l:bytetrack:bt_0023;YOLO26l:botsort:bs_0019;YOLO26l:bytetrack:bt_0025,YOLO26l,tracker_seed_start,tracker_local_break,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0046; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0082,105,105,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0082; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0011,106,106,1,,,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024,YOLO11l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0011; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0083,106,110,4,,,YOLO11l:botsort:bs_0022;YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0024;YOLO11l:bytetrack:bt_0026,YOLO26l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0083; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0084,108,109,2,,,,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0084; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0014,110,134,25,GM_RM011:PV006,GM_RM011:GV006,YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0026;YOLO26l:botsort:bs_0026;YOLO26l:bytetrack:bt_0032,YOLO11l,tracker_seed_start,tracker_local_break,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0014; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0085,114,115,2,,,,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0085; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0086,115,115,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0086; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0012,116,134,19,,,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,YOLO11l,frame_gap_9,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0012; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0047,116,134,19,GM_RM011:PV007,GM_RM011:GV007,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,YOLO26l,tracker_seed_start,tracker_local_break,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0047; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0087,118,118,1,,,YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0026,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0087; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0049,119,133,15,,,YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0026;YOLO26l:botsort:bs_0026;YOLO26l:bytetrack:bt_0032,YOLO26l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0049; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0088,129,134,4,,,,YOLO26l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0088; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0089,130,130,1,,,YOLO26l:botsort:bs_0019,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0089; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0090,132,134,2,,,,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0090; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0015,135,140,6,GM_RM011:PV006,GM_RM011:GV006,YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0026;YOLO11l:bytetrack:bt_0032,YOLO11l,GM011_P1A_E004_occlusion_subject_switch,subject_switch_protection,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0015; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0013,135,150,16,,,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,YOLO11l,GM011_P1A_E004_occlusion_subject_switch,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0013; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0048,135,151,17,GM_RM011:PV007,GM_RM011:GV007,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,YOLO26l,GM011_P1A_E004_occlusion_subject_switch,subject_switch_protection,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0048; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0016,135,161,27,,,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039,YOLO11l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0016; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0050,135,166,31,GM_RM011:PV008,GM_RM011:GV008,YOLO11l:botsort:bs_0029;YOLO11l:bytetrack:bt_0031;YOLO11l:bytetrack:bt_0032;YOLO26l:botsort:bs_0030;YOLO26l:bytetrack:bt_0039;YOLO26l:bytetrack:bt_0049,YOLO26l,tracker_seed_start,tracker_local_break,,observation_layer_fragmentation_not_intrinsically_required,Canonical assignment from all selected observations in GM_RM011:AT0050; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0091,143,144,2,,,,YOLO11l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0091; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0092,143,145,2,,,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,YOLO26l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0092; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0018,145,145,1,,,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,YOLO11l,tracker_seed_start,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0018; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0093,147,147,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0093; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0094,147,147,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0094; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0095,153,153,1,,,,YOLO26l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0095; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0096,154,154,1,,,,YOLO11l,supplement_singleton,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0096; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
GM_RM011,GM_RM011:AT0097,154,157,3,,,YOLO11l:botsort:bs_0031;YOLO11l:bytetrack:bt_0034,YOLO26l,local_high_confidence_continuity,non_vehicle_contamination,,necessary_for_identity_purity,Canonical assignment from all selected observations in GM_RM011:AT0097; P1-D lifecycle context retained.,Build longer identity-pure multi-frame observation entities before global association.,Benchmark attribution; not a runtime split rule.
