edge_id,edge_kind,from_det_id,to_det_id,scene,from_optical_frame_num,to_optical_frame_num,optical_frame_gap,from_class_name,to_class_name,class_consistent,center_distance_px,center_distance_limit_px,bbox_iou,size_consistency,area_change_ratio,aspect_change_ratio,confidence_pair_min,neighbor_ambiguity_from,neighbor_ambiguity_to,edge_audit_score_not_selector,edge_within_audit_limits,edge_status,source_within_candidate_count,target_within_candidate_count,candidate_rank_for_source_detection,edge_selected_for_component,edge_policy
GM_RM017_000120_001__GM_RM017_000123_002,tracklet_candidate_edge,GM_RM017_000120_001,GM_RM017_000123_002,GM_RM017,120,123,3,truck,truck,True,383.57812074056477,450.3332099679081,0.0,0.4483949358618163,2.3614920867250775,0.6686052239855016,0.5070755481719971,False,False,0.36576582189740225,True,ambiguous_multiple_candidates,6,5,5,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000120_002__GM_RM017_000121_002,tracklet_candidate_edge,GM_RM017_000120_002,GM_RM017_000121_002,GM_RM017,120,121,1,truck,truck,True,46.86879385351625,260.0,0.6304117492558403,0.96732477487915,0.04209122184194119,0.025598255141493213,0.303904265165329,False,False,0.8236993368184174,True,ambiguous_multiple_candidates,7,3,1,True,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000120_002__GM_RM017_000121_001,tracklet_candidate_edge,GM_RM017_000120_002,GM_RM017_000121_001,GM_RM017,120,121,1,truck,truck,True,237.2253240289157,260.0,0.0,0.6195130443226805,-0.5334321545788148,-0.2275417567758244,0.303904265165329,False,False,0.4892638150836676,True,ambiguous_multiple_candidates,7,5,2,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000120_002__GM_RM017_000122_002,tracklet_candidate_edge,GM_RM017_000120_002,GM_RM017_000122_002,GM_RM017,120,122,2,truck,truck,True,94.23275417151325,367.6955262170047,0.381373431142061,0.9468738941434992,0.06961121090928231,0.04293922400551158,0.303904265165329,False,False,0.7093558981488801,True,ambiguous_multiple_candidates,7,4,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000120_002__GM_RM017_000122_001,tracklet_candidate_edge,GM_RM017_000120_002,GM_RM017_000122_001,GM_RM017,120,122,2,truck,truck,True,235.31817919309984,367.6955262170047,0.0,0.6488379240868074,-0.5003404042371208,-0.2019837475892644,0.303904265165329,False,False,0.41250106443855367,True,ambiguous_multiple_candidates,7,5,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000120_002__GM_RM017_000123_002,tracklet_candidate_edge,GM_RM017_000120_002,GM_RM017_000123_002,GM_RM017,120,123,3,truck,truck,True,142.60175273122442,450.3332099679081,0.20815048621903287,0.9079400984980697,0.13586473047822284,0.06895431489490733,0.303904265165329,False,False,0.6274556267556299,True,ambiguous_multiple_candidates,7,5,5,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000121_001__GM_RM017_000122_001,tracklet_candidate_edge,GM_RM017_000121_001,GM_RM017_000122_001,GM_RM017,121,122,1,truck,truck,True,3.925438618645462,260.0,0.9192103711870654,0.9508722410857087,0.0709259128472967,0.033086590001141024,0.8772397041320801,False,False,0.9626477317773308,True,ambiguous_multiple_candidates,5,5,1,True,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000121_001__GM_RM017_000123_001,tracklet_candidate_edge,GM_RM017_000121_001,GM_RM017_000123_001,GM_RM017,121,123,2,truck,truck,True,13.375439651621384,367.6955262170047,0.781030485667893,0.8327399687864105,0.2526052875870849,0.15321119534775518,0.8772397041320801,False,False,0.8349760139654308,True,ambiguous_multiple_candidates,5,6,2,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000121_001__GM_RM017_000124_001,tracklet_candidate_edge,GM_RM017_000121_001,GM_RM017_000124_001,GM_RM017,121,124,3,truck,truck,True,22.268628637301102,450.3332099679081,0.682163046021983,0.7486180334100825,0.42324024078590206,0.25847266771884836,0.8772397041320801,False,False,0.7824143707541669,True,ambiguous_multiple_candidates,5,7,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000121_001__GM_RM017_000125_001,tracklet_candidate_edge,GM_RM017_000121_001,GM_RM017_000125_001,GM_RM017,121,125,4,truck,truck,True,28.03255792481411,520.0,0.6265987431396682,0.6995198762224522,0.5357377103003416,0.3371005804806328,0.8772397041320801,False,False,0.7551216633169597,True,ambiguous_multiple_candidates,5,7,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000121_001__GM_RM017_000125_003,tracklet_candidate_edge,GM_RM017_000121_001,GM_RM017_000125_003,GM_RM017,121,125,4,truck,truck,True,468.75214375289073,520.0,0.0,0.5404693411281021,1.6612682881294862,0.4180816851912804,0.3415091335773468,False,True,0.3315787791519208,True,ambiguous_multiple_candidates,5,4,5,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000121_002__GM_RM017_000122_002,tracklet_candidate_edge,GM_RM017_000121_002,GM_RM017_000122_002,GM_RM017,121,122,1,truck,truck,True,47.36426748330439,260.0,0.6337729571335209,0.9788220088450137,0.02640842614401679,0.01690814973317791,0.5824908018112183,False,False,0.8814429305123059,True,ambiguous_multiple_candidates,6,4,1,True,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000121_002__GM_RM017_000123_002,tracklet_candidate_edge,GM_RM017_000121_002,GM_RM017_000123_002,GM_RM017,121,123,2,truck,truck,True,95.7334995790252,367.6955262170047,0.39279554511580433,0.9384418735914757,0.08998589247353311,0.04227392113438478,0.5070755481719971,False,False,0.7477882044499806,True,ambiguous_multiple_candidates,6,5,2,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000121_002__GM_RM017_000123_001,tracklet_candidate_edge,GM_RM017_000121_002,GM_RM017_000123_001,GM_RM017,121,123,2,truck,truck,True,269.4392027985974,367.6955262170047,0.0,0.7146966442374776,-0.4391802387897546,-0.13142647273529018,0.641635537147522,False,False,0.48668802906479486,True,ambiguous_multiple_candidates,6,6,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000121_002__GM_RM017_000124_001,tracklet_candidate_edge,GM_RM017_000121_002,GM_RM017_000124_001,GM_RM017,121,124,3,truck,truck,True,262.27706309007255,450.3332099679081,0.0,0.7925355340322462,-0.36278310502751265,-0.05214582690799491,0.641635537147522,False,False,0.479890641756171,True,ambiguous_multiple_candidates,6,7,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000121_002__GM_RM017_000125_003,tracklet_candidate_edge,GM_RM017_000121_002,GM_RM017_000125_003,GM_RM017,121,125,4,truck,truck,True,199.04181744290653,520.0,0.07059696441104628,0.8877704526764237,0.19151009552274023,0.06806820487434483,0.3415091335773468,False,True,0.49697041736581743,True,ambiguous_multiple_candidates,6,4,5,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000122_001__GM_RM017_000123_001,tracklet_candidate_edge,GM_RM017_000122_001,GM_RM017_000123_001,GM_RM017,122,123,1,truck,truck,True,9.654662341098339,260.0,0.848677941237296,0.8753967431209564,0.16964700597892232,0.1162773832409164,0.915320873260498,False,False,0.9509827627262762,True,ambiguous_multiple_candidates,5,6,1,True,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000122_001__GM_RM017_000124_001,tracklet_candidate_edge,GM_RM017_000122_001,GM_RM017_000124_001,GM_RM017,122,124,2,truck,truck,True,18.57832123005674,367.6955262170047,0.7404396616731493,0.7866806229674174,0.32898104687923624,0.21816765399835303,0.915320873260498,False,False,0.8307810504391503,True,ambiguous_multiple_candidates,5,7,2,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000122_001__GM_RM017_000125_001,tracklet_candidate_edge,GM_RM017_000122_001,GM_RM017_000125_001,GM_RM017,122,125,3,truck,truck,True,24.345264158921033,450.3332099679081,0.6800106507235069,0.7349841951825531,0.43402796764646256,0.2942773562467363,0.915320873260498,False,False,0.7864700994933244,True,ambiguous_multiple_candidates,5,7,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000122_001__GM_RM017_000126_001,tracklet_candidate_edge,GM_RM017_000122_001,GM_RM017_000126_001,GM_RM017,122,126,4,truck,truck,True,31.184777109052206,520.0,0.6464004344018752,0.6816301343373334,0.5398715079929475,0.4008438550575702,0.915320873260498,False,False,0.7580746578383292,True,ambiguous_multiple_candidates,5,6,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000122_001__GM_RM017_000126_002,tracklet_candidate_edge,GM_RM017_000122_001,GM_RM017_000126_002,GM_RM017,122,126,4,truck,truck,True,519.9960645097522,520.0,0.0,0.547760422287896,1.60140446023968,0.4062460507212553,0.4009239077568054,False,False,0.3397372444228961,True,ambiguous_multiple_candidates,5,4,5,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000122_002__GM_RM017_000123_002,tracklet_candidate_edge,GM_RM017_000122_002,GM_RM017_000123_002,GM_RM017,122,123,1,truck,truck,True,48.374871481946535,260.0,0.6381087601894324,0.958667170669124,0.06194168394384915,0.02494401427293358,0.5070755481719971,False,False,0.8617744754146823,True,ambiguous_multiple_candidates,6,5,1,True,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000122_002__GM_RM017_000124_001,tracklet_candidate_edge,GM_RM017_000122_002,GM_RM017_000124_001,GM_RM017,122,124,2,truck,truck,True,305.3305182295878,367.6955262170047,0.0,0.7764580745168772,-0.3791780360120713,-0.06790581495417418,0.5824908018112183,False,False,0.4810561340495051,True,ambiguous_multiple_candidates,6,7,2,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000122_002__GM_RM017_000125_003,tracklet_candidate_edge,GM_RM017_000122_002,GM_RM017_000125_003,GM_RM017,122,125,3,truck,truck,True,151.67781071954695,450.3332099679081,0.2039567562755944,0.9067676621815073,0.16085377435858833,0.050309416002409436,0.3415091335773468,False,True,0.6290970540825735,True,ambiguous_multiple_candidates,6,4,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000122_002__GM_RM017_000125_001,tracklet_candidate_edge,GM_RM017_000122_002,GM_RM017_000125_001,GM_RM017,122,125,3,truck,truck,True,300.59006434504784,450.3332099679081,0.0,0.8301120351109039,-0.3301062785067742,-0.009669651271417912,0.5824908018112183,False,False,0.4691284385316507,True,ambiguous_multiple_candidates,6,7,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000122_002__GM_RM017_000126_002,tracklet_candidate_edge,GM_RM017_000122_002,GM_RM017_000126_002,GM_RM017,122,126,4,truck,truck,True,206.5228343743015,520.0,0.06710094210449175,0.8761290517587907,0.2152235202491271,0.07600440901438651,0.4009239077568054,False,False,0.5022389454685074,True,ambiguous_multiple_candidates,6,4,5,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000123_001__GM_RM017_000124_001,tracklet_candidate_edge,GM_RM017_000123_001,GM_RM017_000124_001,GM_RM017,123,124,1,truck,truck,True,8.92368532864516,260.0,0.8717275221060188,0.8982329384424554,0.13622404031801127,0.09127683879217907,0.9225016236305237,False,False,0.9575103193471316,True,ambiguous_multiple_candidates,4,7,1,True,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000123_001__GM_RM017_000125_001,tracklet_candidate_edge,GM_RM017_000123_001,GM_RM017_000125_001,GM_RM017,123,125,2,truck,truck,True,14.691003450739268,367.6955262170047,0.8001246730893891,0.8390545262688593,0.22603482958199828,0.15945855006846782,0.9187286496162415,False,False,0.8438727852968979,True,ambiguous_multiple_candidates,4,7,2,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000123_001__GM_RM017_000126_001,tracklet_candidate_edge,GM_RM017_000123_001,GM_RM017_000126_001,GM_RM017,123,126,3,truck,truck,True,21.603039049615266,450.3332099679081,0.759574418974365,0.7782175481758014,0.31652669576507836,0.2549245161542777,0.9248986840248108,False,False,0.7981348464660771,True,ambiguous_multiple_candidates,4,6,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000123_001__GM_RM017_000127_001,tracklet_candidate_edge,GM_RM017_000123_001,GM_RM017_000127_001,GM_RM017,123,127,4,truck,truck,True,28.073284195251386,520.0,0.7101151685438534,0.7299982822328218,0.40738302471824855,0.334297694466276,0.9248986840248108,False,False,0.7707350390730622,True,ambiguous_multiple_candidates,4,5,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000123_001__GM_RM017_000124_002,tracklet_candidate_edge,GM_RM017_000123_001,GM_RM017_000124_002,GM_RM017,123,124,1,truck,bus,False,406.65801100806203,260.0,0.0,0.6630428192709995,1.0259225116724078,0.2012252341313269,0.5875502824783325,False,False,0.5281196330750719,False,class_mismatch,4,0,5,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000123_002__GM_RM017_000125_003,tracklet_candidate_edge,GM_RM017_000123_002,GM_RM017_000125_003,GM_RM017,123,125,2,truck,truck,True,103.3143274152008,367.6955262170047,0.38098310271750896,0.9453216303424303,0.09314267620364851,0.02474808514050337,0.3415091335773468,False,True,0.7134968678343989,True,ambiguous_multiple_candidates,6,4,1,True,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000123_002__GM_RM017_000125_001,tracklet_candidate_edge,GM_RM017_000123_002,GM_RM017_000125_001,GM_RM017,123,125,2,truck,truck,True,345.8929578836431,367.6955262170047,0.0,0.798524206687045,-0.36918031223205394,-0.03377127439385599,0.5070755481719971,False,False,0.4641752929257694,True,ambiguous_multiple_candidates,6,7,2,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000123_002__GM_RM017_000126_002,tracklet_candidate_edge,GM_RM017_000123_002,GM_RM017_000126_002,GM_RM017,123,126,3,truck,truck,True,158.14868013154964,450.3332099679081,0.20420455515977143,0.9132058053398711,0.14434110518763932,0.049817740315966176,0.4009239077568054,False,False,0.6408748608022166,True,ambiguous_multiple_candidates,6,4,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000123_002__GM_RM017_000126_001,tracklet_candidate_edge,GM_RM017_000123_002,GM_RM017_000126_001,GM_RM017,123,126,3,truck,truck,True,338.43786252839635,450.3332099679081,0.0,0.8167996319479057,-0.32262041899426436,0.04578478972279949,0.5070755481719971,False,False,0.44562773858131255,True,ambiguous_multiple_candidates,6,6,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000123_002__GM_RM017_000127_003,tracklet_candidate_edge,GM_RM017_000123_002,GM_RM017_000127_003,GM_RM017,123,127,4,truck,truck,True,216.18788534808346,520.0,0.06664251008789027,0.8710155560755911,0.23747754378363609,0.07073759384791828,0.30170851945877075,False,True,0.4791271081759616,True,ambiguous_multiple_candidates,6,3,5,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000124_001__GM_RM017_000125_001,tracklet_candidate_edge,GM_RM017_000124_001,GM_RM017_000125_001,GM_RM017,124,125,1,truck,truck,True,5.768113411039089,260.0,0.9158115515028334,0.9339710828490877,0.07904320457684591,0.06247884024712923,0.9187286496162415,False,False,0.9661992350834032,True,ambiguous_multiple_candidates,4,7,1,True,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000124_001__GM_RM017_000126_001,tracklet_candidate_edge,GM_RM017_000124_001,GM_RM017_000126_001,GM_RM017,124,126,2,truck,truck,True,12.851803131522074,367.6955262170047,0.8606015845646909,0.8663211581076427,0.1586858304781187,0.1499598191263944,0.9225016236305237,False,False,0.8510101780401971,True,ambiguous_multiple_candidates,4,6,2,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000124_001__GM_RM017_000127_001,tracklet_candidate_edge,GM_RM017_000124_001,GM_RM017_000127_001,GM_RM017,124,127,3,truck,truck,True,19.399145807932637,450.3332099679081,0.7984084114178192,0.8125985791559054,0.23864922302149508,0.22269404704224408,0.9225016236305237,False,False,0.8054270480502123,True,ambiguous_multiple_candidates,4,5,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000124_001__GM_RM017_000128_001,tracklet_candidate_edge,GM_RM017_000124_001,GM_RM017_000128_001,GM_RM017,124,128,4,truck,truck,True,25.486443088278758,520.0,0.7343057913300646,0.7674976778853269,0.3422425476058307,0.26586520713246653,0.9225016236305237,False,False,0.7786553776267586,True,ambiguous_multiple_candidates,4,5,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000124_001__GM_RM017_000125_003,tracklet_candidate_edge,GM_RM017_000124_001,GM_RM017_000125_003,GM_RM017,124,125,1,truck,truck,True,449.2327582619306,260.0,0.0,0.7111224817678363,0.8698658257863442,0.12682755976078924,0.3415091335773468,False,True,0.4838449894648654,False,outside_distance_limit,4,4,5,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000124_002__GM_RM017_000125_002,tracklet_candidate_edge,GM_RM017_000124_002,GM_RM017_000125_002,GM_RM017,124,125,1,bus,bus,True,52.292807350079165,260.0,0.6377075717360713,0.9626944703977915,0.048886577356029366,0.028809749952931524,0.386707603931427,False,True,0.8363908140045219,True,ambiguous_multiple_candidates,3,1,1,True,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000124_002__GM_RM017_000127_002,tracklet_candidate_edge,GM_RM017_000124_002,GM_RM017_000127_002,GM_RM017,124,127,3,bus,bus,True,165.8138837650126,450.3332099679081,0.19805132669989658,0.8868028565439223,0.1898721041035948,0.07160547817236854,0.38192978501319885,False,True,0.6250314320638788,True,ambiguous_multiple_candidates,3,2,2,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000124_002__GM_RM017_000128_002,tracklet_candidate_edge,GM_RM017_000124_002,GM_RM017_000128_002,GM_RM017,124,128,4,bus,bus,True,207.39544966877313,520.0,0.07320188287961359,0.9614895931614598,0.07520240551208336,0.00712871557629823,0.3074648082256317,False,True,0.5053282603611244,True,ambiguous_multiple_candidates,3,3,3,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
GM_RM017_000124_002__GM_RM017_000125_003,tracklet_candidate_edge,GM_RM017_000124_002,GM_RM017_000125_003,GM_RM017,124,125,1,bus,truck,False,52.320775548969564,260.0,0.635937707997109,0.9652101122001493,0.04870077270313725,0.023688799019369797,0.3415091335773468,False,True,0.8278393373554085,False,class_mismatch,3,4,4,False,runtime_yolo_bbox_geometry_only_candidate_edge_not_same_target_proof
