scene,object_hypothesis_id,optical_frame_num,main_tracker_track_id,primary_det_id,secondary_det_ids,observation_cluster_id,primary_bbox_x1,primary_bbox_y1,primary_bbox_x2,primary_bbox_y2,primary_bbox_center_x,primary_bbox_center_y,primary_bbox_w,primary_bbox_h,primary_confidence,secondary_bbox_summary,tracker_state_bbox_x1,tracker_state_bbox_y1,tracker_state_bbox_x2,tracker_state_bbox_y2,bbox_provenance_status,cluster_role,cluster_risk_status,state_visibility_status,state_uncertainty_status,partial_full_transition_state,boundary_truncation_state,multi_observation_state,recommended_oty2_weight,review_required,runtime_source_policy
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,173,bt_0098,GM_RM019_000173_001,,GM_RM019_000173_oc_001,233.22010803222656,298.4232482910156,797.0567626953125,593.6067504882812,515.1384353637695,446.01499938964844,563.8366546630859,295.1835021972656,0.69327,,337.0877685546875,297.2625732421875,700.6951904296875,593.4705810546875,tracker_state_bbox_scale_change,stable_single_box,low_risk_single_observation,visible_main_observation,moderate_uncertainty,none,none,single_observation,primary_track_with_uncertainty,True,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,174,bt_0098,GM_RM019_000174_001,,GM_RM019_000174_oc_001,278.7964782714844,306.7236328125,798.8986206054688,593.866943359375,538.8475494384766,450.2952880859375,520.1021423339844,287.143310546875,0.931164,,349.26776123046875,303.64178466796875,727.7319946289062,593.7183227539062,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,181,bt_0098,GM_RM019_000181_001,,GM_RM019_000181_oc_001,653.202392578125,394.2694396972656,799.5590209960938,594.9238891601562,726.3807067871094,494.59666442871094,146.35662841796875,200.65444946289062,0.917283,,600.7278442382812,392.3945007324219,849.5228271484375,595.0935668945312,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,182,bt_0098,GM_RM019_000182_001,,GM_RM019_000182_oc_001,705.2213134765625,406.4940490722656,799.6967163085938,593.7047119140625,752.4590148925781,500.09938049316406,94.47540283203125,187.21066284179688,0.881774,,642.218505859375,404.9171142578125,860.5692749023438,594.1392822265625,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,118,bt_0001,GM_RM017_000118_001,,,0.10466257482767105,269.3912658691406,67.24386596679688,377.0745849609375,33.67426427081227,323.23292541503906,67.1392033919692,107.68331909179688,0.642234,,-6.498701572418213,269.8047180175781,76.77215576171875,376.8352355957031,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,119,bt_0001,GM_RM017_000119_001,,,0.15708287060260773,265.84442138671875,79.06766510009766,381.6871032714844,39.61237398535013,323.76576232910156,78.91058222949505,115.84268188476562,0.60605,,-5.5901570320129395,266.77655029296875,82.70803833007812,380.54510498046875,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,120,bt_0001,GM_RM017_000120_001,,,0.218963623046875,261.162841796875,97.76630401611328,381.61578369140625,48.99263381958008,321.3893127441406,97.5473403930664,120.45294189453125,0.731196,,0.3246416747570038,262.2195129394531,93.22795104980469,381.7726745605469,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,121,bt_0001,GM_RM017_000121_001,,,0.3953043520450592,258.0439453125,126.26184844970703,386.9409484863281,63.328576400876045,322.49244689941406,125.86654409766197,128.89700317382812,0.87724,,9.844993591308594,258.493896484375,109.8130111694336,385.92108154296875,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0002,121,bt_0002,GM_RM017_000121_002,,,214.77874755859375,341.9056091308594,431.52764892578125,509.0867004394531,323.1531982421875,425.49615478515625,216.7489013671875,167.18109130859375,0.641636,,208.25575256347656,342.3334045410156,419.3124084472656,509.2488708496094,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,122,bt_0001,GM_RM017_000122_001,,,0.3725433349609375,254.65728759765625,132.76351928710938,385.8936462402344,66.56803131103516,320.2754669189453,132.39097595214844,131.23635864257812,0.915321,,14.204639434814453,254.9530487060547,118.82136535644531,386.6083984375,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0002,122,bt_0002,GM_RM017_000122_002,,,259.76531982421875,339.7838134765625,481.20623779296875,507.7440185546875,370.48577880859375,423.763916015625,221.44091796875,167.960205078125,0.582491,,251.2736053466797,340.3722839355469,463.52301025390625,508.09136962890625,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,123,bt_0001,GM_RM017_000123_001,,,0.35945892333984375,251.03517150878906,151.63609313964844,385.37213134765625,75.99777603149414,318.20365142822266,151.2766342163086,134.3369598388672,0.924899,,20.222110748291016,251.32325744628906,129.8932647705078,386.39697265625,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0002,123,bt_0002,GM_RM017_000123_002,,,303.3429870605469,337.5621337890625,534.3676147460938,508.52691650390625,418.8553009033203,423.0445251464844,231.02462768554688,170.96478271484375,0.507076,,301.6048278808594,337.989501953125,517.5635986328125,508.3086853027344,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,124,bt_0001,GM_RM017_000124_001,,,0.4819996953010559,247.72149658203125,168.93211364746094,384.79705810546875,84.707056671381,316.25927734375,168.45011395215988,137.0755615234375,0.922502,,26.103696823120117,247.87705993652344,141.49639892578125,385.8473815917969,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0002,124,bt_0002,GM_RM017_000124_002,,,351.7747802734375,332.5314636230469,587.7658081054688,506.9909973144531,469.7702941894531,419.76123046875,235.99102783203125,174.45953369140625,0.58755,,352.29034423828125,333.5533752441406,573.1017456054688,507.26751708984375,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,125,bt_0001,GM_RM017_000125_001,,,0.1263173371553421,245.81283569335938,180.49073791503906,383.9527893066406,90.3085276260972,314.8828125,180.36442057788372,138.13995361328125,0.918729,,30.073822021484375,245.43263244628906,151.01806640625,385.01422119140625,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0002,125,bt_0002,GM_RM017_000125_002,,,399.48822021484375,331.33294677734375,644.6356201171875,507.48651123046875,522.0619201660156,419.40972900390625,245.14739990234375,176.153564453125,0.386708,,403.85150146484375,331.2896728515625,628.5204467773438,507.285888671875,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,126,bt_0001,GM_RM017_000126_001,,,0.3281148076057434,247.9302215576172,194.7725372314453,385.5248718261719,97.55032601952553,316.72754669189453,194.44442242383957,137.5946502685547,0.93109,,34.45956802368164,246.02255249023438,160.73675537109375,385.67437744140625,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0002,126,bt_0002,GM_RM017_000126_002,,,450.3602600097656,330.4609069824219,703.5773315429688,508.95648193359375,576.9687957763672,419.7086944580078,253.21707153320312,178.49557495117188,0.400924,,456.87005615234375,330.0000915527344,685.8523559570312,508.33880615234375,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,127,bt_0001,GM_RM017_000127_001,,,0.41217803955078125,248.5638885498047,207.714599609375,386.5309143066406,104.06338882446289,317.54740142822266,207.30242156982422,137.96702575683594,0.94164,,38.04700469970703,246.80368041992188,170.53515625,386.5496826171875,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0002,127,bt_0002,GM_RM017_000127_002,,,502.3345947265625,329.6695556640625,768.8136596679688,513.5042114257812,635.5741271972656,421.5868835449219,266.47906494140625,183.83465576171875,0.38193,,511.24114990234375,329.0975646972656,747.6531982421875,511.8423156738281,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,128,bt_0001,GM_RM017_000128_001,,,0.2081553041934967,248.85833740234375,219.78196716308594,390.0086364746094,109.99506123363972,319.43348693847656,219.57381185889244,141.15029907226562,0.939911,,39.969078063964844,247.40245056152344,180.96096801757812,389.1366882324219,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0002,128,bt_0002,GM_RM017_000128_002,,,554.3619384765625,327.00732421875,799.9363403320312,507.2664794921875,677.1491394042969,417.13690185546875,245.57440185546875,180.2591552734375,0.307465,,558.9080810546875,327.0613708496094,795.00927734375,508.9462585449219,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,129,bt_0001,GM_RM017_000129_001,,,15.442631721496582,245.90225219726562,233.1702423095703,388.8513488769531,124.30643701553345,317.3768005371094,217.72761058807373,142.9490966796875,0.944178,,47.49745178222656,245.77279663085938,196.36705017089844,389.3321228027344,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0002,129,bt_0002,GM_RM017_000129_002,,,606.582275390625,322.9243469238281,799.2867431640625,491.05712890625,702.9345092773438,406.99073791503906,192.7044677734375,168.13278198242188,0.504584,,598.3311157226562,323.6443786621094,821.4539184570312,496.9316711425781,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,130,bt_0001,GM_RM017_000130_001,,,34.219383239746094,243.8307647705078,240.58822631835938,388.3652648925781,137.40380477905273,316.09801483154297,206.36884307861328,144.5345001220703,0.921663,,57.01675796508789,243.8638458251953,212.2527618408203,389.0478820800781,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,131,bt_0001,GM_RM017_000131_001,,,52.80878448486328,242.8883819580078,259.0014953613281,388.58001708984375,155.9051399230957,315.7341995239258,206.19271087646484,145.69163513183594,0.924962,,70.87606048583984,242.58343505859375,231.7646026611328,389.0405578613281,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,132,bt_0001,GM_RM017_000132_001,,,72.3260498046875,243.789306640625,274.83465576171875,388.984619140625,173.58035278320312,316.386962890625,202.50860595703125,145.1953125,0.906772,,86.62422943115234,242.74905395507812,251.33566284179688,389.2692565917969,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,133,bt_0001,GM_RM017_000133_001,,,92.00540924072266,243.23318481445312,290.7109375,389.3758544921875,191.35817337036133,316.3045196533203,198.70552825927734,146.14266967773438,0.917345,,102.88032531738281,242.52059936523438,271.2491760253906,389.5828552246094,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,134,bt_0001,GM_RM017_000134_001,,,109.63915252685547,240.96287536621094,305.1524963378906,387.2348327636719,207.39582443237305,314.0988540649414,195.51334381103516,146.27195739746094,0.914921,,118.54582214355469,241.00491333007812,289.6729431152344,388.27459716796875,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,135,bt_0001,GM_RM017_000135_001,,,129.4455108642578,240.23477172851562,318.47125244140625,388.6539611816406,223.95838165283203,314.4443664550781,189.02574157714844,148.419189453125,0.910983,,133.94593811035156,240.00259399414062,308.2063903808594,388.6792907714844,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,136,bt_0001,GM_RM017_000136_001,,,147.68521118164062,240.4079132080078,330.0292663574219,388.2005615234375,238.85723876953125,314.30423736572266,182.34405517578125,147.7926483154297,0.907641,,149.2970428466797,239.78443908691406,324.4646301269531,388.52105712890625,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,137,bt_0001,GM_RM017_000137_001,,,167.20602416992188,239.49884033203125,338.564453125,387.6414489746094,252.88523864746094,313.5701446533203,171.35842895507812,148.14260864257812,0.924998,,164.1226806640625,239.15989685058594,339.2144775390625,388.0757141113281,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,138,bt_0001,GM_RM017_000138_001,,,186.32518005371094,237.25506591796875,356.8846435546875,386.6833190917969,271.6049118041992,311.9691925048828,170.55946350097656,149.42825317382812,0.89167,,181.3167266845703,237.4965057373047,356.932861328125,387.26263427734375,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,139,bt_0001,GM_RM017_000139_001,,,205.9749298095703,236.62098693847656,374.22686767578125,385.07415771484375,290.1008987426758,310.84757232666016,168.25193786621094,148.4531707763672,0.914242,,200.113525390625,236.49159240722656,374.7515563964844,385.88787841796875,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,140,bt_0001,GM_RM017_000140_001,,,225.37347412109375,235.87539672851562,386.858154296875,383.8943786621094,306.1158142089844,309.8848876953125,161.48468017578125,148.01898193359375,0.927467,,217.93997192382812,235.66708374023438,390.92901611328125,384.57965087890625,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,141,bt_0001,GM_RM017_000141_001,,,245.19500732421875,233.24417114257812,401.76531982421875,381.5907287597656,323.48016357421875,307.4174499511719,156.5703125,148.3465576171875,0.925121,,236.0540313720703,233.66757202148438,407.5443115234375,382.5650634765625,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,142,bt_0001,GM_RM017_000142_001,,,265.1651916503906,230.55154418945312,415.5116271972656,384.4962463378906,340.3384094238281,307.5238952636719,150.346435546875,153.9447021484375,0.890333,,252.361083984375,231.18133544921875,425.5389099121094,383.72198486328125,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,143,bt_0001,GM_RM017_000143_001,,,285.03814697265625,229.01773071289062,430.8819580078125,384.66387939453125,357.9600524902344,306.84080505371094,145.84381103515625,155.64614868164062,0.910966,,269.94940185546875,229.2818603515625,443.0200500488281,384.2760925292969,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,143,bt_0010,,GM_RM017_000143_002,,,,,,,,,,,"GM_RM017_000143_002:0.05,329.25,57.65,377.73",,,,,,,,partial_secondary_observation,moderate_uncertainty,none,none,multiple_observations,secondary_hint_only,True,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,144,bt_0001,GM_RM017_000144_001,,,307.13250732421875,228.8466796875,445.6379089355469,384.34527587890625,376.3852081298828,306.5959777832031,138.50540161132812,155.49859619140625,0.891387,,289.3798828125,228.49183654785156,460.02618408203125,384.2876892089844,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,144,bt_0010,,GM_RM017_000144_002,,,,,,,,,,,"GM_RM017_000144_002:0.16,327.07,79.67,405.15",,,,,,,,partial_secondary_observation,moderate_uncertainty,none,none,multiple_observations,secondary_hint_only,True,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0001,145,bt_0001,GM_RM017_000145_001,,,328.248291015625,226.17996215820312,460.65509033203125,383.8880920410156,394.4516906738281,305.0340270996094,132.40679931640625,157.7081298828125,0.857498,,308.59393310546875,226.4995574951172,477.2986145019531,383.9967041015625,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,False,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,145,bt_0008,GM_RM017_000145_002,,,0.1315053254365921,324.9649963378906,76.36539459228516,410.68255615234375,38.248449958860874,367.8237762451172,76.23388926684856,85.71755981445312,0.600446,,-4.223321437835693,325.385009765625,81.38661193847656,409.57684326171875,,,,visible_main_observation,low_uncertainty,none,none,single_observation,primary_track_high,True,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,145,bt_0010,,,,,,,,,,,,,,,,,,,,,missing_observation,high_uncertainty,none,none,missing_observation,do_not_use,True,oty1t_p4g_runtime_safe_object_optical_hypothesis_no_gt_no_sar_no_selector
