scene,object_hypothesis_id,optical_frame_num,main_tracker_track_id,primary_det_id,secondary_det_ids,observation_cluster_id,primary_bbox_x1,primary_bbox_y1,primary_bbox_x2,primary_bbox_y2,primary_bbox_center_x,primary_bbox_center_y,primary_bbox_w,primary_bbox_h,primary_confidence,secondary_bbox_summary,tracker_state_bbox_x1,tracker_state_bbox_y1,tracker_state_bbox_x2,tracker_state_bbox_y2,bbox_provenance_status,cluster_role,cluster_risk_status,state_visibility_status,state_uncertainty_status,partial_full_transition_state,boundary_truncation_state,multi_observation_state,recommended_oty2_weight,review_required
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,174,bt_0098,GM_RM019_000174_001,,GM_RM019_000174_oc_001,278.7964782714844,306.7236328125,798.8986206054688,593.866943359375,538.8475494384766,450.2952880859375,520.1021423339844,287.143310546875,0.931164,,349.26776123046875,303.64178466796875,727.7319946289062,593.7183227539062,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,181,bt_0098,GM_RM019_000181_001,,GM_RM019_000181_oc_001,653.202392578125,394.2694396972656,799.5590209960938,594.9238891601562,726.3807067871094,494.59666442871094,146.35662841796875,200.65444946289062,0.917283,,600.7278442382812,392.3945007324219,849.5228271484375,595.0935668945312,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,182,bt_0098,GM_RM019_000182_001,,GM_RM019_000182_oc_001,705.2213134765625,406.4940490722656,799.6967163085938,593.7047119140625,752.4590148925781,500.09938049316406,94.47540283203125,187.21066284179688,0.881774,,642.218505859375,404.9171142578125,860.5692749023438,594.1392822265625,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,150,bt_0098,GM_RM019_000150_001,,GM_RM019_000150_oc_001,0.17518360912799835,304.9988098144531,124.11287689208984,553.0045166015625,62.14403025060892,429.0016632080078,123.93769328296185,248.00570678710938,0.825836,,15.152104377746582,312.2132263183594,99.14157104492188,548.4165649414062,tracker_state_bbox_shift,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,151,bt_0098,GM_RM019_000151_001,,GM_RM019_000151_oc_001,0.3498331606388092,299.6176452636719,156.3976287841797,575.3565063476562,78.37373097240925,437.48707580566406,156.04779562354088,275.7388610839844,0.879812,,25.224365234375,301.0355224609375,122.03651428222656,568.760009765625,tracker_state_bbox_shift,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,152,bt_0098,GM_RM019_000152_001,,GM_RM019_000152_oc_001,0.39890289306640625,296.6626892089844,189.79794311523438,588.195068359375,95.09842300415039,442.4288787841797,189.39904022216797,291.5323791503906,0.938428,,36.98794937133789,295.158935546875,144.9132537841797,585.0199584960938,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,153,bt_0098,GM_RM019_000153_001,,GM_RM019_000153_oc_001,0.4712168276309967,295.5627746582031,222.617431640625,593.437744140625,111.544324234128,444.50025939941406,222.146214812994,297.8749694824219,0.951381,,49.452606201171875,292.5945129394531,166.9163055419922,594.4213256835938,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,154,bt_0098,GM_RM019_000154_001,,GM_RM019_000154_oc_001,0.7915496826171875,294.39105224609375,256.7157287597656,593.6530151367188,128.7536392211914,444.02203369140625,255.92417907714844,299.261962890625,0.95612,,62.385498046875,291.24749755859375,189.11703491210938,597.7242431640625,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,155,bt_0098,GM_RM019_000155_001,,GM_RM019_000155_oc_001,0.6486765146255493,296.052001953125,292.5834655761719,594.5656127929688,146.6160710453987,445.3088073730469,291.9347890615463,298.51361083984375,0.95302,,75.26204681396484,292.1603088378906,212.32598876953125,599.0831298828125,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,156,bt_0098,GM_RM019_000156_001,,GM_RM019_000156_oc_001,1.2700397968292236,296.45831298828125,327.5138854980469,594.93408203125,164.39196264743805,445.6961975097656,326.24384570121765,298.47576904296875,0.957848,,87.15959930419922,293.08331298828125,236.6600799560547,599.3980102539062,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,157,bt_0098,GM_RM019_000157_001,,GM_RM019_000157_oc_001,1.0597736835479736,298.1839904785156,368.156982421875,594.5850219726562,184.6083780527115,446.38450622558594,367.097208738327,296.4010314941406,0.955445,,99.51158905029297,294.8069152832031,263.69427490234375,598.9142456054688,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,158,bt_0098,GM_RM019_000158_001,,GM_RM019_000158_oc_001,1.13922119140625,301.40966796875,409.68585205078125,593.997802734375,205.41253662109375,447.7037353515625,408.546630859375,292.588134765625,0.954936,,111.8141098022461,297.79412841796875,292.7308349609375,598.0062255859375,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,159,bt_0098,GM_RM019_000159_001,,GM_RM019_000159_oc_001,1.3397216796875,301.5797119140625,456.3224182128906,593.7938232421875,228.83106994628906,447.686767578125,454.9826965332031,292.214111328125,0.950053,,124.29461669921875,299.2287902832031,325.7372741699219,597.2259521484375,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,160,bt_0098,GM_RM019_000160_001,,GM_RM019_000160_oc_001,1.3138325214385986,302.09228515625,508.8522644042969,593.50390625,255.08304846286774,447.798095703125,507.5384318828583,291.41162109375,0.95848,,137.61456298828125,300.2384338378906,363.118896484375,596.5023803710938,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,161,bt_0098,GM_RM019_000161_001,,GM_RM019_000161_oc_001,9.787750244140625,300.63861083984375,558.2789306640625,592.762451171875,284.03334045410156,446.7005310058594,548.4911804199219,292.12384033203125,0.918377,,152.27598571777344,299.7696228027344,404.64227294921875,595.5322875976562,tracker_state_bbox_shift,stable_single_box,low_risk_single_observation,visible_main_observation,moderate_uncertainty,none,none,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,169,bt_0098,,,,,,,,,,,,,,,,,,,,,missing_observation,high_uncertainty,none,none,missing_observation,do_not_use,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,175,bt_0098,GM_RM019_000175_001,,GM_RM019_000175_oc_001,335.31494140625,315.0635070800781,798.9276733398438,594.3839721679688,567.1213073730469,454.72373962402344,463.61273193359375,279.3204650878906,0.946969,,373.3384094238281,311.5763854980469,754.5161743164062,594.1578979492188,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,176,bt_0098,GM_RM019_000176_001,,GM_RM019_000176_oc_001,393.59344482421875,325.72149658203125,799.1657104492188,594.1016235351562,596.3795776367188,459.91156005859375,405.572265625,268.380126953125,0.958927,,405.81170654296875,321.64923095703125,778.611083984375,594.1322021484375,raw_bbox_preserved,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,low_uncertainty,none,boundary_truncation_present,single_observation,primary_track_high,False
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,177,bt_0098,GM_RM019_000177_001,,GM_RM019_000177_oc_001,443.2139892578125,335.4937744140625,799.1211547851562,594.7311401367188,621.1675720214844,465.1124572753906,355.90716552734375,259.23736572265625,0.95309,,438.7871398925781,331.90716552734375,798.2640380859375,594.5473022460938,raw_bbox_preserved,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,low_uncertainty,none,boundary_truncation_present,single_observation,primary_track_high,False
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,178,bt_0098,GM_RM019_000178_001,,GM_RM019_000178_oc_001,499.8881530761719,351.1979064941406,799.2451171875,594.9051513671875,649.5666351318359,473.05152893066406,299.3569641113281,243.70724487304688,0.951718,,478.2885437011719,346.20391845703125,814.7194213867188,594.8154907226562,tracker_state_bbox_shift,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,179,bt_0098,GM_RM019_000179_001,,GM_RM019_000179_oc_001,550.7760620117188,366.02276611328125,799.4727172851562,595.224609375,675.1243896484375,480.6236877441406,248.6966552734375,229.20184326171875,0.956774,,518.3761596679688,361.4096374511719,827.9275512695312,595.1287841796875,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
GM_RM019,oty1t_obj_GM_RM019_0039_0045_bt_0098,180,bt_0098,GM_RM019_000180_001,,GM_RM019_000180_oc_001,600.66748046875,385.12841796875,799.5210571289062,595.396240234375,700.0942687988281,490.2623291015625,198.85357666015625,210.267822265625,0.935554,,560.4142456054688,379.833251953125,837.2918090820312,595.3543090820312,tracker_state_bbox_scale_change,edge_truncation_cluster,review_boundary_truncation,visible_main_observation,moderate_uncertainty,none,boundary_truncation_present,single_observation,primary_track_with_uncertainty,True
