scene,optical_frame_num,tracker_name,tracker_track_id,chosen_det_id,chosen_oty1_tracklet_id,chosen_confidence,chosen_raw_bbox_x1,chosen_raw_bbox_y1,chosen_raw_bbox_x2,chosen_raw_bbox_y2,chosen_tracker_bbox_x1,chosen_tracker_bbox_y1,chosen_tracker_bbox_x2,chosen_tracker_bbox_y2,chosen_bbox_area,chosen_boundary_contact,rejected_neighbor_det_ids,rejected_neighbor_oty1_tracklet_ids,rejected_neighbor_confidences,rejected_neighbor_bbox_areas,chosen_vs_rejected_iou_max,chosen_vs_rejected_center_distance_min,chosen_vs_rejected_area_ratio_min,chosen_vs_rejected_area_ratio_max,observation_cluster_id,association_choice_status,association_choice_reason,review_required
GM_RM019,154,bytetrack,bt_0098,GM_RM019_000154_001,oty1_tracklet_0038,0.95612,0.7915496826171875,294.39105224609375,256.7157287597656,593.6530151367188,62.385498046875,291.24749755859375,189.11703491210938,597.7242431640625,76588.372182,True,,,,,0.0,0.0,0.0,0.0,GM_RM019_000154_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
GM_RM019,155,bytetrack,bt_0098,GM_RM019_000155_001,oty1_tracklet_0038,0.95302,0.6486765146255493,296.052001953125,292.5834655761719,594.5656127929688,75.26204681396484,292.1603088378906,212.32598876953125,599.0831298828125,87146.508013,True,,,,,0.0,0.0,0.0,0.0,GM_RM019_000155_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
GM_RM019,156,bytetrack,bt_0098,GM_RM019_000156_001,oty1_tracklet_0038,0.957848,1.2700397968292236,296.45831298828125,327.5138854980469,594.93408203125,87.15959930419922,293.08331298828125,236.6600799560547,599.3980102539062,97375.882741,True,,,,,0.0,0.0,0.0,0.0,GM_RM019_000156_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
GM_RM019,157,bytetrack,bt_0098,GM_RM019_000157_001,oty1_tracklet_0038,0.955445,1.0597736835479736,298.1839904785156,368.156982421875,594.5850219726562,99.51158905029297,294.8069152832031,263.69427490234375,598.9142456054688,108807.991329,True,,,,,0.0,0.0,0.0,0.0,GM_RM019_000157_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
GM_RM019,158,bytetrack,bt_0098,GM_RM019_000158_001,oty1_tracklet_0038,0.954936,1.13922119140625,301.40966796875,409.68585205078125,593.997802734375,111.8141098022461,297.79412841796875,292.7308349609375,598.0062255859375,119535.896688,True,,,,,0.0,0.0,0.0,0.0,GM_RM019_000158_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
GM_RM019,159,bytetrack,bt_0098,GM_RM019_000159_001,oty1_tracklet_0038,0.950053,1.3397216796875,301.5797119140625,456.3224182128906,593.7938232421875,124.29461669921875,299.2287902832031,325.7372741699219,597.2259521484375,132952.364337,True,,,,,0.0,0.0,0.0,0.0,GM_RM019_000159_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
GM_RM019,160,bytetrack,bt_0098,GM_RM019_000160_001,oty1_tracklet_0038,0.95848,1.3138325214385986,302.09228515625,508.8522644042969,593.50390625,137.61456298828125,300.2384338378906,363.118896484375,596.5023803710938,147902.597202,True,,,,,0.0,0.0,0.0,0.0,GM_RM019_000160_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
GM_RM019,161,bytetrack,bt_0098,GM_RM019_000161_001,oty1_tracklet_0038,0.918377,9.787750244140625,300.63861083984375,558.2789306640625,592.762451171875,152.27598571777344,299.7696228027344,404.64227294921875,595.5322875976562,160227.350013,False,,,,,0.0,0.0,0.0,0.0,GM_RM019_000161_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
GM_RM019,162,bytetrack,bt_0098,GM_RM019_000162_001,oty1_tracklet_0038,0.634304,7.1503190994262695,302.08709716796875,636.0260620117188,592.9884643554688,171.2411651611328,300.6294250488281,455.1710510253906,595.1400756835938,182940.813404,False,GM_RM019_000162_002,oty1_tracklet_0039,0.338494,73326.797374,0.394231,87.672054,0.400823,0.400823,GM_RM019_000162_oc_001,chose_tracker_state_over_raw_overlap,tracker output bbox differs from the raw detection bbox; association should be read as tracker-state hypothesis,True
GM_RM019,168,bytetrack,bt_0111,GM_RM019_000168_001,oty1_tracklet_0041,0.412546,0.0675709992647171,355.69427490234375,79.73918914794922,429.22637939453125,7.820138454437256,355.86199951171875,69.9743423461914,431.63262939453125,5858.421751,True,GM_RM019_000168_002,oty1_tracklet_0039,0.309611,97805.535976,0.059135,298.254598,0.059899,0.059899,GM_RM019_000168_oc_001,chose_tracker_state_over_raw_overlap,tracker output bbox differs from the raw detection bbox; association should be read as tracker-state hypothesis,True
GM_RM019,169,bytetrack,bt_0111,GM_RM019_000169_001,oty1_tracklet_0041,0.427803,0.2861086428165436,353.72454833984375,93.7835922241211,428.9545593261719,14.181465148925781,354.156005859375,76.60287475585938,429.4951477050781,7033.816717,True,,,,,0.0,0.0,0.0,0.0,GM_RM019_000169_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
GM_RM019,175,bytetrack,bt_0098,GM_RM019_000175_001,oty1_tracklet_0045,0.946969,335.31494140625,315.0635070800781,798.9276733398438,594.3839721679688,373.3384094238281,311.5763854980469,754.5161743164062,594.1578979492188,129496.523904,True,,,,,0.0,0.0,0.0,0.0,GM_RM019_000175_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
GM_RM019,176,bytetrack,bt_0098,GM_RM019_000176_001,oty1_tracklet_0045,0.958927,393.59344482421875,325.72149658203125,799.1657104492188,594.1016235351562,405.81170654296875,321.64923095703125,778.611083984375,594.1322021484375,108847.536137,True,,,,,0.0,0.0,0.0,0.0,GM_RM019_000176_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
GM_RM019,177,bytetrack,bt_0098,GM_RM019_000177_001,oty1_tracklet_0045,0.95309,443.2139892578125,335.4937744140625,799.1211547851562,594.7311401367188,438.7871398925781,331.90716552734375,798.2640380859375,594.5473022460938,92264.436033,True,,,,,0.0,0.0,0.0,0.0,GM_RM019_000177_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
GM_RM019,178,bytetrack,bt_0098,GM_RM019_000178_001,oty1_tracklet_0045,0.951718,499.8881530761719,351.1979064941406,799.2451171875,594.9051513671875,478.2885437011719,346.20391845703125,814.7194213867188,594.8154907226562,72955.460957,True,,,,,0.0,0.0,0.0,0.0,GM_RM019_000178_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
GM_RM019,179,bytetrack,bt_0098,GM_RM019_000179_001,oty1_tracklet_0045,0.956774,550.7760620117188,366.02276611328125,799.4727172851562,595.224609375,518.3761596679688,361.4096374511719,827.9275512695312,595.1287841796875,57001.731802,True,,,,,0.0,0.0,0.0,0.0,GM_RM019_000179_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
GM_RM019,180,bytetrack,bt_0098,GM_RM019_000180_001,oty1_tracklet_0045,0.935554,600.66748046875,385.12841796875,799.5210571289062,595.396240234375,560.4142456054688,379.833251953125,837.2918090820312,595.3543090820312,41812.508514,True,,,,,0.0,0.0,0.0,0.0,GM_RM019_000180_oc_001,clean_single_choice,no same-frame observation-cluster neighbor was rejected,False
