scene,optical_frame_num,det_id,tracker_name,tracker_track_id,raw_bbox_x1,raw_bbox_y1,raw_bbox_x2,raw_bbox_y2,tracker_output_bbox_x1,tracker_output_bbox_y1,tracker_output_bbox_x2,tracker_output_bbox_y2,center_delta_px,area_delta_ratio,iou_raw_vs_tracker_output,output_idx,mapped_det_id,mapping_verified,bbox_provenance_status,bbox_provenance_reason
GM_RM019,154,GM_RM019_000154_001,bytetrack,bt_0098,0.7915496826171875,294.39105224609375,256.7157287597656,593.6530151367188,62.385498046875,291.24749755859375,189.11703491210938,597.7242431640625,3.037991,0.49287,0.48935,6,GM_RM019_000154_001,True,tracker_state_bbox_scale_change,mapped det_id is verified; bbox center stays close while tracker state changes scale
GM_RM019,155,GM_RM019_000155_001,bytetrack,bt_0098,0.6486765146255493,296.052001953125,292.5834655761719,594.5656127929688,75.26204681396484,292.1603088378906,212.32598876953125,599.0831298828125,2.839348,0.517272,0.463373,7,GM_RM019_000155_001,True,tracker_state_bbox_scale_change,mapped det_id is verified; bbox center stays close while tracker state changes scale
GM_RM019,156,GM_RM019_000156_001,bytetrack,bt_0098,1.2700397968292236,296.45831298828125,327.5138854980469,594.93408203125,87.15959930419922,293.08331298828125,236.6600799560547,599.3980102539062,2.541137,0.529717,0.452798,8,GM_RM019_000156_001,True,tracker_state_bbox_scale_change,mapped det_id is verified; bbox center stays close while tracker state changes scale
GM_RM019,157,GM_RM019_000157_001,bytetrack,bt_0098,1.0597736835479736,298.1839904785156,368.156982421875,594.5850219726562,99.51158905029297,294.8069152832031,263.69427490234375,598.9142456054688,3.042918,0.541126,0.442105,9,GM_RM019_000157_001,True,tracker_state_bbox_scale_change,mapped det_id is verified; bbox center stays close while tracker state changes scale
GM_RM019,158,GM_RM019_000158_001,bytetrack,bt_0098,1.13922119140625,301.40966796875,409.68585205078125,593.997802734375,111.8141098022461,297.79412841796875,292.7308349609375,598.0062255859375,3.146203,0.545631,0.437779,10,GM_RM019_000158_001,True,tracker_state_bbox_scale_change,mapped det_id is verified; bbox center stays close while tracker state changes scale
GM_RM019,159,GM_RM019_000159_001,bytetrack,bt_0098,1.3397216796875,301.5797119140625,456.3224182128906,593.7938232421875,124.29461669921875,299.2287902832031,325.7372741699219,597.2259521484375,3.853236,0.54849,0.438902,11,GM_RM019_000159_001,True,tracker_state_bbox_scale_change,mapped det_id is verified; bbox center stays close while tracker state changes scale
GM_RM019,160,GM_RM019_000160_001,bytetrack,bt_0098,1.3138325214385986,302.09228515625,508.8522644042969,593.50390625,137.61456298828125,300.2384338378906,363.118896484375,596.5023803710938,4.750916,0.548292,0.441047,12,GM_RM019_000160_001,True,tracker_state_bbox_scale_change,mapped det_id is verified; bbox center stays close while tracker state changes scale
GM_RM019,161,GM_RM019_000161_001,bytetrack,bt_0098,9.787750244140625,300.63861083984375,558.2789306640625,592.762451171875,152.27598571777344,299.7696228027344,404.64227294921875,595.5322875976562,5.654656,0.534159,0.457488,13,GM_RM019_000161_001,True,tracker_state_bbox_shift,mapped det_id is verified; tracker state bbox shifts relative to raw detection
GM_RM019,162,GM_RM019_000162_001,bytetrack,bt_0098,7.1503190994262695,302.08709716796875,636.0260620117188,592.9884643554688,171.2411651611328,300.6294250488281,455.1710510253906,595.1400756835938,8.389261,0.54291,0.448973,14,GM_RM019_000162_001,True,tracker_state_bbox_shift,mapped det_id is verified; tracker state bbox shifts relative to raw detection
GM_RM019,168,GM_RM019_000168_001,bytetrack,bt_0111,0.0675709992647171,355.69427490234375,79.73918914794922,429.22637939453125,7.820138454437256,355.86199951171875,69.9743423461914,431.63262939453125,1.633601,0.196121,0.758975,15,GM_RM019_000168_001,True,tracker_state_bbox_scale_change,mapped det_id is verified; bbox center stays close while tracker state changes scale
GM_RM019,169,GM_RM019_000169_001,bytetrack,bt_0111,0.2861086428165436,353.72454833984375,93.7835922241211,428.9545593261719,14.181465148925781,354.156005859375,76.60287475585938,429.4951477050781,1.713073,0.331405,0.660628,16,GM_RM019_000169_001,True,tracker_state_bbox_scale_change,mapped det_id is verified; bbox center stays close while tracker state changes scale
GM_RM019,175,GM_RM019_000175_001,bytetrack,bt_0098,335.31494140625,315.0635070800781,798.9276733398438,594.3839721679688,373.3384094238281,311.5763854980469,754.5161743164062,594.1578979492188,3.694413,0.168211,0.813178,20,GM_RM019_000175_001,True,tracker_state_bbox_scale_change,mapped det_id is verified; bbox center stays close while tracker state changes scale
GM_RM019,176,GM_RM019_000176_001,bytetrack,bt_0098,393.59344482421875,325.72149658203125,799.1657104492188,594.1016235351562,405.81170654296875,321.64923095703125,778.611083984375,594.1322021484375,4.63223,0.066754,0.906456,21,GM_RM019_000176_001,True,raw_bbox_preserved,mapped det_id is verified and tracker bbox delta is small
GM_RM019,177,GM_RM019_000177_001,bytetrack,bt_0098,443.2139892578125,335.4937744140625,799.1211547851562,594.7311401367188,438.7871398925781,331.90716552734375,798.2640380859375,594.5473022460938,3.245634,0.023288,0.97124,22,GM_RM019_000177_001,True,raw_bbox_preserved,mapped det_id is verified and tracker bbox delta is small
GM_RM019,178,GM_RM019_000178_001,bytetrack,bt_0098,499.8881530761719,351.1979064941406,799.2451171875,594.9051513671875,478.2885437011719,346.20391845703125,814.7194213867188,594.8154907226562,3.980039,0.146461,0.871649,23,GM_RM019_000178_001,True,tracker_state_bbox_shift,mapped det_id is verified; tracker state bbox shifts relative to raw detection
GM_RM019,179,GM_RM019_000179_001,bytetrack,bt_0098,550.7760620117188,366.02276611328125,799.4727172851562,595.224609375,518.3761596679688,361.4096374511719,827.9275512695312,595.1287841796875,3.071555,0.269226,0.787293,24,GM_RM019_000179_001,True,tracker_state_bbox_scale_change,mapped det_id is verified; bbox center stays close while tracker state changes scale
GM_RM019,180,GM_RM019_000180_001,bytetrack,bt_0098,600.66748046875,385.12841796875,799.5210571289062,595.396240234375,560.4142456054688,379.833251953125,837.2918090820312,595.3543090820312,2.943099,0.427155,0.700457,25,GM_RM019_000180_001,True,tracker_state_bbox_scale_change,mapped det_id is verified; bbox center stays close while tracker state changes scale
