scene,optical_frame_num,observation_cluster_id,cluster_size,det_ids,class_names,confidence_list,bbox_x1_min,bbox_y1_min,bbox_x2_max,bbox_y2_max,cluster_union_area,member_bbox_areas,member_bbox_aspects,member_bottom_y,pairwise_iou_max,pairwise_iou_mean,pairwise_center_distance_min,pairwise_center_distance_mean,boundary_contact_any,neighbor_ambiguity_any,oty1_tracklet_ids,oty1_identity_statuses,tracker_assigned_track_ids,tracked_det_ids,unmatched_det_ids,cluster_role,cluster_risk_status,runtime_source_policy
GM_RM019,167,GM_RM019_000167_oc_001,3,GM_RM019_000167_001;GM_RM019_000167_002;GM_RM019_000167_003,car,0.310109;0.265739;0.252848,0.0,302.9486083984375,800.0,441.257568359375,110647.16796875,76017.858977;5869.400464;37981.451727,5.076255;0.817662;11.900834,427.169373;441.257568;359.441925,0.309872,0.124476,157.141514,289.700903,True,True,oty1_tracklet_0039;oty1_tracklet_0041;oty1_tracklet_0043,ambiguous_crossing_risk;fragmented_short_track,,,GM_RM019_000167_001;GM_RM019_000167_002;GM_RM019_000167_003,partial_full_observation_cluster,review_duplicate_or_partial,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,168,GM_RM019_000168_oc_001,2,GM_RM019_000168_001;GM_RM019_000168_002,car,0.412546;0.309611,0.0675709992647171,303.896484375,674.43603515625,449.1358947753906,97944.8781267775,5858.421751;97805.535976,1.083494;4.636545,429.226379;449.135895,0.059135,0.059135,298.254598,298.254598,True,True,oty1_tracklet_0039;oty1_tracklet_0041,ambiguous_crossing_risk,bt_0111,GM_RM019_000168_001,GM_RM019_000168_002,partial_full_observation_cluster,review_duplicate_or_partial,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,149,GM_RM019_000149_oc_001,1,GM_RM019_000149_001,car,0.862499,0.4241688847541809,326.94317626953125,94.06918334960938,540.2362060546875,19973.828859483747,19973.828859,0.439044,540.236206,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0038,ambiguous_crossing_risk,bt_0098,GM_RM019_000149_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,150,GM_RM019_000150_oc_001,1,GM_RM019_000150_001,car,0.825836,0.17518360912799835,304.9988098144531,124.11287689208984,553.0045166015625,30737.25522020493,30737.25522,0.499737,553.004517,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0038,ambiguous_crossing_risk,bt_0098,GM_RM019_000150_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,151,GM_RM019_000151_oc_001,1,GM_RM019_000151_001,car,0.879812,0.3498331606388092,299.6176452636719,156.3976287841797,575.3565063476562,43028.44143990152,43028.44144,0.565926,575.356506,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0038,ambiguous_crossing_risk,bt_0098,GM_RM019_000151_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,152,GM_RM019_000152_oc_001,1,GM_RM019_000152_001,car,0.938428,0.39890289306640625,296.6626892089844,189.79794311523438,588.195068359375,55215.95280476916,55215.952805,0.649667,588.195068,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0038,ambiguous_crossing_risk,bt_0098,GM_RM019_000152_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,153,GM_RM019_000153_oc_001,1,GM_RM019_000153_001,car,0.951381,0.4712168276309967,295.5627746582031,222.617431640625,593.437744140625,66171.79695805612,66171.796958,0.74577,593.437744,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0038,ambiguous_crossing_risk,bt_0098,GM_RM019_000153_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,154,GM_RM019_000154_oc_001,1,GM_RM019_000154_001,car,0.95612,0.7915496826171875,294.39105224609375,256.7157287597656,593.6530151367188,76588.37218179926,76588.372182,0.855184,593.653015,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0038,ambiguous_crossing_risk,bt_0098,GM_RM019_000154_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,155,GM_RM019_000155_oc_001,1,GM_RM019_000155_001,car,0.95302,0.6486765146255493,296.052001953125,292.5834655761719,594.5656127929688,87146.5080125303,87146.508013,0.977961,594.565613,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0038,ambiguous_crossing_risk,bt_0098,GM_RM019_000155_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,156,GM_RM019_000156_oc_001,1,GM_RM019_000156_001,car,0.957848,1.2700397968292236,296.45831298828125,327.5138854980469,594.93408203125,97375.88274120657,97375.882741,1.093033,594.934082,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0038,ambiguous_crossing_risk,bt_0098,GM_RM019_000156_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,157,GM_RM019_000157_oc_001,1,GM_RM019_000157_001,car,0.955445,1.0597736835479736,298.1839904785156,368.156982421875,594.5850219726562,108807.99132865999,108807.991329,1.238515,594.585022,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0038,ambiguous_crossing_risk,bt_0098,GM_RM019_000157_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,158,GM_RM019_000158_oc_001,1,GM_RM019_000158_001,car,0.954936,1.13922119140625,301.40966796875,409.68585205078125,593.997802734375,119535.89668792486,119535.896688,1.39632,593.997803,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0038,ambiguous_crossing_risk,bt_0098,GM_RM019_000158_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,159,GM_RM019_000159_oc_001,1,GM_RM019_000159_001,car,0.950053,1.3397216796875,301.5797119140625,456.3224182128906,593.7938232421875,132952.36433712393,132952.364337,1.557018,593.793823,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0038,ambiguous_crossing_risk,bt_0098,GM_RM019_000159_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,160,GM_RM019_000160_oc_001,1,GM_RM019_000160_001,car,0.95848,1.3138325214385986,302.09228515625,508.8522644042969,593.50390625,147902.59720236354,147902.597202,1.741655,593.503906,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0038,ambiguous_crossing_risk,bt_0098,GM_RM019_000160_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,161,GM_RM019_000161_oc_001,1,GM_RM019_000161_001,car,0.918377,9.787750244140625,300.63861083984375,558.2789306640625,592.762451171875,160227.3500125166,160227.350013,1.877598,592.762451,0.0,0.0,0.0,0.0,False,False,oty1_tracklet_0038,ambiguous_crossing_risk,bt_0098,GM_RM019_000161_001,,stable_single_box,low_risk_single_observation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,169,GM_RM019_000169_oc_001,1,GM_RM019_000169_001,car,0.427803,0.2861086428165436,353.72454833984375,93.7835922241211,428.9545593261719,7033.816717015575,7033.816717,1.242822,428.954559,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0041,ambiguous_crossing_risk,bt_0111,GM_RM019_000169_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,170,GM_RM019_000170_oc_001,1,GM_RM019_000170_001,bus,0.317673,287.6398620605469,298.0640563964844,372.77484130859375,372.9267272949219,6373.431933391839,6373.431933,1.137215,372.926727,0.0,0.0,0.0,0.0,False,False,oty1_tracklet_0044,fragmented_short_track,,,GM_RM019_000170_001,stable_single_box,low_risk_single_observation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,171,GM_RM019_000171_oc_001,1,GM_RM019_000171_001,car,0.280206,268.312255859375,295.41455078125,798.3580322265625,592.3373413085938,157382.6710261777,157382.671026,1.78513,592.337341,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0045,ambiguous_crossing_risk,,,GM_RM019_000171_001,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,173,GM_RM019_000173_oc_002,1,GM_RM019_000173_002,car,0.268763,75.27776336669922,356.55682373046875,166.46717834472656,398.6249084472656,3836.1640345708,3836.164035,2.167663,398.624908,0.0,0.0,0.0,0.0,False,False,oty1_tracklet_0041,ambiguous_crossing_risk,,,GM_RM019_000173_002,stable_single_box,low_risk_single_observation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,174,GM_RM019_000174_oc_002,1,GM_RM019_000174_002,bus,0.291722,379.5515441894531,300.49493408203125,456.3216552734375,378.8663024902344,6016.578658501618,6016.578659,0.979568,378.866302,0.0,0.0,0.0,0.0,False,False,oty1_tracklet_0044,fragmented_short_track,,,GM_RM019_000174_002,stable_single_box,low_risk_single_observation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,175,GM_RM019_000175_oc_001,1,GM_RM019_000175_001,car,0.946969,335.31494140625,315.0635070800781,798.9276733398438,594.3839721679688,129496.52390435897,129496.523904,1.659788,594.383972,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0045,ambiguous_crossing_risk,bt_0098,GM_RM019_000175_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,176,GM_RM019_000176_oc_001,1,GM_RM019_000176_001,car,0.958927,393.59344482421875,325.72149658203125,799.1657104492188,594.1016235351562,108847.53613710403,108847.536137,1.511186,594.101624,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0045,ambiguous_crossing_risk,bt_0098,GM_RM019_000176_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,177,GM_RM019_000177_oc_001,1,GM_RM019_000177_001,car,0.95309,443.2139892578125,335.4937744140625,799.1211547851562,594.7311401367188,92264.43603312597,92264.436033,1.372901,594.73114,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0045,ambiguous_crossing_risk,bt_0098,GM_RM019_000177_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,178,GM_RM019_000178_oc_001,1,GM_RM019_000178_001,car,0.951718,499.8881530761719,351.1979064941406,799.2451171875,594.9051513671875,72955.46095713135,72955.460957,1.228347,594.905151,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0045,ambiguous_crossing_risk,bt_0098,GM_RM019_000178_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,179,GM_RM019_000179_oc_001,1,GM_RM019_000179_001,car,0.956774,550.7760620117188,366.02276611328125,799.4727172851562,595.224609375,57001.73180169612,57001.731802,1.085055,595.224609,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0045,ambiguous_crossing_risk,bt_0098,GM_RM019_000179_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,180,GM_RM019_000180_oc_001,1,GM_RM019_000180_001,car,0.935554,600.66748046875,385.12841796875,799.5210571289062,595.396240234375,41812.50851406157,41812.508514,0.945716,595.39624,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0045,ambiguous_crossing_risk,bt_0098,GM_RM019_000180_001,,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,181,GM_RM019_000181_oc_002,1,GM_RM019_000181_002,bus,0.36358,551.528076171875,293.17071533203125,621.2371826171875,372.0001525878906,5495.129632692784,5495.129633,0.884303,372.000153,0.0,0.0,0.0,0.0,False,False,oty1_tracklet_0046,fragmented_short_track,,,GM_RM019_000181_002,stable_single_box,low_risk_single_observation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
GM_RM019,183,GM_RM019_000183_oc_001,1,GM_RM019_000183_001,car,0.338276,765.6088256835938,420.42315673828125,799.764892578125,566.7329711914062,4997.367809787393,4997.36781,0.23345,566.732971,0.0,0.0,0.0,0.0,True,False,oty1_tracklet_0045,ambiguous_crossing_risk,,,GM_RM019_000183_001,edge_truncation_cluster,review_boundary_truncation,oty1t_p3_runtime_safe_oty0_oty1_oty1a_oty1t_optical_only_no_gt_no_sar
