tracklet_candidate_id,scene,detection_count,frame_start,frame_end,frame_span,missing_frame_gap_count,max_frame_gap,mean_center_speed,median_center_speed,mean_area_change_abs,edge_conflict_count,same_frame_conflict_count,neighbor_ambiguity_count,boundary_contact_count,selected_edge_count,tracklet_status,identity_status,policy
oty1_tracklet_0021,GM_RM019,3,70,72,3,0,1,1.6354389512388938,1.6354389512388938,0.09351055380570328,3,0,3,0,2,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0022,GM_RM019,12,72,87,16,3,3,7.236367260501175,6.556543316654718,0.3911143504734552,12,0,6,0,11,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0023,GM_RM019,2,72,74,3,1,2,2.544853771642258,2.544853771642258,0.4720069852882163,2,0,2,0,1,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0024,GM_RM019,1,72,72,1,0,0,,,,1,0,1,0,0,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0025,GM_RM019,4,77,80,4,0,1,2.553712465461262,2.940976596770727,0.10981749713318867,4,0,3,0,3,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0026,GM_RM019,3,77,79,3,0,1,7.001884527504634,7.001884527504634,0.2365700916552266,3,0,3,0,2,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0027,GM_RM019,1,77,77,1,0,0,,,,1,0,1,0,0,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0028,GM_RM019,12,85,100,16,3,3,4.645559148904007,1.8224385478214558,1.0453831319122597,12,0,7,0,11,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0029,GM_RM019,3,86,88,3,0,1,5.0831492349344245,5.0831492349344245,0.13782583193754397,3,0,3,0,2,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0030,GM_RM019,2,90,92,3,1,2,2.010856211107844,2.010856211107844,0.12635505730445573,2,0,2,0,1,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0031,GM_RM019,3,91,93,3,0,1,3.1701511309065187,3.1701511309065187,0.2358305099774799,3,0,2,0,2,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0032,GM_RM019,42,97,141,45,1,4,20.132375721703223,19.230908458238428,0.19416980718879887,42,0,5,32,41,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0033,GM_RM019,1,97,97,1,0,0,,,,0,0,0,1,0,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0034,GM_RM019,2,105,106,2,0,1,4.315363757326277,4.315363757326277,0.03448547527918737,2,0,0,0,1,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0035,GM_RM019,10,117,127,11,1,2,26.599813337492332,24.03300563555429,0.06306180275216956,10,0,5,5,9,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0036,GM_RM019,7,137,143,7,0,1,3.4645047733802183,3.173705735904572,0.10169558665191697,7,0,0,7,6,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0037,GM_RM019,1,145,145,1,0,0,,,,1,0,0,1,0,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0038,GM_RM019,18,147,164,18,0,1,28.041961203284306,18.314076893790457,0.3195657429222602,18,0,2,14,17,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0039,GM_RM019,8,162,172,11,1,4,24.591502633093487,29.1057515551282,0.11203173492289238,8,0,6,6,7,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0040,GM_RM019,2,164,165,2,0,1,27.226812624911222,27.226812624911222,0.15423321427192851,2,0,2,2,1,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0041,GM_RM019,5,166,173,8,1,4,12.743758998927468,12.489675555789077,0.22769737658141248,4,0,0,4,4,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0042,GM_RM019,1,166,166,1,0,0,,,,1,0,1,0,0,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0043,GM_RM019,1,167,167,1,0,0,,,,1,0,0,1,0,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0044,GM_RM019,2,170,174,5,1,4,21.957255468335223,21.957255468335223,0.05599075641187714,0,0,0,0,1,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0045,GM_RM019,13,171,183,13,0,1,25.75641602337843,26.654215774989876,0.23145950577133145,12,0,1,11,12,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0046,GM_RM019,1,181,181,1,0,0,,,,0,0,0,0,0,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0047,GM_RM019,1,220,220,1,0,0,,,,0,0,0,1,0,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0048,GM_RM019,1,255,255,1,0,0,,,,0,0,0,1,0,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0049,GM_RM019,5,257,261,5,0,1,7.4740218471393804,7.630001296897623,0.033303249156548545,5,0,0,0,4,ambiguous_geometry_review,ambiguous_crossing_risk,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0050,GM_RM019,1,284,284,1,0,0,,,,0,0,0,1,0,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0051,GM_RM019,1,308,308,1,0,0,,,,0,0,0,0,0,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0052,GM_RM019,1,350,350,1,0,0,,,,0,0,0,1,0,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0053,GM_RM019,1,352,352,1,0,0,,,,0,0,0,1,0,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
oty1_tracklet_0054,GM_RM019,1,357,357,1,0,0,,,,0,0,0,1,0,fragmented_short_track,fragmented_short_track,connected_component_from_selected_runtime_yolo_geometry_edges_not_confirmed_identity
